DATA IN NGS FORMAT FROM DATABASE 19JUN06XE_V005                                                 
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              1604
   -.01381    .00000    .00000    .00000    .00000    .00000                1605                
     -.430    11.300  1008.570   981.065    90.670    85.142 0 0            1606                
        -.9505720110    .04524        7.7406784100    .01216  0             1608                
HART15M   MATERA    1145+268 2019 06 06 18 40   9.0000000000                1701                
   -8799587.86846361    .05400  -273452.2840490423    .02730 0      I       1702                
    .00009    .00000    .00000    .00000  -1.121127302531361        0.      1703                
  0.259   0.459 -0.0008 -0.0001 -0.0052  0.0004      -7854.132              1704
    .00000   -.02363    .00000    .00000    .00000    .00000                1705                
     8.171    19.738   868.900   960.900    50.715    60.798 0 0            1706                
        4.2594076291    .02457         .0026522446    .00707  0             1708                
MATERA    NYALES20  0716+714 2019 06 06 18 44  59.0000000000                1801                
   -6379259.87045971    .00895  -280644.5723603378    .00897 0      I       1802                
    .00075    .00000    .00000    .00000   2.421935953281496        0.      1803                
  0.673   0.232  0.0007  0.0006  0.0013 -0.0027    -169749.882              1804
   -.03828   -.00741    .00000    .00000    .00000    .00000                1805                
    19.600     -.200   960.900  1008.500    61.411    89.900 0 0            1806                
        3.3676680927    .00764        -.0209381825    .00427  0             1808                
FORTLEZA  NYALES20  0716+714 2019 06 06 18 44  59.0000000000                1901                
  -15456372.97032267    .02538  -129645.1308292480    .02544 0      I       1902                
    .00026    .00000    .00000    .00000  -3.797143338034357        0.      1903                
  3.845   0.232 -0.0431  0.0006  0.0019 -0.0027    -174605.142              1904
   -.02420   -.00741    .00000    .00000    .00000    .00000                1905                
    28.000     -.200  1008.600  1008.500    69.800    89.900 0 0            1906                
        3.3890620723    .01317        -.0589423282    .00896  0             1908                
FORTLEZA  MATERA    0716+714 2019 06 06 18 44  59.0000000000                2001                
   -9077115.71479221    .03641   150999.4610378920    .03263 0      I       2002                
    .00017    .00000    .00000    .00000    .718449223070055        0.      2003                
  3.845   0.673 -0.0431  0.0007  0.0019  0.0013      -4855.261              2004
   -.02420   -.03828    .00000    .00000    .00000    .00000                2005                
    28.000    19.600  1008.600   960.900    69.800    61.411 0 0            2006                
         .0432563690    .01641        -.0420468529    .00838  0             2008                
KATH12M   YARRA12M  1057-797 2019 06 06 18 45  25.0000000000                2101                
   -5865923.89806698    .02796    33304.8417240702    .03674 0      I       2102                
    .00028    .00000    .00000    .00000   -.502703047763806        0.      2103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              2104
    .00000    .00000    .00000    .00000    .00000    .00000                2105                
    15.400    11.300  1001.700   981.100    44.383    86.684 0 0            2106                
       -2.9170193182    .02294         .0034628440    .02031  0             2108                
HART15M   YARRA12M  1057-797 2019 06 06 18 45  25.0000000000                2201                
    3431194.36444122    .01571    34919.4324738140    .03203 0      I       2202                
    .00061    .00000    .00000    .00000  -1.044886926055818        0.      2203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              2204
    .00000    .00000    .00000    .00000    .00000    .00000                2205                
     8.053    11.300   868.916   981.100    51.079    86.684 0 0            2206                
        -.2953088955    .01017        -.0206661410    .01401  0             2208                
HART15M   KATH12M   1057-797 2019 06 06 18 45  25.0000000000                2301                
    9297117.93126442    .01857     1614.3184944554    .03787 0      I       2302                
    .00051    .00000    .00000    .00000   2.378222028200608        0.      2303                
  0.251   3.714  0.0009  0.0433 -0.0013  0.0136        473.021              2304
    .00000    .00000    .00000    .00000    .00000    .00000                2305                
     8.053    15.400   868.916  1001.700    51.079    44.383 0 0            2306                
        2.6287077263    .01364        -.0291101350    .01875  0             2308                
KATH12M   YARRA12M  2052-474 2019 06 06 18 48  24.0000000000                2401                
   -1444870.59246643    .03359  -253009.7729465631    .03679 0      I       2402                
    .00021    .00000    .00000    .00000   -.946487850888325        0.      2403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              2404
    .00000    .00000    .00000    .00000    .00000    .00000                2405                
    15.411    11.300  1001.711   981.179    44.255    87.257 0 0            2406                
       -2.7944016953    .01757         .0137618938    .01306  0             2408                
HART15M   MATERA    1128+385 2019 06 06 18 48  29.0000000000                2501                
  -13304915.90488578    .04744  -249268.9788988193    .09675 0      I       2502                
    .00020    .00000    .00000    .00000   -.577143227210996        0.      2503                
  0.412   0.469 -0.0025 -0.0000 -0.0140  0.0005      -7854.279              2504
    .00000   -.02183    .00000    .00000    .00000    .00000                2505                
     7.768    19.600   869.000   960.900    51.532    59.588 0 0            2506                
        4.2400498036    .01142         .0083572473    .01427  0             2508                
FORTLEZA  HART15M   1128+385 2019 06 06 18 48  29.0000000000                2601                
    5785102.94772404    .05511  1265064.5158905970    .11239 0      I       2602                
    .00017    .00000    .00000    .00000   -.403577029487262        0.      2603                
  1.417   0.412 -0.0040 -0.0025 -0.0008 -0.0140       2998.915              2604
   -.02395    .00000    .00000    .00000    .00000    .00000                2605                
    28.000     7.768  1008.600   869.000    69.800    51.532 0 0            2606                
       -4.0489332258    .01561        -.0436856558    .02229  0             2608                
FORTLEZA  MATERA    1128+385 2019 06 06 18 48  29.0000000000                2701                
   -7519814.21813598    .05406  1015795.2804057790    .08199 0      I       2702                
    .00015    .00000    .00000    .00000   -.116786379893619        0.      2703                
  1.417   0.469 -0.0040 -0.0000 -0.0008  0.0005      -4855.364              2704
   -.02395   -.02183    .00000    .00000    .00000    .00000                2705                
    28.000    19.600  1008.600   960.900    69.800    59.588 0 0            2706                
         .2149139168    .02120        -.0554935430    .01851  0             2708                
HART15M   MATERA    1149-084 2019 06 06 18 51  31.0000000000                2801                
    5013308.90215251    .02619  -305487.8535706624    .05342 0      I       2802                
    .00036    .00000    .00000    .00000  -1.413256100404878        0.      2803                
  0.152   0.742 -0.0001 -0.0009 -0.0023  0.0013      -7854.332              2804
    .00000   -.01730    .00000    .00000    .00000    .00000                2805                
     7.581    19.586   869.000   960.900    51.719    59.514 0 0            2806                
        4.4532551329    .01110        -.0044371405    .01296  0             2808                
FORTLEZA  HART15M   1149-084 2019 06 06 18 51  31.0000000000                2901                
   -1728613.22046088    .05322  1591783.2432301890    .10853 0      I       2902                
    .00018    .00000    .00000    .00000  -6.011371368417303        0.      2903                
  1.105   0.152  0.0004 -0.0001 -0.0006 -0.0023       2998.878              2904
   -.02420    .00000    .00000    .00000    .00000    .00000                2905                
    28.000     7.581  1008.600   869.000    69.800    51.719 0 0            2906                
       -4.0825717150    .01389        -.0818787790    .01998  0             2908                
FORTLEZA  MATERA    1149-084 2019 06 06 18 51  31.0000000000                3001                
    3284696.27843907    .06667  1286294.8646522920    .12323 0      I       3002                
    .00014    .00000    .00000    .00000    .957374986582623        0.      3003                
  1.105   0.742  0.0004 -0.0009 -0.0006  0.0013      -4855.454              3004
   -.02420   -.01730    .00000    .00000    .00000    .00000                3005                
    28.000    19.586  1008.600   960.900    69.800    59.514 0 0            3006                
         .4076736506    .02035        -.0372466135    .02222  0             3008                
FORTLEZA  NYALES20  4C39.25  2019 06 06 18 55  41.0000000000                3101                
     237165.68345608    .04638   209442.9190802607    .09459 0      I       3102                
    .00021    .00000    .00000    .00000   5.855704809012210        0.      3103                
  1.179   0.295 -0.0029 -0.0038 -0.0000 -0.0089    -174604.708              3104
   -.02470    .12214    .00000    .00000    .00000    .00000                3105                
    28.000     -.233  1008.600  1008.600    69.800    89.800 0 0            3106                
        3.7593475276    .00555        -.0407779522    .00935  0             3108                
KATH12M   YARRA12M  0048-097 2019 06 06 18 56  32.0000000000                3201                
    5174647.99916217    .05363    -6341.5771455360    .01594 8      I       3202                
    .00007    .00000    .00000    .00000   3.498869828577700        0.      3203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              3204
    .00000    .00000    .00000    .00000    .00000    .00000                3205                
    15.500    11.256  1001.800   981.612    45.009    89.002 0 0            3206                
        5.0656823625    .03597         .0192637478    .00722  0             3208                
HART15M   MATERA    0951+268 2019 06 06 18 56  50.0000000000                3301                
  -11072383.92954091    .05746  -288340.9898651581    .01708 0      I       3302                
    .00006    .00000    .00000    .00000  -4.416162376541868        0.      3303                
  0.510   0.616 -0.0052 -0.0001 -0.0510  0.0022      -7854.425              3304
    .00000   -.03006    .00000    .00000    .00000    .00000                3305                
     7.378    19.578   868.959   960.939    52.329    57.413 0 0            3306                
        4.2503757642    .03447         .0051418237    .00576  0             3308                
FORTLEZA  NYALES20  0743+277 2019 06 06 19 00  40.0000000000                3401                
    5706508.04750618    .04469  -317155.8402139012    .01328 0      I       3402                
    .00008    .00000    .00000    .00000   1.045586471895154        0.      3403                
  1.124   0.424 -0.0020 -0.0027  0.0003 -0.0271    -174604.506              3404
   -.02370    .16317    .00000    .00000    .00000    .00000                3405                
    28.000     -.370  1008.600  1008.570    69.800    92.060 0 0            3406                
        3.8469086714    .01999        -.0374396710    .00405  0             3408                
KATH12M   YARRA12M  2000+472 2019 06 06 19 01  56.0000000000                3501                
    4813090.59001228    .02374  -287890.7470149716    .01221 0      I       3502                
    .00020    .00000    .00000    .00000   3.967590175173281        0.      3503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              3504
    .00000    .00000    .00000    .00000    .00000    .00000                3505                
    15.500    11.224  1001.800   981.451    45.400    90.096 0 0            3506                
       -2.7272036818    .01506        -.0109674320    .00523  0             3508                
HART15M   MATERA    1144-379 2019 06 06 19 02   9.0000000000                3601                
   15223967.05739132    .02424  -247999.1452939814    .04944 8      I       3602                
    .00039    .00000    .00000    .00000   1.989925418099894        0.      3603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              3604
    .00000   -.01950    .00000    .00000    .00000    .00000                3605                
     7.200    19.710   868.909   961.000    53.011    53.822 0 0            3606                
         .0000000000    .00000         .0000000000    .00000  0             3608                
MATERA    NYALES20  0059+581 2019 06 06 19 05  41.0000000000                3701                
  -12457406.05848588    .01364    29593.0393179172    .02781 0      I       3702                
    .00070    .00000    .00000    .00000  -4.282338798081495        0.      3703                
  2.854   0.294  0.0262  0.0061 -0.0014 -0.0004    -169748.426              3704
   -.03143    .04654    .00000    .00000    .00000    .00000                3705                
    19.800     -.600   961.000  1008.700    52.335    92.667 0 0            3706                
        3.3226046593    .00851         .0081355000    .00974  0             3708                
KATH12M   YARRA12M  1759-396 2019 06 06 19 06  34.0000000000                3801                
   -4421819.34885232    .02961  -328447.4162691400    .03072 0      I       3802                
    .00023    .00000    .00000    .00000   -.599595938887291        0.      3803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              3804
    .00000    .00000    .00000    .00000    .00000    .00000                3805                
    15.500    11.300  1001.800   981.276    45.425    90.822 0 0            3806                
       -2.7899346294    .01506        -.0122477394    .01062  0             3808                
MATERA    NYALES20  3C371    2019 06 06 19 07  47.0000000000                3901                
   -5435812.33439334    .02490   288234.5809750419    .04751 0      I       3902                
    .00037    .00000    .00000    .00000  -1.031930847089664        0.      3903                
  0.661   0.236  0.0008  0.0006 -0.0014  0.0030    -169748.278              3904
   -.02951   -.04766    .00000    .00000    .00000    .00000                3905                
    19.800     -.653   961.017  1008.700    52.914    94.200 0 0            3906                
        3.3715669338    .01837        -.0047881126    .01958  0             3908                
FORTLEZA  HART15M   0530-727 2019 06 06 19 08   8.0000000000                4001                
    -975391.66933013    .04015   -73183.1999951830    .03769 0      I       4002                
    .00016    .00000    .00000    .00000  -5.582729199382434        0.      4003                
  4.148   0.538  0.0525  0.0056  0.0030 -0.0118       2998.676              4004
   -.02545    .00000    .00000    .00000    .00000    .00000                4005                
    28.000     7.247  1008.600   868.988    69.800    52.077 0 0            4006                
       -4.1038943645    .02347        -.0579306208    .01491  0             4008                
MATERA    NYALES20  2229+695 2019 06 06 19 09  59.0000000000                4101                
   -9805699.17924636    .02672   206697.8930280687    .05449 0      I       4102                
    .00036    .00000    .00000    .00000   -.360246399866264        0.      4103                
  1.096   0.249  0.0026  0.0029 -0.0027  0.0021    -169748.124              4104
   -.02493    .03564    .00000    .00000    .00000    .00000                4105                
    19.800     -.700   961.100  1008.700    52.487    94.886 0 0            4106                
        3.3729789775    .01846        -.0010305420    .02108  0             4108                
KATH12M   YARRA12M  2008-159 2019 06 06 19 10  25.0000000000                4201                
     246034.34743821    .01028  -409472.6175257266    .00457 0      I       4202                
    .00043    .00000    .00000    .00000   5.487702285366226        0.      4203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4204
    .00000    .00000    .00000    .00000    .00000    .00000                4205                
    15.461    11.318  1001.820   981.273    45.559    91.273 0 0            4206                
       -2.7528003339    .01241        -.0018964165    .00371  0             4208                
MATERA    NYALES20  0748+126 2019 06 06 19 12  50.0000000000                4301                
    -344724.48893059    .02204  -855039.5852209434    .03834 0      I       4302                
    .00040    .00000    .00000    .00000   1.369052553157579        0.      4303                
  1.869   0.816  0.0005 -0.0128  0.0325 -0.1145    -169747.924              4304
   -.01009    .09132    .00000    .00000    .00000    .00000                4305                
    19.800     -.800   961.100  1008.600    52.333    95.490 0 0            4306                
        3.4033165070    .01980         .0379454629    .01917  0             4308                
FORTLEZA  NYALES20  0748+126 2019 06 06 19 12  50.0000000000                4401                
   12639565.50363380    .03977  -394975.3668160570    .06356 0      I       4402                
    .00021    .00000    .00000    .00000   1.506203218767788        0.      4403                
  1.017   0.816 -0.0009 -0.0128  0.0003 -0.1145    -174604.013              4404
   -.02945    .09132    .00000    .00000    .00000    .00000                4405                
    28.000     -.800  1008.600  1008.600    69.800    95.490 0 0            4406                
        4.0098411781    .01532        -.0658055057    .01681  0             4408                
FORTLEZA  MATERA    0748+126 2019 06 06 19 12  50.0000000000                4501                
   12984301.16985170    .05248   460064.6304402316    .08868 0      I       4502                
    .00017    .00000    .00000    .00000    .935411297861494        0.      4503                
  1.017   1.869 -0.0009  0.0005  0.0003  0.0325      -4856.089              4504
   -.02945   -.01009    .00000    .00000    .00000    .00000                4505                
    28.000    19.800  1008.600   961.100    69.800    52.333 0 0            4506                
         .5448094786    .01989        -.0655551015    .01940  0             4508                
MATERA    YARRA12M  1424-418 2019 06 06 19 15  46.0000000000                4601                
   -6611471.91514378    .03734  1247240.2259292720    .07615 8      I       4602                
    .00026    .00000    .00000    .00000  -1.271839050728362        0.      4603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4604
   -.00531    .00000    .00000    .00000    .00000    .00000                4605                
    19.804    11.400   961.104   981.563    51.801    91.628 0 0            4606                
         .0000000000    .00000         .0000000000    .00000  0             4608                
HART15M   NYALES20  1145+268 2019 06 06 19 19  22.0000000000                4701                
   -3026863.15308682    .05395  -631738.7528599217    .01603 0      I       4702                
    .00007    .00000    .00000    .00000  -4.973827243540025        0.      4703                
  0.340   0.340 -0.0011 -0.0096 -0.0069 -0.0063    -177602.288              4704
    .00000    .11307    .00000    .00000    .00000    .00000                4705                
     7.518     -.700   868.941  1008.700    51.941    94.080 0 0            4706                
        7.7467504666    .01635         .0064292196    .00338  0             4708                
KATH12M   YARRA12M  2355-106 2019 06 06 19 20  39.0000000000                4801                
    4726862.37218565    .02268  -148842.8463089440    .01916 0      I       4802                
    .00027    .00000    .00000    .00000   4.689843191228297        0.      4803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4804
    .00000    .00000    .00000    .00000    .00000    .00000                4805                
    15.276    11.400  1001.900   981.183    46.320    91.945 0 0            4806                
       -2.7289601359    .01380         .0053468472    .00788  0             4808                
MATERA    NYALES20  0641+392 2019 06 06 19 25  19.0000000000                4901                
   -6721263.83781365    .03963  -665180.4190181572    .02520 0      I       4902                
    .00013    .00000    .00000    .00000  -1.576017187795888        0.      4903                
  1.613   0.357  0.0004  0.0026  0.0170 -0.0159    -169747.049              4904
   -.00898    .12942    .00000    .00000    .00000    .00000                4905                
