DATA IN NGS FORMAT FROM DATABASE 19JUN06XE_V005                                                 
  0.176   0.746 -0.0003  0.0006  0.0008 -0.0019      -7855.382              7604
    .00000    .01164    .00000    .00000    .00000    .00000                7605                
     6.711    19.993   869.289   961.400    53.500    47.337 0 0            7606                
        4.3266330547    .01896         .0505805862    .02153  0             7608                
FORTLEZA  HART15M   1546+027 2019 06 06 19 51  17.0000000000                7701                
  -15454419.93868410    .02442  1123557.5293809120    .04980 0      I       7702                
    .00040    .00000    .00000    .00000   -.342583017225827        0.      7703                
  7.308   0.176 -0.0104 -0.0003 -0.0086  0.0008       2998.158              7704
   -.01195    .00000    .00000    .00000    .00000    .00000                7705                
    28.000     6.711  1008.600   869.289    69.800    53.500 0 0            7706                
       -4.2025879460    .02171        -.0415312488    .02979  0             7708                
FORTLEZA  MATERA    1546+027 2019 06 06 19 51  17.0000000000                7801                
  -12445504.42392535    .04084   979978.9236795416    .05251 0      I       7802                
    .00019    .00000    .00000    .00000  -1.109659131666234        0.      7803                
  7.308   0.746 -0.0104  0.0006 -0.0086 -0.0019      -4857.224              7804
   -.01195    .01164    .00000    .00000    .00000    .00000                7805                
    28.000    19.993  1008.600   961.400    69.800    47.337 0 0            7806                
         .1988888321    .03117        -.0839190169    .02237  0             7808                
KATH12M   YARRA12M  0104-408 2019 06 06 19 55   8.0000000000                7901                
    1272075.16192240    .02061   -67249.8307429196    .01847 0      I       7902                
    .00031    .00000    .00000    .00000   -.561946564240731        0.      7903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              7904
    .00000    .00000    .00000    .00000    .00000    .00000                7905                
    14.971    11.500  1001.800   980.075    48.815    92.775 0 0            7906                
       -2.8327926846    .01770         .0100980537    .01068  0             7908                
KOKEE     YARRA12M  0104-408 2019 06 06 19 55   8.0000000000                8001                
   -2831098.06465743    .01936 -1279000.5500768450    .01397 0      I       8002                
    .00029    .00000    .00000    .00000  -5.541180690583889        0.      8003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              8004
    .02085    .00000    .00000    .00000    .00000    .00000                8005                
    20.630    11.500   890.900   980.075    80.051    92.775 0 0            8006                
       -8.4608576052    .00837         .0674488272    .00412  0             8008                
KATH12M   KOKEE     0104-408 2019 06 06 19 55   8.0000000000                8101                
    4103178.44518097    .01737  1211752.4162936880    .01556 0      I       8102                
    .00036    .00000    .00000    .00000   -.761469594424059        0.      8103                
  0.741   0.997  0.0006  0.0138 -0.0037  0.0015       1242.047              8104
    .00000    .02085    .00000    .00000    .00000    .00000                8105                
    14.971    20.630  1001.800   890.900    48.815    80.051 0 0            8106                
        5.6628532962    .00854        -.0487191564    .00521  0             8108                
HART15M   WETTZELL  1145+268 2019 06 06 19 58  22.0000000000                8201                
   -9930488.25388971    .01779  -426269.5913417836    .00534 0      I       8202                
    .00021    .00000    .00000    .00000    .180576037186986        0.      8203                
  0.458   0.526 -0.0025  0.0022 -0.0076 -0.0016      -5176.662              8204
    .00000    .01181    .00000    .00000    .00000    .00000                8205                
     6.715    13.757   869.200   944.700    53.726    80.299 0 0            8206                
     -651.9165753061    .01058         .0061176335    .00215  0             8208                
NYALES20  WETTZELL  1145+268 2019 06 06 19 58  22.0000000000                8301                
   -5279280.48973741    .01569   326949.5915645487    .00471 0      I       8302                
    .00023    .00000    .00000    .00000  -2.320482298922709        0.      8303                
  0.355   0.526 -0.0068  0.0022 -0.0083 -0.0016     172423.576              8304
    .10957    .01181    .00000    .00000    .00000    .00000                8305                
     -.370    13.757  1008.700   944.700    91.100    80.299 0 0            8306                
     -659.6267084396    .00631         .0012523744    .00130  0             8308                
FORTLEZA  HART15M   1145+268 2019 06 06 19 58  22.0000000000                8401                
    9073438.04238053    .04962  1383255.6337584650    .01475 0      I       8402                
    .00007    .00000    .00000    .00000   4.359595237091932        0.      8403                
  1.080   0.458 -0.0021 -0.0025 -0.0000 -0.0076       2998.076              8404
   -.01770    .00000    .00000    .00000    .00000    .00000                8405                
    28.000     6.715  1008.600   869.200    69.800    53.726 0 0            8406                
       -3.8533862242    .01530        -.0464951377    .00316  0             8408                
HART15M   NYALES20  1145+268 2019 06 06 19 58  22.0000000000                8501                
   -4651206.32582233    .05470  -753218.7767938975    .01626 0      I       8502                
    .00007    .00000    .00000    .00000  -3.664963196282672        0.      8503                
  0.458   0.355 -0.0025 -0.0068 -0.0076 -0.0083    -177600.238              8504
    .00000    .10957    .00000    .00000    .00000    .00000                8505                
     6.715     -.370   869.200  1008.700    53.726    91.100 0 0            8506                
        7.7858116145    .01649         .0107481120    .00341  0             8508                
FORTLEZA  NYALES20  1145+268 2019 06 06 19 58  22.0000000000                8601                
    4422224.87213165    .07238   630035.3221934044    .02151 0      I       8602                
    .00005    .00000    .00000    .00000    .380328165803088        0.      8603                
  1.080   0.355 -0.0021 -0.0068 -0.0000 -0.0083    -174602.162              8604
   -.01770    .10957    .00000    .00000    .00000    .00000                8605                
    28.000     -.370  1008.600  1008.700    69.800    91.100 0 0            8606                
        3.8843342864    .02650        -.0372617476    .00542  0             8608                
FORTLEZA  WETTZELL  1145+268 2019 06 06 19 58  22.0000000000                8701                
    -857054.10707485    .04040   956985.3277173045    .01207 1      I       8702                
    .00009    .00000    .00000    .00000  -6.267134435289679        0.      8703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              8704
   -.01770    .01181    .00000    .00000    .00000    .00000                8705                
    28.000    13.757  1008.600   944.700    69.800    80.299 0 0            8706                
     -653.0502512212    .02020        -.0282484735    .00410  0             8708                
KATH12M   KOKEE     0229+131 2019 06 06 19 58  29.0000000000                8801                
  -15857195.24735900    .03514  1305614.3005569020    .01889 0      I       8802                
    .00014    .00000    .00000    .00000  -1.311162754752254        0.      8803                
  1.907   0.437 -0.0022  0.0004 -0.0391 -0.0001       1242.094              8804
    .00000    .01977    .00000    .00000    .00000    .00000                8805                
    14.884    20.717  1001.800   890.900    49.149    80.435 0 0            8806                
        5.3275548610    .00521         .0094119596    .00217  0             8808                
KATH12M   KOKEE     0131-522 2019 06 06 20 02  53.0000000000                8901                
    5698479.71256338    .06852   958333.3358352761    .10953 0      I       8902                
    .00012    .00000    .00000    .00000   4.616846478381443        0.      8903                
  0.870   1.657  0.0010  0.0399 -0.0046  0.0025       1242.155              8904
    .00000    .02382    .00000    .00000    .00000    .00000                8905                
    14.800    20.830  1001.800   890.870    49.373    80.570 0 0            8906                
        5.8365258444    .01274        -.0537231135    .01503  0             8908                
MATERA    WETTZELL  0641+392 2019 06 06 20 03  38.0000000000                9001                
   -2706034.19715367    .03136   -99909.2598957915    .03710 1      I       9002                
    .00023    .00000    .00000    .00000  -1.096089926438117        0.      9003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              9004
    .00226    .01308    .00000    .00000    .00000    .00000                9005                
    19.786    13.700   961.500   944.736    48.414    80.591 0 0            9006                
     -651.0675829512    .01795        -.0245974884    .01196  0             9008                
NYALES20  WETTZELL  0641+392 2019 06 06 20 03  38.0000000000                9101                
    5507720.10824400    .02087   530247.1352825224    .02469 0      I       9102                
    .00035    .00000    .00000    .00000    .918181577715063        0.      9103                
  0.365   1.342  0.0032 -0.0278 -0.0142 -0.0167     172423.280              9104
    .10229    .01308    .00000    .00000    .00000    .00000                9105                
     -.400    13.700  1008.723   944.736    93.723    80.591 0 0            9106                
     -659.0900779850    .00880         .0147717931    .00712  0             9108                
MATERA    NYALES20  0641+392 2019 06 06 20 03  38.0000000000                9201                
   -8213750.06721053    .03995  -630156.2103120590    .02541 0      I       9202                
    .00013    .00000    .00000    .00000  -1.647584049453478        0.      9203                
  2.451   0.365 -0.0113  0.0032  0.0367 -0.0142    -169744.358              9204
    .00226    .10229    .00000    .00000    .00000    .00000                9205                
    19.786     -.400   961.500  1008.723    48.414    93.723 0 0            9206                
        3.3544092332    .01551        -.0262394416    .00568  0             9208                
FORTLEZA  WETTZELL  0823+033 2019 06 06 20 07  19.0000000000                9301                
   15390901.69687927    .03897   196927.7285756517    .01733 0      I       9302                
    .00011    .00000    .00000    .00000   -.227075795215665        0.      9303                
  1.026   3.598 -0.0004  0.0192 -0.0001 -0.1536      -2178.724              9304
   -.01645    .01025    .00000    .00000    .00000    .00000                9305                
    28.000    13.700  1008.600   944.839    69.800    80.361 0 0            9306                
     -654.9415377878    .01059        -.0374947776    .00331  0             9308                
KATH12M   KOKEE     0400-319 2019 06 06 20 07  37.0000000000                9401                
   -8960245.21737002    .05072   788422.8128726493    .01507 0      I       9402                
    .00007    .00000    .00000    .00000  -2.044873089290954        0.      9403                
  4.219   0.839  0.0191  0.0081 -0.1913 -0.0016       1242.221              9404
    .00000    .02292    .00000    .00000    .00000    .00000                9405                
    14.758    21.103  1001.800   890.841    49.426    79.728 0 0            9406                
        5.4849022465    .01251        -.0408172334    .00264  0             9408                
HART15M   YARRA12M  1657-562 2019 06 06 20 07  39.0000000000                9501                
    2500655.80567235    .06784  1027260.2993303370    .06577 0      I       9502                
    .00010    .00000    .00000    .00000   1.851923739363351        0.      9503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              9504
    .00000    .00000    .00000    .00000    .00000    .00000                9505                
     6.500    11.500   869.200   979.765    54.371    92.330 0 0            9506                
        -.3802543172    .02601         .0733861707    .01731  0             9508                
MATERA    NYALES20  2113+293 2019 06 06 20 08  47.0000000000                9601                
   -6111527.02468201    .02067   744607.3600220999    .01941 0      I       9602                
    .00031    .00000    .00000    .00000  -4.681374338961845        0.      9603                
  3.148   0.493 -0.0202  0.0065 -0.0747  0.0276    -169743.995              9604
    .01529   -.01381    .00000    .00000    .00000    .00000                9605                
    19.669     -.253   961.500  1008.700    48.720    92.567 0 0            9606                
        3.3307278913    .01785        -.0047347427    .00933  0             9608                
HART15M   WETTZELL  1722+401 2019 06 06 20 11  52.0000000000                9701                
  -11138885.55683538    .01454    22552.0438508758    .01365 0      I       9702                
    .00045    .00000    .00000    .00000    .732435079850715        0.      9703                
  0.668   0.578 -0.0074 -0.0004  0.0080  0.0019      -5176.712              9704
    .00000    .00682    .00000    .00000    .00000    .00000                9705                
     6.500    13.700   869.178   944.939    54.711    80.261 0 0            9706                
     -651.7052729236    .00759        -.0178457581    .00484  0             9708                
KATH12M   YARRA12M  2355-106 2019 06 06 20 13  15.0000000000                9801                
    4113388.74792241    .06449  -238206.4238794516    .05448 8      I       9802                
    .00010    .00000    .00000    .00000   2.524058327390002        0.      9803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              9804
    .00000    .00000    .00000    .00000    .00000    .00000                9805                
    14.686    11.533  1001.800   979.633    49.671    91.902 0 0            9806                
        4.8454786016    .03865        -.0514212539    .02209  0             9808                
MATERA    WETTZELL  3C371    2019 06 06 20 14   2.0000000000                9901                
   -1394396.99012087    .00723    34323.5304261042    .01426 0      I       9902                
    .00131    .00000    .00000    .00000    .328212599983759        0.      9903                
  0.605   0.577 -0.0011 -0.0035 -0.0010  0.0009       2679.071              9904
    .02302    .00992    .00000    .00000    .00000    .00000                9905                
    19.500    13.722   961.500   945.000    49.915    80.222 0 0            9906                
     -649.0287914951    .00837        -.0098091345    .00915  0             9908                
KOKEE     NYALES20  0340+362 2019 06 06 20 15  17.0000000000               10001                
   10339722.00491867    .06281   443324.3683484662    .02185 0      I      10002                
    .00006    .00000    .00000    .00000   2.926407639614737        0.     10003                
  0.476   0.479 -0.0008  0.0120 -0.0004 -0.0105    -179311.476             10004
    .02772    .05909    .00000    .00000    .00000    .00000               10005                
    21.549     -.147   890.863  1008.800    77.597    87.907 0 0           10006                
        -.0365394889    .01658        -.0002657630    .00406  0            10008                
MATERA    WETTZELL  0716+714 2019 06 06 20 16  23.0000000000               10101                
   -2581822.13258499    .00755   -45352.2346905660    .01354 1      I      10102                
    .00118    .00000    .00000    .00000  -4.736900715057780        0.     10103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             10104
    .01060    .00971    .00000    .00000    .00000    .00000               10105                
    19.474    13.783   961.500   945.000    50.128    80.351 0 0           10106                
     -648.4954821962    .00854        -.0075969153    .00849  0            10108                
FORTLEZA  MATERA    0716+714 2019 06 06 20 16  23.0000000000               10201                
   -8692393.18943099    .03963   -12568.3930226582    .03551 0      I      10202                
    .00016    .00000    .00000    .00000    .797192704654164        0.     10203                
  5.874   0.805 -0.1252 -0.0029 -0.0022  0.0020      -4857.969             10204
    .00055    .01060    .00000    .00000    .00000    .00000               10205                
    28.000    19.474  1008.600   961.500    69.800    50.128 0 0           10206                
         .2592590206    .02192        -.0355695126    .01108  0            10208                
FORTLEZA  WETTZELL  0716+714 2019 06 06 20 16  23.0000000000               10301                
  -11274214.93383213    .02172   -57920.5322974029    .03893 0      I      10302                
    .00041    .00000    .00000    .00000  -2.601682016314759        0.     10303                
  5.874   0.712 -0.1252 -0.0070 -0.0022 -0.0013      -2178.864             10304
    .00055    .00971    .00000    .00000    .00000    .00000               10305                
    28.000    13.783  1008.600   945.000    69.800    80.351 0 0           10306                
     -656.0338459675    .01695        -.0156124336    .02046  0            10308                
HART15M   YARRA12M  1519-273 2019 06 06 20 17  13.0000000000               10401                
   14646360.43979303    .02797  1282517.8055187250    .01561 0      I      10402                
    .00018    .00000    .00000    .00000   -.687694839064738        0.     10403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             10404
    .00000    .00000    .00000    .00000    .00000    .00000               10405                
     6.557    11.600   869.100   979.672    55.014    91.534 0 0           10406                
        -.2480051007    .01281        -.0069575105    .00487  0            10408                
MATERA    WETTZELL  0804+499 2019 06 06 20 19  56.0000000000               10501                
   -2404327.36588653    .01878  -102582.9844121400    .02095 1      I      10502                
    .00038    .00000    .00000    .00000  -3.181478550919801        0.     10503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             10504
    .01222    .00752    .00000    .00000    .00000    .00000               10505                
    19.268    13.700   961.516   945.000    51.240    80.748 0 0           10506                
     -651.4342635198    .02181        -.0084675266    .01350  0            10508                
KOKEE     NYALES20  0536+145 2019 06 06 20 21  52.0000000000               10601                
   12610766.13175429    .02782  1205225.8024590970    .01509 0      I      10602                
    .00018    .00000    .00000    .00000    .799243605009634        0.     10603                
  0.612   1.549  0.0001  0.0882 -0.0017 -0.2362    -179310.986             10604
    .03602    .01942    .00000    .00000    .00000    .00000               10605                
    21.868      .000   890.834  1008.900    75.182    87.030 0 0           10606                
         .0745709373    .01293        -.0096780865    .00478  0            10608                
FORTLEZA  WETTZELL  0748+126 2019 06 06 20 21  59.0000000000               10701                
   12398043.72800046    .03099   -62123.9261239874    .05391 0      I      10702                
    .00029    .00000    .00000    .00000   2.775055134859462        0.     10703                
  1.257   4.445 -0.0016 -0.0888 -0.0004 -0.1350      -2178.952             10704
   -.00845    .00767    .00000    .00000    .00000    .00000               10705                
    28.000    13.647  1008.600   945.026    69.800    80.895 0 0           10706                
     -655.2943607108    .01914        -.0163427964    .02251  0            10708                
KATH12M   YARRA12M  0308-611 2019 06 06 20 23   5.0000000000               10801                
   -1494097.04312150    .01435    45214.1595765229    .00954 0      I      10802                
    .00038    .00000    .00000    .00000  -5.474644806541567        0.     10803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             10804
    .00000    .00000    .00000    .00000    .00000    .00000               10805                
    14.563    11.650  1001.800   979.575    50.111    90.974 0 0           10806                
       -2.8193014355    .01108         .0072583407    .00496  0            10808                
MATERA    WETTZELL  1622-253 2019 06 06 20 24  25.0000000000               10901                
    3146753.12418947    .01364    18220.6001150232    .01582 1      I      10902                
    .00053    .00000    .00000    .00000   1.684525289566185        0.     10903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             10904
    .01930    .00815    .00000    .00000    .00000    .00000               10905                
    19.078    13.500   961.600   945.100    52.566    80.626 0 0           10906                
     -649.8905383108    .01885        -.0038426519    .01211  0            10908                
FORTLEZA  HART15M   1057-797 2019 06 06 20 25  46.0000000000               11001                
   -5484893.10459973    .01821   223129.6964628023    .03713 0      I      11002                
    .00053    .00000    .00000    .00000    .667573325448645        0.     11003                
  3.582   0.396  0.0486  0.0031  0.0000 -0.0007       2997.756             11004
   -.00445    .00000    .00000    .00000    .00000    .00000               11005                
    28.000     6.650  1008.600   869.100    69.800    54.875 0 0           11006                
       -3.9355095611    .01180        -.0407911353    .01626  0            11008                
KATH12M   NYALES20  0059+581 2019 06 06 20 26  24.0000000000               11101                
  -12380983.71471218    .03648   481471.7653849894    .03785 0      I      11102                
    .00019    .00000    .00000    .00000   -.909939027562241        0.     11103                
  2.865   0.290 -0.0193  0.0030 -0.0338  0.0016    -178068.165             11104
    .00000    .03747    .00000    .00000    .00000    .00000               11105                
    14.500      .000  1001.800  1008.900    50.397    87.170 0 0           11106                
        5.2337928488    .00976         .0148813560    .00713  0            11108                
MATERA    WETTZELL  1124-186 2019 06 06 20 27  18.0000000000               11201                
    1557963.77176917    .01521  -156705.7626490646    .02998 0      I      11202                
    .00062    .00000    .00000    .00000    .246504986816879        0.     11203                
  1.588   2.426  0.0117  0.0770  0.0168 -0.0097       2679.256             11204
    .00144    .00579    .00000    .00000    .00000    .00000               11205                
    18.987    13.481   961.600   945.100    52.852    80.700 0 0           11206                
     -649.0556891206    .01577        -.0074490367    .01727  0            11208                
HART15M   YARRA12M  1759-396 2019 06 06 20 28  49.0000000000               11301                
     585683.91847183    .10023  1465723.3551976500    .06240 8      I      11302                
    .00006    .00000    .00000    .00000   2.381707573435304        0.     11303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             11304
    .00000    .00000    .00000    .00000    .00000    .00000               11305                
     6.616    11.816   869.071   979.500    54.829    90.490 0 0           11306                
        -.8746077939    .04705       -9.6826590327    .01995  0            11308                
KOKEE     NYALES20  2319+317 2019 06 06 20 29  27.0000000000               11401                
    5791271.64277273    .10242 -1132587.8880560350    .08077 2      I      11402                
    .00006    .00000    .00000    .00000    .785776332272240        0.     11403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             11404
    .03677   -.02213    .00000    .00000    .00000    .00000               11405                
    22.034     -.013   890.800  1008.900    73.563    88.907 0 0           11406                
       -1.3077665966    .02736        1.0190582009    .01518  0            11408                
KATH12M   KOKEE     2319+317 2019 06 06 20 29  27.0000000000               11501                
    -571823.64436462    .09804  1314366.1208467190    .07731 8      I      11502                
    .00008    .00000    .00000    .00000   -.245311258147764        0.     11503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             11504
    .00000    .03677    .00000    .00000    .00000    .00000               11505                
    14.481    22.034  1001.819   890.800    50.637    73.563 0 0           11506                
        2.2167782732    .04592        6.6332773634    .02466  0            11508                
KATH12M   NYALES20  2319+317 2019 06 06 20 29  27.0000000000               11601                
    5219458.91537823    .09479   181749.8620579324    .03762 8      I      11602                
    .00005    .00000    .00000    .00000   2.067316213587324        0.     11603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             11604
    .00000   -.02213    .00000    .00000    .00000    .00000               11605                
    14.481     -.013  1001.819  1008.900    50.637    88.907 0 0           11606                
        1.2947350071    .04371        5.1064768774    .01182  0            11608                
MATERA    WETTZELL  OJ287    2019 06 06 20 29  53.0000000000               11701                
   -1454441.80451439    .00264  -159099.4004301677    .00520 1      I      11702                
    .00359    .00000    .00000    .00000   1.182566162563380        0.     11703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             11704
    .00050    .00723    .00000    .00000    .00000    .00000               11705                
    18.900    13.400   961.600   945.100    53.189    80.700 0 0           11706                
     -650.3634078257    .00389        -.0057385175    .00425  0            11708                
FORTLEZA  MATERA    OJ287    2019 06 06 20 29  53.0000000000               11801                
   10765909.70349124    .01214   375782.9062499966    .02394 0      I      11802                
    .00078    .00000    .00000    .00000    .413714119150053        0.     11803                
  1.081   1.577 -0.0018 -0.0037 -0.0003  0.0225      -4858.366             11804
   -.00845    .00050    .00000    .00000    .00000    .00000               11805                
    28.000    18.900  1008.600   961.600    69.800    53.189 0 0           11806                
         .6905192218    .01036        -.0214886921    .01137  0            11808                
FORTLEZA  WETTZELL  OJ287    2019 06 06 20 29  53.0000000000               11901                
    9311466.17525631    .00614   216683.5282517107    .01211 0      I      11902                
    .00155    .00000    .00000    .00000   1.181428193829589        0.     11903                
  1.081   1.482 -0.0018 -0.0042 -0.0003 -0.0017      -2179.074             11904
   -.00845    .00723    .00000    .00000    .00000    .00000               11905                
    28.000    13.400  1008.600   945.100    69.800    80.700 0 0           11906                
     -655.8853215749    .00542        -.0402107640    .00719  0            11908                
KOKEE     WETTZELL  0300+470 2019 06 06 20 32  20.0000000000               12001                
   16716037.25917263    .01051   171458.7008630113    .02144 0      I      12002                
    .00091    .00000    .00000    .00000  -2.649765123480031        0.     12003                
  0.505   4.025 -0.0014 -0.2888 -0.0001 -0.0003      -6888.542             12004
    .03805    .00783    .00000    .00000    .00000    .00000               12005                
    22.117    13.400   890.800   945.112    73.402    80.747 0 0           12006                
     -658.8322957669    .00472        -.0044345654    .00657  0            12008                
HART15M   MATERA    1846+322 2019 06 06 20 33  45.0000000000               12101                
   -8555929.38103227    .08681    38898.9638479373    .08149 2      I      12102                
    .00007    .00000    .00000    .00000  -4.989992098724587        0.     12103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             12104
    .00000   -.00564    .00000    .00000    .00000    .00000               12105                
     6.869    18.900   869.000   961.600    54.869    53.127 0 0           12106                
         .4390441366    .03075         .0036742157    .01676  0            12108                
KATH12M   KOKEE     0229+131 2019 06 06 20 35  29.0000000000               12201                
  -12804258.57534517    .03125  1438770.9827274870    .01311 0      I      12202                
    .00014    .00000    .00000    .00000   1.743939481379472        0.     12203                
  1.261   0.465 -0.0014  0.0004 -0.0152  0.0001       1242.609             12204
    .00000    .03712    .00000    .00000    .00000    .00000               12205                
    14.386    22.228  1001.900   890.786    50.855    73.801 0 0           12206                
        5.3846651952    .00443        -.0200596463    .00145  0            12208                
FORTLEZA  HART15M   1546+027 2019 06 06 20 36  30.0000000000               12301                
  -12117805.86226703    .02275  1328151.2204610440    .04639 0      I      12302                
    .00042    .00000    .00000    .00000  -1.940051201943490        0.     12303                
  2.885   0.232 -0.0020 -0.0006  0.0043  0.0001       2997.629             12304
   -.00420    .00000    .00000    .00000    .00000    .00000               12305                
    28.000     6.813  1008.600   869.000    69.800    54.800 0 0           12306                
       -3.9707979179    .01530        -.0410454903    .02107  0            12308                
HART15M   NYALES20  1546+027 2019 06 06 20 36  30.0000000000               12401                
   13712639.71002919    .01733    31944.4394506306    .03535 0      I      12402                
    .00055    .00000    .00000    .00000   1.026189071779453        0.     12403                
  0.232   0.953 -0.0006 -0.0383  0.0001  0.0388    -177598.240             12404
    .00000    .06132    .00000    .00000    .00000    .00000               12405                
     6.813     -.004   869.000  1008.900    54.800    88.437 0 0           12406                
        7.9720445913    .01203         .0069323038    .01656  0            12408                
FORTLEZA  NYALES20  1546+027 2019 06 06 20 36  30.0000000000               12501                
    1594833.34546083    .04120  1360096.2159019310    .05942 0      I      12502                
    .00020    .00000    .00000    .00000   4.969138482124831        0.     12503                
  2.885   0.953 -0.0020 -0.0383  0.0043  0.0388    -174600.611             12504
   -.00420    .06132    .00000    .00000    .00000    .00000               12505                
    28.000     -.004  1008.600  1008.900    69.800    88.437 0 0           12506                
        4.0514805558    .01545        -.0319272483    .01531  0            12508                
MATERA    WETTZELL  2214+350 2019 06 06 20 37  10.0000000000               12601                
   -1319850.01631731    .03089   144827.6027569377    .02435 1      I      12602                
    .00019    .00000    .00000    .00000  -4.786110073048046        0.     12603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             12604
   -.00347    .00630    .00000    .00000    .00000    .00000               12605                
    18.900    13.432   961.600   945.232    53.240    81.100 0 0           12606                
     -649.6874164683    .01729         .0041210037    .00769  0            12608                
KATH12M   KOKEE     0131-522 2019 06 06 20 40  58.0000000000               12701                
    7943258.39107637    .09390  1001913.5282278880    .14615 2      I      12702                
    .00009    .00000    .00000    .00000   2.728541961156793        0.     12703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             12704
    .00000    .03880    .00000    .00000    .00000    .00000               12705                
    14.300    22.423  1001.917   890.723    51.235    73.108 0 0           12706                
        5.9898975861    .01359        -.0533514883    .01649  0            12708                
MATERA    YARRA12M  1424-418 2019 06 06 20 41  55.0000000000               12801                
    -984874.99886333    .10327   903967.8621400343    .19085 8      I      12802                
    .00010    .00000    .00000    .00000  -1.637478817855227        0.     12803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             12804
    .00566    .00000    .00000    .00000    .00000    .00000               12805                
    18.913    11.900   961.593   979.421    53.239    89.779 0 0           12806                
        3.7296497922    .05563        3.3626235376    .05806  0            12808                
HART15M   WETTZELL  1145+268 2019 06 06 20 43   9.0000000000               12901                
  -11094185.67682677    .02405  -437126.5594288341    .00718 0      I      12902                
    .00015    .00000    .00000    .00000  -4.935845772705533        0.     12903                
  0.798   0.580 -0.0108  0.0011 -0.0081  0.0009      -5176.840             12904
    .00000    .01106    .00000    .00000    .00000    .00000               12905                
     6.522    13.454   869.042   945.300    55.262    81.191 0 0           12906                
     -651.7210132357    .01167         .0059844438    .00237  0            12908                
NYALES20  WETTZELL  1145+268 2019 06 06 20 43   9.0000000000               13001                
   -4261183.74594305    .01442   428418.8526837149    .00431 0      I      13002                
    .00025    .00000    .00000    .00000   -.346589110585092        0.     13003                
  0.399   0.580 -0.0031  0.0011 -0.0091  0.0009     172421.052             13004
    .08614    .01106    .00000    .00000    .00000    .00000               13005                
      .027    13.454  1008.800   945.300    86.360    81.191 0 0           13006                
     -659.6659344932    .00614         .0032348831    .00125  0            13008                
FORTLEZA  HART15M   1145+268 2019 06 06 20 43   9.0000000000               13101                
   12659578.41514070    .06039  1277451.9157952200    .01795 0      I      13102                
    .00006    .00000    .00000    .00000    .200253035927632        0.     13103                
  1.082   0.798 -0.0020 -0.0108  0.0001 -0.0081       2997.549             13104
    .00155    .00000    .00000    .00000    .00000    .00000               13105                
    28.000     6.522  1008.600   869.042    69.800    55.262 0 0           13106                
       -3.7798470265    .01781        -.0299920828    .00369  0            13108                
HART15M   NYALES20  1145+268 2019 06 06 20 43   9.0000000000               13201                
   -6832999.05701032    .05376  -865544.8238596265    .01598 0      I      13202                
    .00007    .00000    .00000    .00000  -1.995204735486813        0.     13203                
  0.798   0.399 -0.0108 -0.0031 -0.0081 -0.0091    -177597.892             13204
    .00000    .08614    .00000    .00000    .00000    .00000               13205                
     6.522      .027   869.042  1008.800    55.262    86.360 0 0           13206                
        7.7274581230    .01604        -.0029085906    .00332  0            13208                
FORTLEZA  NYALES20  1145+268 2019 06 06 20 43   9.0000000000               13301                
    5826568.56729658    .07720   411905.5539639059    .02294 0      I      13302                
    .00005    .00000    .00000    .00000   3.957166562666711        0.     13303                
  1.082   0.399 -0.0020 -0.0031  0.0001 -0.0091    -174600.343             13304
    .00155    .08614    .00000    .00000    .00000    .00000               13305                
    28.000      .027  1008.600  1008.800    69.800    86.360 0 0           13306                
        3.9611562939    .03457        -.0420617380    .00701  0            13308                
FORTLEZA  WETTZELL  1145+268 2019 06 06 20 43   9.0000000000               13401                
    1565387.26651822    .04231   840324.7700572353    .01257 0      I      13402                
    .00009    .00000    .00000    .00000   4.868505614014007        0.     13403                
  1.082   0.580 -0.0020  0.0011  0.0001  0.0009      -2179.291             13404
    .00155    .01106    .00000    .00000    .00000    .00000               13405                
    28.000    13.454  1008.600   945.300    69.800    81.191 0 0           13406                
     -655.4162254576    .02627        -.0296590277    .00528  0            13408                
KATH12M   YARRA12M  2255-282 2019 06 06 20 44  12.0000000000               13501                
     665289.99904203    .10942  -323902.2716683152    .20876 8      I      13502                
    .00009    .00000    .00000    .00000   4.722694881171078        0.     13503                
