DATA IN NGS FORMAT FROM DATABASE 19JUN27XE_V006                                                 
KOKEE     WARK12M   1639-062 2019 06 28 07 21  23.0000000000              185901                
 -251687396.67370130    .03816  -365572.9525462626    .07052 0      I     185902                
    .00024    .00000    .00000    .00000  -4.092976592984174        0.    185903                
  1.141   0.266  0.0056 -0.0004 -0.0023  0.0033 -256106249.585            185904
   -.00142    .00000    .00000    .00000    .00000    .00000              185905                
    18.222    11.600   887.600  1027.500    97.700    71.155 0 0          185906                
        6.7642983696    .01287        -.0371067820    .01644  0           185908                
WETTZELL  ZELENCHK  0019+058 2019 06 28 07 23   5.0000000000              186001                
    4826811.86742427    .00601   426455.3546744728    .00282 0      I     186002                
    .00076    .00000    .00000    .00000   1.084790400249020        0.    186003                
  0.367   1.307  0.0048  0.0061  0.0032 -0.0121     216630.954            186004
    .02045    .00000    .00000    .00000    .00000    .00000              186005                
    20.076    21.718   952.400   879.000    52.124    64.858 0 0          186006                
        2.2407555553    .00793        -.0013203812    .00265  0           186008                
NYALES20  ZELENCHK  0019+058 2019 06 28 07 23   5.0000000000              186101                
   -2573213.14801884    .01787   828617.1438468071    .00839 0      I     186102                
    .00026    .00000    .00000    .00000   1.754458701369176        0.    186103                
  0.650   1.307 -0.0005  0.0061 -0.0061 -0.0121     383636.296            186104
   -.07863    .00000    .00000    .00000    .00000    .00000              186105                
     4.613    21.718   995.800   879.000    58.573    64.858 0 0          186106                
        -.7039261605    .01395        -.0116945943    .00468  0           186108                
NYALES20  WETTZELL  0019+058 2019 06 28 07 23   5.0000000000              186201                
   -7400021.77434597    .02173   402161.4944097127    .00646 0      I     186202                
    .00017    .00000    .00000    .00000  -2.180017728810061        0.    186203                
  0.650   0.367 -0.0005  0.0048 -0.0061  0.0032     167005.343            186204
   -.07863    .02045    .00000    .00000    .00000    .00000              186205                
     4.613    20.076   995.800   952.400    58.573    52.124 0 0          186206                
       -2.9466953122    .01289         .0013160836    .00259  0           186208                
FORTLEZA  HART15M   0019+058 2019 06 28 07 23   5.0000000000              186301                
    8409732.53499209    .03043  1503845.0887889380    .00904 0      I     186302                
    .00012    .00000    .00000    .00000   2.224630737074959        0.    186303                
  0.906   0.398  0.0001 -0.0001  0.0003  0.0016       3317.287            186304
    .02497    .00000    .00000    .00000    .00000    .00000              186305                
    25.731    12.513  1009.762   869.900    76.000    82.526 0 0          186306                
         .2652670535    .02046        -.0100900180    .00411  0           186308                
HART15M   ZELENCHK  0019+058 2019 06 28 07 23   5.0000000000              186401                
    3139889.51625902    .01142   -53024.7391054374    .00536 0      I     186402                
    .00040    .00000    .00000    .00000   2.313951428981508        0.    186403                
  0.398   1.307 -0.0001  0.0061  0.0016 -0.0121     210630.026            186404
    .00000    .00000    .00000    .00000    .00000    .00000              186405                
    12.513    21.718   869.900   879.000    82.526    64.858 0 0          186406                
        -.6455860429    .01071        -.0078665781    .00359  0           186408                
FORTLEZA  ZELENCHK  0019+058 2019 06 28 07 23   5.0000000000              186501                
   11549621.65499100    .01316  1450820.0240206170    .00618 0      I     186502                
    .00035    .00000    .00000    .00000    .191040412702991        0.    186503                
  0.906   1.307  0.0001  0.0061  0.0003 -0.0121     213947.313            186504
    .02497    .00000    .00000    .00000    .00000    .00000              186505                
    25.731    21.718  1009.762   879.000    76.000    64.858 0 0          186506                
        -.3927485747    .01766        -.0296857019    .00590  0           186508                
HART15M   WETTZELL  0019+058 2019 06 28 07 23   5.0000000000              186601                
   -1686921.62681653    .01415  -479479.9227041035    .00421 0      I     186602                
    .00026    .00000    .00000    .00000  -5.652863014057452        0.    186603                
  0.398   0.367 -0.0001  0.0048  0.0016  0.0032      -6000.928            186604
    .00000    .02045    .00000    .00000    .00000    .00000              186605                
    12.513    20.076   869.900   952.400    82.526    52.124 0 0          186606                
       -2.8803603954    .01024        -.0118918411    .00205  0           186608                
FORTLEZA  WETTZELL  0019+058 2019 06 28 07 23   5.0000000000              186701                
    6722806.90789489    .01596  1024364.4030786190    .00472 0      I     186702                
    .00023    .00000    .00000    .00000   1.992091766488619        0.    186703                
  0.906   0.367  0.0001  0.0048  0.0003  0.0032      -2683.641            186704
    .02497    .02045    .00000    .00000    .00000    .00000              186705                
    25.731    20.076  1009.762   952.400    76.000    52.124 0 0          186706                
       -2.6328801001    .01792        -.0231327563    .00356  0           186708                
HART15M   NYALES20  0019+058 2019 06 28 07 23   5.0000000000              186801                
    5713097.79379240    .03635  -881641.3260871540    .01080 0      I     186802                
    .00010    .00000    .00000    .00000    .125118753476583        0.    186803                
  0.398   0.650 -0.0001 -0.0005  0.0016 -0.0061    -173006.270            186804
    .00000   -.07863    .00000    .00000    .00000    .00000              186805                
    12.513     4.613   869.900   995.800    82.526    58.573 0 0          186806                
         .0352013551    .01781        -.0083128761    .00360  0           186808                
FORTLEZA  NYALES20  0019+058 2019 06 28 07 23   5.0000000000              186901                
   14122822.89019216    .04627   622202.0455630472    .01375 0      I     186902                
    .00008    .00000    .00000    .00000   2.980941721888507        0.    186903                
  0.906   0.650  0.0001 -0.0005  0.0003 -0.0061    -169688.984            186904
    .02497   -.07863    .00000    .00000    .00000    .00000              186905                
    25.731     4.613  1009.762   995.800    76.000    58.573 0 0          186906                
         .2539340571    .02844        -.0237491682    .00572  0           186908                
KOKEE     WARK12M   1243-160 2019 06 28 07 23  44.0000000000              187001                
 -262892494.23688360    .03747  -596394.0001950599    .06925 0      I     187002                
    .00024    .00000    .00000    .00000  -4.143735910728866        0.    187003                
  1.476   0.160  0.0116 -0.0002  0.0055 -0.0003 -256106249.738            187004
    .00041    .00000    .00000    .00000    .00000    .00000              187005                
    18.300    11.548   887.600  1027.500    97.700    70.948 0 0          187006                
        6.5469437881    .02746        -.0537038864    .03422  0           187008                
KOKEE     WARK12M   1424-418 2019 06 28 07 25  36.0000000000              187101                
 -267965327.47660010    .03588  -436603.4612849338    .07858 8      I     187102                
    .00028    .00000    .00000    .00000  -6.270593348913474        0.    187103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            187104
    .00081    .00000    .00000    .00000    .00000    .00000              187105                
    18.300    11.600   887.584  1027.600    97.700    70.655 0 0          187106                
         .0000000000    .00000         .0000000000    .00000  0           187108                
KATH12M   WARK12M   1057-797 2019 06 28 07 28  20.0000000000              187201                
 -262286629.38320360    .01470   151336.2993796237    .01849 0      I     187202                
    .00051    .00000    .00000    .00000  -1.538500039097451        0.    187203                
  0.828   0.194  0.0141  0.0009  0.0001 -0.0004 -256104670.160            187204
    .00000    .00000    .00000    .00000    .00000    .00000              187205                
    30.558    11.448   996.600  1027.600    25.581    70.548 0 0          187206                
        -.5111473755    .02220         .0105098959    .01874  0           187208                
WARK12M   YARRA12M  1057-797 2019 06 28 07 28  20.0000000000              187301                
  257898044.91542950    .01523  -215444.2344751292    .01917 0      I     187302                
    .00049    .00000    .00000    .00000   3.498265024694143        0.    187303                
  0.194   0.389  0.0009  0.0004 -0.0004 -0.0004  256117301.535            187304
    .00000    .00000    .00000    .00000    .00000    .00000              187305                
    11.448    15.359  1027.600   992.900    70.548   100.000 0 0          187306                
         .6041125538    .01714         .0182341883    .01449  0           187308                
KATH12M   YARRA12M  1057-797 2019 06 28 07 28  20.0000000000              187401                
   -4388583.20711394    .01269   -64108.0274248287    .01532 0      I     187402                
    .00058    .00000    .00000    .00000   -.403284381372976        0.    187403                
  0.828   0.389  0.0141  0.0004  0.0001 -0.0004      12631.375            187404
    .00000    .00000    .00000    .00000    .00000    .00000              187405                
    30.558    15.359   996.600   992.900    25.581   100.000 0 0          187406                
         .1268712604    .01273        -.0022094867    .01033  0           187408                
ISHIOKA   KOKEE     2229+695 2019 06 28 07 28  48.0000000000              187501                
     676306.79780764    .09197  -387267.8665302053    .12649 2      I     187502                
    .00011    .00000    .00000    .00000   3.518045121058489        0.    187503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            187504
    .00000    .00023    .00000    .00000    .00000    .00000              187505                
    22.832    18.300   988.232   887.531    96.091    97.700 0 0          187506                
        -.3969908927    .01356        1.6851457543    .01446  0           187508                
WETTZELL  ZELENCHK  0202+319 2019 06 28 07 30  18.0000000000              187601                
    2405210.15409066    .00209   443535.4305637190    .00426 0      I     187602                
    .00456    .00000    .00000    .00000   2.625744475711952        0.    187603                
  0.230   0.652  0.0010  0.0004  0.0004 -0.0015     216630.949            187604
    .02155    .00000    .00000    .00000    .00000    .00000              187605                
    20.021    22.111   952.400   878.989    52.169    63.947 0 0          187606                
        2.1739767040    .00462         .0064522335    .00670  0           187608                
NYALES20  ZELENCHK  0202+319 2019 06 28 07 30  18.0000000000              187701                
   -3054643.81677912    .00621   553444.9048627128    .01266 0      I     187702                
    .00154    .00000    .00000    .00000   -.602375613275061        0.    187703                
  0.237   0.652 -0.0002  0.0004 -0.0003 -0.0015     383635.856            187704
   -.00425    .00000    .00000    .00000    .00000    .00000              187705                
     4.600    22.111   995.800   878.989    54.273    63.947 0 0          187706                
        -.7273979353    .00734         .0069868310    .01066  0           187708                
NYALES20  WETTZELL  0202+319 2019 06 28 07 30  18.0000000000              187801                
   -5459851.48310935    .00832   109909.3868502164    .01331 0      I     187802                
    .00101    .00000    .00000    .00000   -.078860960277695        0.    187803                
  0.237   0.230 -0.0002  0.0010 -0.0003  0.0004     167004.907            187804
   -.00425    .02155    .00000    .00000    .00000    .00000              187805                
     4.600    20.021   995.800   952.400    54.273    52.169 0 0          187806                
       -2.9115775604    .00727        -.0245163031    .00782  0           187808                
FORTLEZA  HART15M   0202+319 2019 06 28 07 30  18.0000000000              187901                
    2958899.97547363    .01523  1359053.5549836060    .02573 0      I     187902                
    .00057    .00000    .00000    .00000   4.589232161038411        0.    187903                
  1.398   0.475  0.0009 -0.0006  0.0014  0.0013       3317.196            187904
    .02397    .00000    .00000    .00000    .00000    .00000              187905                
    25.751    13.217  1009.802   869.900    75.739    79.211 0 0          187906                
         .2949147674    .00989        -.0085568494    .01129  0           187908                
HART15M   ZELENCHK  0202+319 2019 06 28 07 30  18.0000000000              188001                
   -8004075.99522728    .00462    97337.1936917979    .00942 0      I     188002                
    .00206    .00000    .00000    .00000  -5.681666166511095        0.    188003                
  0.475   0.652 -0.0006  0.0004  0.0013 -0.0015     210629.988            188004
    .00000    .00000    .00000    .00000    .00000    .00000              188005                
    13.217    22.111   869.900   878.989    79.211    63.947 0 0          188006                
        -.8260493678    .00738         .0184261750    .01071  0           188008                
FORTLEZA  ZELENCHK  0202+319 2019 06 28 07 30  18.0000000000              188101                
   -5045175.74866891    .00676  1456390.7539775200    .01379 0      I     188102                
    .00141    .00000    .00000    .00000  -5.117315699912403        0.    188103                
  1.398   0.652  0.0009  0.0004  0.0014 -0.0015     213947.183            188104
    .02397    .00000    .00000    .00000    .00000    .00000              188105                
    25.751    22.111  1009.802   878.989    75.739    63.947 0 0          188106                
        -.5240736264    .01183        -.0032267697    .01716  0           188108                
HART15M   WETTZELL  0202+319 2019 06 28 07 30  18.0000000000              188201                
  -10409281.54154584    .00657  -346198.1789633593    .01111 0      I     188202                
    .00132    .00000    .00000    .00000  -2.683246118388398        0.    188203                
  0.475   0.230 -0.0006  0.0010  0.0013  0.0004      -6000.962            188204
    .00000    .02155    .00000    .00000    .00000    .00000              188205                
    13.217    20.021   869.900   952.400    79.211    52.169 0 0          188206                
       -3.0126680701    .00750         .0060391303    .00852  0           188208                
FORTLEZA  WETTZELL  0202+319 2019 06 28 07 30  18.0000000000              188301                
   -7450382.61048125    .00842  1012854.8247380340    .01311 0      I     188302                
    .00100    .00000    .00000    .00000   -.658036612164098        0.    188303                
  1.398   0.230  0.0009  0.0010  0.0014  0.0004      -2683.766            188304
    .02397    .02155    .00000    .00000    .00000    .00000              188305                
    25.751    20.021  1009.802   952.400    75.739    52.169 0 0          188306                
       -2.7304140938    .01126        -.0000950337    .01176  0           188308                
HART15M   NYALES20  0202+319 2019 06 28 07 30  18.0000000000              188401                
   -4949429.54260171    .01969  -456107.3090107590    .03327 0      I     188402                
    .00044    .00000    .00000    .00000   -.412770128412161        0.    188403                
  0.475   0.237 -0.0006 -0.0002  0.0013 -0.0003    -173005.869            188404
    .00000   -.00425    .00000    .00000    .00000    .00000              188405                
    13.217     4.600   869.900   995.800    79.211    54.273 0 0          188406                
        -.0952729930    .01324         .0080581622    .01511  0           188408                
FORTLEZA  NYALES20  0202+319 2019 06 28 07 30  18.0000000000              188501                
   -1990530.93230672    .02081   902945.3707237188    .02414 0      I     188502                
    .00035    .00000    .00000    .00000  -2.557004559551481        0.    188503                
  1.398   0.237  0.0009 -0.0002  0.0014 -0.0003    -169688.673            188504
    .02397   -.00425    .00000    .00000    .00000    .00000              188505                
    25.751     4.600  1009.802   995.800    75.739    54.273 0 0          188506                
         .1808241019    .01706         .0125102868    .01332  0           188508                
ISHIOKA   KOKEE     0716+714 2019 06 28 07 30  49.0000000000              188601                
   10197227.77354014    .03897    65608.4807450787    .07682 0      I     188602                
    .00024    .00000    .00000    .00000   2.282954630737967        0.    188603                
  1.541   4.123 -0.0011 -0.1549  0.0022  0.0232       4235.944            188604
    .00000    .00023    .00000    .00000    .00000    .00000              188605                
    22.866    18.300   988.311   887.615    96.546    97.700 0 0          188606                
       -3.2886699112    .00889         .0497964771    .01255  0           188608                
KATH12M   WARK12M   1255-316 2019 06 28 07 31   9.0000000000              188701                
 -259982847.06547810    .01974   869378.4528458351    .01946 0      I     188702                
    .00034    .00000    .00000    .00000  -2.958273693638080        0.    188703                
  0.411   0.140  0.0013 -0.0001  0.0011 -0.0002 -256104670.316            188704
    .00000    .00000    .00000    .00000    .00000    .00000              188705                
    30.789    11.500   996.600  1027.600    24.800    70.652 0 0          188706                
        -.4972182898    .02230        -.0052034284    .01477  0           188708                
WARK12M   YARRA12M  1255-316 2019 06 28 07 31   9.0000000000              188801                
  261835951.18884260    .02696 -1050292.9464761240    .02702 0      I     188802                
    .00025    .00000    .00000    .00000   3.418367528830677        0.    188803                
  0.140   0.325 -0.0001  0.0001 -0.0002 -0.0031  256117301.910            188804
    .00000    .00000    .00000    .00000    .00000    .00000              188805                
    11.500    15.456  1027.600   992.900    70.652   100.000 0 0          188806                
         .6667848974    .02384         .0049275137    .01608  0           188808                
KATH12M   YARRA12M  1255-316 2019 06 28 07 31   9.0000000000              188901                
    1853108.00448401    .01611  -180915.3324593736    .01537 0      I     188902                
    .00040    .00000    .00000    .00000   6.142308879204356        0.    188903                
  0.411   0.325  0.0013  0.0001  0.0011 -0.0031      12631.594            188904
    .00000    .00000    .00000    .00000    .00000    .00000              188905                
    30.789    15.456   996.600   992.900    24.800   100.000 0 0          188906                
         .1376237705    .01876        -.0096316194    .01202  0           188908                
FORTLEZA  HART15M   0322+222 2019 06 28 07 34  32.0000000000              189001                
   -4926344.60770094    .01136  1372595.6768091350    .00574 0      I     189002                
    .00042    .00000    .00000    .00000   -.245492186654322        0.    189003                
  1.932   0.323  0.0012 -0.0004  0.0037  0.0002       3317.142            189004
    .02347    .00000    .00000    .00000    .00000    .00000              189005                
    25.763    13.362  1009.825   869.931    75.586    76.807 0 0          189006                
         .2432904944    .01881         .0012135843    .00638  0           189008                
WETTZELL  ZELENCHK  OJ287    2019 06 28 07 35   3.0000000000              189101                
   -6261324.14414192    .00074    19896.2250883130    .00151 0      I     189102                
    .01285    .00000    .00000    .00000  -1.816160548558840        0.    189103                
  0.854   0.999 -0.0127  0.0007 -0.0338  0.0051     216630.945            189104
    .02220    .00000    .00000    .00000    .00000    .00000              189105                
    20.200    22.200   952.400   878.900    51.848    60.100 0 0          189106                
        2.0065334951    .00165        -.0268360219    .00240  0           189108                
ISHIOKA   ZELENCHK  OJ287    2019 06 28 07 35   3.0000000000              189201                
    5852407.73701581    .00229 -1629347.6092847800    .00467 0      I     189202                
    .00416    .00000    .00000    .00000   -.335588990281547        0.    189203                
  1.313   0.999  0.0002  0.0007  0.0033  0.0051     213842.248            189204
    .00000    .00000    .00000    .00000    .00000    .00000              189205                
    22.600    22.200   988.419   878.900    96.881    60.100 0 0          189206                
        -.5709332466    .00254         .0434085452    .00369  0           189208                
NYALES20  ZELENCHK  OJ287    2019 06 28 07 35   3.0000000000              189301                
   -4323706.31824217    .00197  -654679.5475453479    .00401 0      I     189302                
    .00489    .00000    .00000    .00000  -3.795521206614390        0.    189303                
  0.517   0.999  0.0002  0.0007  0.0087  0.0051     383635.566            189304
    .00227    .00000    .00000    .00000    .00000    .00000              189305                
     4.493    22.200   995.900   878.900    57.827    60.100 0 0          189306                
        -.8019297690    .00259        -.0377088505    .00377  0           189308                
ISHIOKA   WETTZELL  OJ287    2019 06 28 07 35   3.0000000000              189401                
   12113731.62478238    .00448 -1649244.2417819440    .00914 0      I     189402                
    .00213    .00000    .00000    .00000   1.590291331764549        0.    189403                
  1.313   0.854  0.0002 -0.0127  0.0033 -0.0338      -2788.698            189404
    .00000    .02220    .00000    .00000    .00000    .00000              189405                
    22.600    20.200   988.419   952.400    96.881    51.848 0 0          189406                
       -2.5816307674    .00365         .0672219738    .00501  0           189408                
ISHIOKA   NYALES20  OJ287    2019 06 28 07 35   3.0000000000              189501                
   10176120.82877914    .00792  -974669.0445565493    .01614 0      I     189502                
    .00122    .00000    .00000    .00000   1.057298521737105        0.    189503                
  1.313   0.517  0.0002  0.0002  0.0033  0.0087    -169793.318            189504
    .00000    .00227    .00000    .00000    .00000    .00000              189505                
    22.600     4.493   988.419   995.900    96.881    57.827 0 0          189506                
         .2240862073    .00387         .0712319778    .00536  0           189508                
NYALES20  WETTZELL  OJ287    2019 06 28 07 35   3.0000000000              189601                
    1937617.79466110    .00359  -674575.8367821609    .00733 0      I     189602                
    .00268    .00000    .00000    .00000   2.455600439988970        0.    189603                
  0.517   0.854  0.0002 -0.0127  0.0087 -0.0338     167004.620            189604
    .00227    .02220    .00000    .00000    .00000    .00000              189605                
     4.493    20.200   995.900   952.400    57.827    51.848 0 0          189606                
       -2.8163290148    .00349        -.0122606701    .00478  0           189608                
KATH12M   YARRA12M  OJ287    2019 06 28 07 35   3.0000000000              189701                
    1671505.75207164    .00651  -415441.6085073466    .01327 0      I     189702                
    .00147    .00000    .00000    .00000  -1.580175580679992        0.    189703                
  0.459   0.374 -0.0026 -0.0004 -0.0015  0.0011      12631.897            189704
    .00000    .00000    .00000    .00000    .00000    .00000              189705                
    31.056    15.270   996.606   992.900    24.819   100.000 0 0          189706                
         .1393859730    .00885         .0127533448    .01211  0           189708                
ISHIOKA   YARRA12M  OJ287    2019 06 28 07 35   3.0000000000              189801                
    3706210.30151515    .00576  -445345.4638392808    .01174 0      I     189802                
    .00166    .00000    .00000    .00000   5.150296286851945        0.    189803                
  1.313   0.374  0.0002 -0.0004  0.0033  0.0011      15287.819            189804
    .00000    .00000    .00000    .00000    .00000    .00000              189805                
    22.600    15.270   988.419   992.900    96.881   100.000 0 0          189806                
        3.7409285929    .00534        -.0035024568    .00732  0           189808                
YARRA12M  ZELENCHK  OJ287    2019 06 28 07 35   3.0000000000              189901                
    2146201.79087311    .00531 -1184002.4701859950    .01082 0      I     189902                
    .00180    .00000    .00000    .00000    .174925558367895        0.    189903                
  0.374   0.999 -0.0004  0.0007  0.0011  0.0051     198554.429            189904
    .00000    .00000    .00000    .00000    .00000    .00000              189905                
    15.270    22.200   992.900   878.900   100.000    60.100 0 0          189906                
       -4.3153668474    .00352         .0491956276    .00514  0           189908                
WETTZELL  YARRA12M  OJ287    2019 06 28 07 35   3.0000000000              190001                
   -8407535.94896013    .01190  1203899.6632988820    .02427 0      I     190002                
    .00080    .00000    .00000    .00000  -1.445117760212422        0.    190003                
  0.854   0.374 -0.0127 -0.0004 -0.0338  0.0011      18076.517            190004
    .02220    .00000    .00000    .00000    .00000    .00000              190005                
    20.200    15.270   952.400   992.900    51.848   100.000 0 0          190006                
        6.3353616311    .00482        -.0939635199    .00673  0           190008                
ISHIOKA   KATH12M   OJ287    2019 06 28 07 35   3.0000000000              190101                
    2034705.40373886    .00568   -29903.8888125847    .01120 0      I     190102                
    .00166    .00000    .00000    .00000   -.079634783344309        0.    190103                
  1.313   0.459  0.0002 -0.0026  0.0033 -0.0015       2655.922            190104
    .00000    .00000    .00000    .00000    .00000    .00000              190105                
    22.600    31.056   988.419   996.606    96.881    24.819 0 0          190106                
        3.6011059632    .00624        -.0021573108    .00826  0           190108                
KATH12M   WETTZELL  OJ287    2019 06 28 07 35   3.0000000000              190201                
   10079029.55800358    .01596 -1619340.2252170060    .03254 0      I     190202                
    .00060    .00000    .00000    .00000   1.799616059760886        0.    190203                
  0.459   0.854 -0.0026 -0.0127 -0.0015 -0.0338      -5444.620            190204
    .00000    .02220    .00000    .00000    .00000    .00000              190205                
    31.056    20.200   996.606   952.400    24.819    51.848 0 0          190206                
       -6.2158815435    .00629         .0609669184    .00879  0           190208                
KATH12M   ZELENCHK  OJ287    2019 06 28 07 35   3.0000000000              190301                
    3817705.59065642    .00665 -1599443.6389919350    .01355 0      I     190302                
    .00143    .00000    .00000    .00000   4.097181990661518        0.    190303                
  0.459   0.999 -0.0026  0.0007 -0.0015  0.0051     211186.326            190304
    .00000    .00000    .00000    .00000    .00000    .00000              190305                
    31.056    22.200   996.606   878.900    24.819    60.100 0 0          190306                
       -4.1942685327    .00449         .0498684778    .00656  0           190308                
KATH12M   NYALES20  OJ287    2019 06 28 07 35   3.0000000000              190401                
    8141417.37479599    .02343  -944764.9959409919    .04779 0      I     190402                
    .00041    .00000    .00000    .00000   -.390745486591583        0.    190403                
  0.459   0.517 -0.0026  0.0002 -0.0015  0.0087    -172449.240            190404
    .00000    .00227    .00000    .00000    .00000    .00000              190405                
    31.056     4.493   996.606   995.900    24.819    57.827 0 0          190406                
       -3.3708151376    .00804         .0846198237    .01133  0           190408                
NYALES20  YARRA12M  OJ287    2019 06 28 07 35   3.0000000000              190501                
   -6469916.01368971    .01734   529323.1890339524    .03535 0      I     190502                
    .00055    .00000    .00000    .00000  -2.144762269667374        0.    190503                
  0.517   0.374  0.0002 -0.0004  0.0087  0.0011     185081.137            190504
    .00227    .00000    .00000    .00000    .00000    .00000              190505                
     4.493    15.270   995.900   992.900    57.827   100.000 0 0          190506                
        3.5339686887    .00610        -.0835823600    .00858  0           190508                
KOKEE     WARK12M   1040+244 2019 06 28 07 35  14.0000000000              190601                
 -252870677.79287410    .05530  -441681.4154564759    .03407 0      I     190602                
    .00010    .00000    .00000    .00000  -1.342666885183455        0.    190603                
  1.997   0.466 -0.0096 -0.0072  0.0166 -0.0142 -256106250.484            190604
   -.00032    .00000    .00000    .00000    .00000    .00000              190605                
    18.300    11.551   887.700  1027.649    97.700    70.301 0 0          190606                
        6.6995246252    .01752         .0339647426    .00749  0           190608                
NYALES20  WETTZELL  2141+175 2019 06 28 07 37  51.0000000000              190701                
    -357027.62811193    .05332   668072.3500233109    .10874 0      I     190702                
    .00018    .00000    .00000    .00000  -3.909576672935322        0.    190703                
  0.511   0.561 -0.0003 -0.0010 -0.0082  0.0149     167004.451            190704
   -.05045   -.00175    .00000    .00000    .00000    .00000              190705                
     4.433    20.262   995.900   952.400    58.200    51.506 0 0          190706                
       -2.8744061251    .02737        -.0231926775    .03791  0           190708                
ISHIOKA   ZELENCHK  0656+082 2019 06 28 07 38  26.0000000000              190801                
   -5938513.51287143    .02963 -1733452.4844853980    .02218 0      I     190802                
    .00020    .00000    .00000    .00000    .713851941238306        0.    190803                
  2.603   0.779  0.0004  0.0039  0.0210  0.0019     213842.235            190804
    .00000    .00000    .00000    .00000    .00000    .00000              190805                
    22.520    22.068   988.553   878.900    96.853    60.549 0 0          190806                
        -.7060381575    .01214         .0364911678    .00657  0           190808                
WARK12M   YARRA12M  0308-611 2019 06 28 07 39   2.0000000000              190901                
  251936862.99857930    .04389   424543.5632454929    .03090 0      I     190902                
    .00013    .00000    .00000    .00000    .492307132132572        0.    190903                
  0.936   0.635  0.0344  0.0016 -0.0144  0.0093  256117302.960            190904
    .00000    .00000    .00000    .00000    .00000    .00000              190905                
    11.501    15.100  1027.700   992.900    70.101   100.000 0 0          190906                
         .6750485771    .02032        -.0003427622    .00975  0           190908                
FORTLEZA  HART15M   0131-522 2019 06 28 07 39  21.0000000000              191001                
   -4566637.62501555    .03213   987546.1047891772    .06553 0      I     191002                
    .00030    .00000    .00000    .00000  -3.137927078665408        0.    191003                
  1.422   0.263 -0.0010  0.0003  0.0008  0.0005       3317.081            191004
    .02272    .00000    .00000    .00000    .00000    .00000              191005                
    25.776    13.500  1009.852   870.015    75.412    76.494 0 0          191006                
         .1654814025    .01100         .0259028919    .01550  0           191008                
NYALES20  WETTZELL  2214+350 2019 06 28 07 39  41.0000000000              191101                
     200848.88738390    .04418   550169.1012770541    .05939 0      I     191102                
    .00018    .00000    .00000    .00000   3.674409428669184        0.    191103                
  0.299   0.316 -0.0001 -0.0013 -0.0020  0.0042     167004.340            191104
   -.00073    .00045    .00000    .00000    .00000    .00000              191105                
     4.500    20.448   995.900   952.400    57.533    51.038 0 0          191106                
       -2.8597797690    .01441         .0342033078    .01342  0           191108                
KOKEE     NYALES20  1639+230 2019 06 28 07 42  14.0000000000              191201                
   15408924.63555638    .08926   546514.4617403011    .11477 2      I     191202                
    .00009    .00000    .00000    .00000   1.354209025347859        0.    191203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            191204
   -.00032   -.06635    .00000    .00000    .00000    .00000              191205                
    18.300     4.600   887.715   996.000    97.700    61.617 0 0          191206                
        3.9044241150    .01455        -.0661171494    .01417  0           191208                
WETTZELL  ZELENCHK  0808+019 2019 06 28 07 42  32.0000000000              191301                
   -6886523.14554641    .00632   139535.0164893935    .01289 0      I     191302                
    .00151    .00000    .00000    .00000    .178772344759703        0.    191303                
  1.274   1.116  0.0173  0.0072 -0.0864  0.0052     216630.939            191304
    .01101    .00000    .00000    .00000    .00000    .00000              191305                
    20.618    21.736   952.400   878.900    50.053    61.836 0 0          191306                
        1.9591139028    .01215         .0205462799    .01762  0           191308                
HART15M   ZELENCHK  0808+019 2019 06 28 07 42  32.0000000000              191401                
   -1943352.52033660    .01230   394979.6642059225    .02509 0      I     191402                
    .00078    .00000    .00000    .00000  -3.503958863104733        0.    191403                
  0.538   1.116 -0.0006  0.0072 -0.0057  0.0052     210629.920            191404
    .00000    .00000    .00000    .00000    .00000    .00000              191405                
    13.588    21.736   870.082   878.900    75.723    61.836 0 0          191406                
        -.7068245496    .01301        -.0459365816    .01891  0           191408                
HART15M   WETTZELL  0808+019 2019 06 28 07 42  32.0000000000              191501                
    4943169.95433473    .01708   255444.4869755174    .01656 0      I     191502                
    .00039    .00000    .00000    .00000   4.598042430556611        0.    191503                
  0.538   1.274 -0.0006  0.0173 -0.0057 -0.0864      -6001.019            191504
    .00000    .01101    .00000    .00000    .00000    .00000              191505                
    13.588    20.618   870.082   952.400    75.723    50.053 0 0          191506                
       -2.7269361144    .01086         .0096512890    .00712  0           191508                
KATH12M   WARK12M   1351-018 2019 06 28 07 44  59.0000000000              191601                
 -258926558.27605770    .02810  1010212.3479821500    .00831 0      I     191602                
    .00013    .00000    .00000    .00000  -3.152938518781858        0.    191603                
  0.475   0.193 -0.0007 -0.0007  0.0033  0.0001 -256104671.085            191604
    .00000    .00000    .00000    .00000    .00000    .00000              191605                
    30.329    11.649   996.700  1027.700    25.171    69.352 0 0          191606                
        -.5499551761    .02591        -.0035945332    .00515  0           191608                
WARK12M   YARRA12M  1351-018 2019 06 28 07 44  59.0000000000              191701                
  264500490.63739520    .03211 -1148975.0591602850    .00954 0      I     191702                
    .00011    .00000    .00000    .00000    .886134628474677        0.    191703                
  0.193   0.496 -0.0007 -0.0004  0.0001 -0.0113  256117303.753            191704
    .00000    .00000    .00000    .00000    .00000    .00000              191705                
    11.649    14.988  1027.700   992.962    69.352   100.000 0 0          191706                
