DATA IN NGS FORMAT FROM DATABASE 19JAN17XE_V002                                                 
     3.400    26.549  1005.200   982.000    55.044    27.008 0 0          481706                
        0.1044825183   0.00894             0.01842   0.01153  0           481708                
WARK12M   YARRA12M  OJ287    2019 01 18 14 13  28.0000000000              481801                
    3212504.40995624   0.00830 -1180323.7767974462   0.01692 0      I     481802                
   0.00115    .00000    .00000    .00000   3.687144665001942       0.0    481803                
  1.190   0.579  0.0022 -0.0071  0.0000  0.0231      36098.840            481804
   0.00000   0.00000    .00000    .00000    .00000    .00000              481805                
    10.000    26.549  1000.000   982.000    50.000    27.008 0 0          481806                
       -0.6663331112   0.03375            -0.03228   0.02337  0           481808                
ISHIOKA   KOKEE     1124-186 2019 01 18 14 15  34.0000000000              481901                
  -12038309.00688083   0.01483  1025975.0517352012   0.01788 0      I     481902                
   0.00050    .00000    .00000    .00000  -4.128973476174339       0.0    481903                
  0.515   0.349  0.0077  0.0091 -0.0281  0.0000       8890.787            481904
   0.00000  -0.02546    .00000    .00000    .00000    .00000              481905                
     3.351    10.900  1005.171   887.010    55.037    96.010 0 0          481906                
        0.1245640774   0.00906            -0.02584   0.00571  0           481908                
ISHIOKA   WARK12M   1124-186 2019 01 18 14 15  34.0000000000              482001                
  -14728665.02429629   0.03199   514703.7522722738   0.03937 0      I     482002                
   0.00023    .00000    .00000    .00000  -2.739937893777351       0.1    482003                
  0.515   0.722  0.0077  0.0002 -0.0281  0.0000     -29083.637            482004
   0.00000   0.00000    .00000    .00000    .00000    .00000              482005                
     3.351    10.000  1005.171  1000.000    55.037    50.000 0 0          482006                
        0.7321058814   0.05851            -0.03415   0.02417  0           482008                
ISHIOKA   YARRA12M  1124-186 2019 01 18 14 15  34.0000000000              482101                
    -865128.80125597   0.02653  -250326.6097241724   0.03199 0      I     482102                
   0.00028    .00000    .00000    .00000  -1.040406690153977       0.0    482103                
  0.515   0.998  0.0077  0.0083 -0.0281  0.0891       7015.396            482104
   0.00000   0.00000    .00000    .00000    .00000    .00000              482105                
     3.351    26.763  1005.171   982.010    55.037    25.954 0 0          482106                
        0.0069529085   0.02374             0.04494   0.01736  0           482108                
KOKEE     WARK12M   1124-186 2019 01 18 14 15  34.0000000000              482201                
   -2690362.16099013   0.01728  -511271.0917937942   0.01031 0      I     482202                
   0.00030    .00000    .00000    .00000  -5.157838891691267       0.0    482203                
  0.349   0.722  0.0091  0.0002  0.0000  0.0000     -37974.423            482204
  -0.02546   0.00000    .00000    .00000    .00000    .00000              482205                
    10.900    10.000   887.010  1000.000    96.010    50.000 0 0          482206                
        0.5811918995   0.02003            -0.00268   0.00391  0           482208                
KOKEE     YARRA12M  1124-186 2019 01 18 14 15  34.0000000000              482301                
   11173164.82240506   0.01255 -1276301.5279742249   0.00371 0      I     482302                
   0.00029    .00000    .00000    .00000   4.570014790612400       0.0    482303                
  0.349   0.998  0.0091  0.0083  0.0000  0.0891      -1875.391            482304
  -0.02546   0.00000    .00000    .00000    .00000    .00000              482305                
    10.900    26.763   887.010   982.010    96.010    25.954 0 0          482306                
       -0.1555256096   0.00795            -0.00140   0.00126  0           482308                
WARK12M   YARRA12M  1124-186 2019 01 18 14 15  34.0000000000              482401                
   13863524.91815908   0.01802  -765030.9186107973   0.01076 0      I     482402                
   0.00029    .00000    .00000    .00000  -1.121546484086939       0.0    482403                
  0.722   0.998  0.0002  0.0083  0.0000  0.0891      36099.032            482404
   0.00000   0.00000    .00000    .00000    .00000    .00000              482405                
    10.000    26.763  1000.000   982.010    50.000    25.954 0 0          482406                
       -0.6760891132   0.05149             0.03412   0.01041  0           482408                
FORTLEZA  MEDICINA  NRAO512  2019 01 18 14 18  36.0000000000              482501                
    2160271.15768262   0.01412    28654.9924261414   0.01030 0      I     482502                
   0.00041    .00000    .00000    .00000   1.866809345118294       0.0    482503                
  2.180   0.591 -0.0106 -0.0081  0.0111 -0.0044      -5715.585            482504
   0.03337   0.00000    .00000    .00000    .00000    .00000              482505                
    24.200     6.926  1010.600  1011.713   100.000    87.974 0 0          482506                
       -0.6349940842   0.01041             0.05195   0.00392  0           482508                
FORTLEZA  NYALES20  NRAO512  2019 01 18 14 18  36.0000000000              482601                
   -2338219.07616098   0.01780  -592248.8422035850   0.00876 0      I     482602                
   0.00026    .00000    .00000    .00000  -2.607370794719277       0.0    482603                
  2.180   0.019 -0.0106 -0.0000  0.0111 -0.0010    -149191.792            482604
   0.03337   0.00799    .00000    .00000    .00000    .00000              482605                
    24.200   -16.705  1010.600   994.016   100.000    55.355 0 0          482606                
       -0.3779421256   0.01199             0.20930   0.00355  0           482608                
MEDICINA  NYALES20  NRAO512  2019 01 18 14 18  36.0000000000              482701                
   -4498488.86308290   0.00523  -620903.8570096630   0.00382 0      I     482702                
   0.00110    .00000    .00000    .00000  -4.199184522520970       0.0    482703                
  0.591   0.019 -0.0081 -0.0000 -0.0044 -0.0010    -143476.207            482704
   0.00000   0.00799    .00000    .00000    .00000    .00000              482705                
     6.926   -16.705  1011.713   994.016    87.974    55.355 0 0          482706                
        0.2724837846   0.00537             0.20899   0.00202  0           482708                
HART15M   WETTZ13N  0115-214 2019 01 18 14 19  34.0000000000              482801                
   15172545.84569253   0.03931  -100468.3235641277   0.01167 0      I     482802                
   0.00009    .00000    .00000    .00000   1.881305064089650       0.1    482803                
  0.526   0.318 -0.0001  0.0210 -0.0015  0.0006     -11696.674            482804
   0.00000   0.00000    .00000    .00000    .00000    .00000              482805                
    29.282     0.131   858.400   946.023    48.319    61.716 0 0          482806                
        0.6556308074   0.02532             0.01212   0.00406  0           482808                
HART15M   WETTZELL  0115-214 2019 01 18 14 19  34.0000000000              482901                
   15170396.68300259   0.03405  -100459.7570597786   0.01011 0      I     482902                
   0.00011    .00000    .00000    .00000   0.522286669418730       0.1    482903                
  0.526   0.309 -0.0001  0.0261 -0.0015 -0.0014     -14212.020            482904
   0.00000  -0.00062    .00000    .00000    .00000    .00000              482905                
    29.282     0.131   858.400   946.023    48.319    61.715 0 0          482906                
        1.1686723599   0.02138             0.01055   0.00338  0           482908                
HART15M   YEBES40M  0115-214 2019 01 18 14 19  34.0000000000              483001                
   15434210.59405763   0.02064  -413363.2773532618   0.00613 0      I     483002                
   0.00018    .00000    .00000    .00000   3.563040292939814       0.0    483003                
  0.526   0.750 -0.0001  0.0225 -0.0015 -0.0153     -17136.638            483004
   0.00000   0.00677    .00000    .00000    .00000    .00000              483005                
    29.282     5.400   858.400   910.956    48.319    51.782 0 0          483006                
       -1.6378887230   0.01991            -0.01678   0.00366  0           483008                
HART15M   ZELENCHK  0115-214 2019 01 18 14 19  34.0000000000              483101                
   11365813.66699373   0.03920   332244.1519409384   0.02144 0      I     483102                
   0.00013    .00000    .00000    .00000   3.358019499581153       0.1    483103                
  0.526   0.165 -0.0001  0.0044 -0.0015  0.0000     201672.491            483104
   0.00000   0.00000    .00000    .00000    .00000    .00000              483105                
    29.282     1.400   858.400   887.100    48.319    26.100 0 0          483106                
       -0.7228648415   0.02874             0.00533   0.00953  0           483108                
WETTZ13N  WETTZELL  0115-214 2019 01 18 14 19  34.0000000000              483201                
      -2150.00447849   0.01597        0.1598300179   0.00474 2      I     483202                
   0.00024    .00000    .00000    .00000   0.623954009165482       0.0    483203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            483204
   0.00000  -0.00062    .00000    .00000    .00000    .00000              483205                
     0.131     0.131   946.023   946.023    61.716    61.715 0 0          483206                
       -0.3980633790   0.00877             0.00878   0.00113  0           483208                
WETTZ13N  YEBES40M  0115-214 2019 01 18 14 19  34.0000000000              483301                
     261669.48089016   0.01323  -312894.8989326422   0.00391 0      I     483302                
   0.00028    .00000    .00000    .00000   2.176809551802897       0.0    483303                
  0.318   0.750  0.0210  0.0225  0.0006 -0.0153      -5439.965            483304
   0.00000   0.00677    .00000    .00000    .00000    .00000              483305                
     0.131     5.400   946.023   910.956    61.716    51.782 0 0          483306                
       -2.2717851194   0.01400            -0.03026   0.00260  0           483308                
WETTZ13N  ZELENCHK  0115-214 2019 01 18 14 19  34.0000000000              483401                
   -3806738.83018281   0.02722   432712.1575380760   0.01489 0      I     483402                
   0.00018    .00000    .00000    .00000  -2.019862944019856       0.0    483403                
  0.318   0.165  0.0210  0.0044  0.0006  0.0000     213369.164            483404
   0.00000   0.00000    .00000    .00000    .00000    .00000              483405                
     0.131     1.400   946.023   887.100    61.716    26.100 0 0          483406                
       -1.4417691001   0.02274            -0.01159   0.00786  0           483408                
WETTZELL  YEBES40M  0115-214 2019 01 18 14 19  34.0000000000              483501                
     263818.61708715   0.01123  -312903.4589855063   0.00333 0      I     483502                
   0.00032    .00000    .00000    .00000   0.990981083483197       0.0    483503                
  0.309   0.750  0.0261  0.0225 -0.0014 -0.0153      -2924.619            483504
  -0.00062   0.00677    .00000    .00000    .00000    .00000              483505                
     0.131     5.400   946.023   910.956    61.715    51.782 0 0          483506                
       -2.7702033531   0.01211            -0.02586   0.00227  0           483508                
WETTZELL  ZELENCHK  0115-214 2019 01 18 14 19  34.0000000000              483601                
   -3804589.62321182   0.02299   432703.6000774488   0.01258 0      I     483602                
   0.00021    .00000    .00000    .00000  -3.350167701739273       0.0    483603                
  0.309   0.165  0.0261  0.0044 -0.0014  0.0000     215884.510            483604
  -0.00062   0.00000    .00000    .00000    .00000    .00000              483605                
     0.131     1.400   946.023   887.100    61.715    26.100 0 0          483606                
       -1.9194745835   0.01858            -0.00070   0.00637  0           483608                
YEBES40M  ZELENCHK  0115-214 2019 01 18 14 19  34.0000000000              483701                
   -4068408.45155052   0.01547   745607.3526150323   0.00846 0      I     483702                
   0.00032    .00000    .00000    .00000  -2.031570599646008       0.0    483703                
  0.750   0.165  0.0225  0.0044 -0.0153  0.0000     218809.129            483704
   0.00677   0.00000    .00000    .00000    .00000    .00000              483705                
     5.400     1.400   910.956   887.100    51.782    26.100 0 0          483706                
        0.8326243966   0.01936             0.02279   0.00718  0           483708                
WARK12M   YARRA12M  1104-445 2019 01 18 14 22  50.0000000000              483801                
   10452614.66364881   0.02073  -653918.3621232290   0.01408 0      I     483802                
   0.00027    .00000    .00000    .00000  -0.024373250296405       0.0    483803                
  0.646   0.529 -0.0001  0.0046  0.0000  0.0158      36099.698            483804
   0.00000   0.00000    .00000    .00000    .00000    .00000              483805                
    10.000    27.262  1000.000   982.100    50.000    24.757 0 0          483806                
       -0.8195098308   0.05232            -0.00716   0.01201  0           483808                
ISHIOKA   ZELENCHK  0347-211 2019 01 18 14 23  25.0000000000              483901                
    -638034.31723744   0.04364 -1679642.3281486609   0.08892 0      I     483902                
   0.00022    .00000    .00000    .00000  -4.721258372079090       0.1    483903                
  0.419   0.290  0.0067  0.0107  0.0222  0.0004     213917.185            483904
   0.00000   0.00000    .00000    .00000    .00000    .00000              483905                
     2.918     1.400  1004.900   887.100    56.246    26.100 0 0          483906                
       -0.4884846277   0.02917            -0.03018   0.03463  0           483908                
FORTLEZA  KOKEE     1546+027 2019 01 18 14 23  40.0000000000              484001                
    2210475.16066360   0.01375 -2592858.4930728078   0.01290 0      I     484002                
   0.00048    .00000    .00000    .00000  -0.730931459099257       0.0    484003                
  2.079   0.617 -0.0012  0.0053  0.0167  0.0064       8469.393            484004
   0.02962  -0.02528    .00000    .00000    .00000    .00000              484005                
    24.400    10.900  1010.500   887.134   100.000    96.100 0 0          484006                
       -0.3830617079   0.00854             0.05526   0.00460  0           484008                
MEDICINA  YEBES40M  2255-282 2019 01 18 14 26  30.0000000000              484101                
   -1000782.78166543   0.00109  -264844.9409291171   0.00239 0      I     484102                
   0.00914    .00000    .00000    .00000  -2.908986837660092       0.0    484103                
  0.840   0.482  0.0276  0.0120 -0.0002 -0.0015        402.452            484104
   0.00000   0.00494    .00000    .00000    .00000    .00000              484105                
     7.100     5.363  1011.800   910.818    87.731    51.000 0 0          484106                
       -1.3563289179   0.00493            -0.00188   0.00621  0           484108                
MEDICINA  ZELENCHK  2255-282 2019 01 18 14 26  30.0000000000              484201                
    1914411.81832299   0.00233   492054.2668847923   0.00474 0      I     484202                
   0.00418    .00000    .00000    .00000  -0.614229210128949       0.0    484203                
  0.840   0.324  0.0276  0.0158 -0.0002 -0.0001     219211.618            484204
   0.00000   0.00000    .00000    .00000    .00000    .00000              484205                
     7.100     1.400  1011.800   887.100    87.731    26.100 0 0          484206                
       -0.4119714417   0.00563             0.03427   0.00735  0           484208                
YEBES40M  ZELENCHK  2255-282 2019 01 18 14 26  30.0000000000              484301                
    2915195.35677197   0.00177   756899.4105075258   0.00388 0      I     484302                
   0.00559    .00000    .00000    .00000   3.724345297004823       0.0    484303                
  0.482   0.324  0.0120  0.0158 -0.0015 -0.0001     218809.166            484304
   0.00494   0.00000    .00000    .00000    .00000    .00000              484305                
     5.363     1.400   910.818   887.100    51.000    26.100 0 0          484306                
        0.9373153427   0.00762             0.02466   0.01183  0           484308                
WARK12M   YARRA12M  0454-463 2019 01 18 14 26  49.0000000000              484401                
   -7628042.34219983   0.01284  -581419.9164792108   0.01405 0      I     484402                
   0.00055    .00000    .00000    .00000  -0.730537910469170       0.0    484403                
  1.075   0.264 -0.0010  0.0006 -0.0006 -0.0011      36100.062            484404
   0.00000   0.00000    .00000    .00000    .00000    .00000              484405                
    10.000    27.100  1000.000   982.100    50.000    24.966 0 0          484406                
       -0.7937276259   0.02787             0.00868   0.01028  0           484408                
ISHIOKA   KOKEE     1243-072 2019 01 18 14 28  28.0000000000              484501                
  -15411078.17636731   0.01897   801717.3898020736   0.00663 0      I     484502                
   0.00021    .00000    .00000    .00000  -0.162851867894668       0.0    484503                
  0.794   0.320  0.0108  0.0054 -0.1119  0.0005       8890.608            484504
   0.00000  -0.02583    .00000    .00000    .00000    .00000              484505                
     3.000    10.900  1004.815   887.235    56.212    96.135 0 0          484506                
        0.1138988144   0.01003             0.02427   0.00162  0           484508                
WETTZ13N  WETTZELL  1736+324 2019 01 18 14 28  49.0000000000              484601                
      -2700.00244637   0.00160        0.0058446905   0.00047 2      I     484602                
   0.00273    .00000    .00000    .00000  -2.092884690580957       0.0    484603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            484604
   0.00000  -0.00641    .00000    .00000    .00000    .00000              484605                
    -0.136    -0.100   946.100   946.100    61.991    61.839 0 0          484606                
       -0.0107677587   0.00319            -0.00025   0.00056  0           484608                
MEDICINA  NYALES20  2144+092 2019 01 18 14 29  11.0000000000              484701                
    9173557.78241670   0.01168  -266968.8656286585   0.02380 0      I     484702                
   0.00083    .00000    .00000    .00000   0.806125546161535       0.0    484703                
  0.332   0.027  0.0023  0.0006 -0.0006 -0.0013    -143475.459            484704
   0.00000  -0.01139    .00000    .00000    .00000    .00000              484705                
     7.100   -16.904  1011.800   994.200    87.474    54.332 0 0          484706                
        0.3774247817   0.01906            -0.03363   0.02091  0           484708                
MEDICINA  YEBES40M  2144+092 2019 01 18 14 29  11.0000000000              484801                
   -1619742.89611432   0.00402  -267621.9595311672   0.00880 0      I     484802                
   0.00248    .00000    .00000    .00000  -2.017121086519565       0.0    484803                
  0.332   0.204  0.0023  0.0011 -0.0006  0.0001        402.455            484804
   0.00000   0.00515    .00000    .00000    .00000    .00000              484805                
     7.100     5.200  1011.800   910.900    87.474    51.000 0 0          484806                
       -1.3481025941   0.00866            -0.01798   0.01077  0           484808                
MEDICINA  ZELENCHK  2144+092 2019 01 18 14 29  11.0000000000              484901                
    4519808.42809415   0.00666   474819.2243305123   0.01358 0      I     484902                
   0.00146    .00000    .00000    .00000   1.585158754553694       0.0    484903                
  0.332   0.114  0.0023  0.0008 -0.0006 -0.0000     219211.635            484904
   0.00000   0.00000    .00000    .00000    .00000    .00000              484905                
     7.100     1.400  1011.800   887.100    87.474    26.100 0 0          484906                
       -0.4100967621   0.00990             0.00760   0.01265  0           484908                
NYALES20  YEBES40M  2144+092 2019 01 18 14 29  11.0000000000              485001                
  -10793300.65448935   0.00895     -653.7378025626   0.01958 2      I     485002                
   0.00111    .00000    .00000    .00000  -2.488276893932024       0.0    485003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            485004
  -0.01139   0.00515    .00000    .00000    .00000    .00000              485005                
   -16.904     5.200   994.200   910.900    54.332    51.000 0 0          485006                
        0.2571288607   0.00555             4.03426   0.00644  0           485008                
NYALES20  ZELENCHK  2144+092 2019 01 18 14 29  11.0000000000              485101                
   -4653756.26335870   0.01525   741788.0233268826   0.03108 0      I     485102                
   0.00063    .00000    .00000    .00000   1.987721119665635       0.0    485103                
  0.027   0.114  0.0006  0.0008 -0.0013 -0.0000     362687.094            485104
  -0.01139   0.00000    .00000    .00000    .00000    .00000              485105                
   -16.904     1.400   994.200   887.100    54.332    26.100 0 0          485106                
       -0.7804810085   0.02761             0.03254   0.03916  0           485108                
YEBES40M  ZELENCHK  2144+092 2019 01 18 14 29  11.0000000000              485201                
    6139552.52067067   0.00564   742441.3423056360   0.01234 0      I     485202                
   0.00175    .00000    .00000    .00000   2.934743600142794       0.0    485203                
  0.204   0.114  0.0011  0.0008  0.0001 -0.0000     218809.180            485204
   0.00515   0.00000    .00000    .00000    .00000    .00000              485205                
     5.200     1.400   910.900   887.100    51.000    26.100 0 0          485206                
        0.9665149459   0.01093             0.01122   0.01671  0           485208                
WARK12M   YARRA12M  0308-611 2019 01 18 14 29  52.0000000000              485301                
   -6349766.57855453   0.02565  -144208.9434479339   0.01783 0      I     485302                
   0.00022    .00000    .00000    .00000  -0.605006550115950       0.0    485303                
  1.426   0.326 -0.0027  0.0020 -0.0008 -0.0030      36100.340            485304
   0.00000   0.00000    .00000    .00000    .00000    .00000              485305                
    10.000    27.100  1000.000   982.100    50.000    24.919 0 0          485306                
       -0.7146647982   0.04394            -0.01981   0.01022  0           485308                
FORTLEZA  HART15M   2052-474 2019 01 18 14 30  47.0000000000              485401                
    -537637.34723061   0.02403  1028146.8486640271   0.00713 0      I     485402                
   0.00015    .00000    .00000    .00000  -1.049149581696599       0.0    485403                
  1.562   0.684  0.0062  0.0021 -0.0024  0.0047      11823.545            485404
   0.02712   0.00000    .00000    .00000    .00000    .00000              485405                
    24.357    29.200  1010.300   858.400   100.000    49.703 0 0          485406                
       -0.0989353427   0.01180            -0.00558   0.00159  0           485408                
MEDICINA  NYALES20  2113+293 2019 01 18 14 31  33.0000000000              485501                
    5414188.76075238   0.01012  -331156.2088941305   0.01458 0      I     485502                
   0.00080    .00000    .00000    .00000   0.410309700460064       0.0    485503                
  0.287   0.016  0.0006  0.0002 -0.0005 -0.0005    -143475.291            485504
   0.00000  -0.00851    .00000    .00000    .00000    .00000              485505                
     7.100   -16.773  1011.800   994.105    87.283    53.715 0 0          485506                
        0.3208140778   0.01537            -0.08573   0.01188  0           485508                
MEDICINA  YEBES40M  2113+293 2019 01 18 14 31  33.0000000000              485601                
   -1511861.64487793   0.00382  -216076.4680045873   0.00578 0      I     485602                
   0.00217    .00000    .00000    .00000  -5.272565740923009       0.0    485603                
  0.287   0.187  0.0006  0.0003 -0.0005  0.0002        402.458            485604
   0.00000   0.00701    .00000    .00000    .00000    .00000              485605                
     7.100     5.214  1011.800   910.886    87.283    51.000 0 0          485606                
       -1.3521739332   0.00875            -0.00781   0.00755  0           485608                
MEDICINA  ZELENCHK  2113+293 2019 01 18 14 31  33.0000000000              485701                
    4887738.03546789   0.00707   373127.9428735723   0.01440 0      I     485702                
   0.00136    .00000    .00000    .00000   5.932948731165522       0.0    485703                
  0.287   0.096  0.0006 -0.0001 -0.0005 -0.0000     219211.651            485704
   0.00000   0.00000    .00000    .00000    .00000    .00000              485705                
     7.100     1.400  1011.800   887.100    87.283    26.100 0 0          485706                
       -0.4035447740   0.01297            -0.01385   0.01677  0           485708                
NYALES20  YEBES40M  2113+293 2019 01 18 14 31  33.0000000000              485801                
   -6926051.03087779   0.00823   115079.4583224834   0.01246 0      I     485802                
   0.00100    .00000    .00000    .00000  -0.922338239544459       0.0    485803                
  0.016   0.187  0.0002  0.0003 -0.0005  0.0002     143877.749            485804
  -0.00851   0.00701    .00000    .00000    .00000    .00000              485805                
   -16.773     5.214   994.105   910.886    53.715    51.000 0 0          485806                
       -1.6715164084   0.01909             0.10520   0.01926  0           485808                
NYALES20  ZELENCHK  2113+293 2019 01 18 14 31  33.0000000000              485901                
    -526454.62473014   0.01414   704284.3021099151   0.02880 0      I     485902                
   0.00067    .00000    .00000    .00000  -2.023248487555620       0.0    485903                
  0.016   0.096  0.0002 -0.0001 -0.0005 -0.0000     362686.942            485904
  -0.00851   0.00000    .00000    .00000    .00000    .00000              485905                
   -16.773     1.400   994.105   887.100    53.715    26.100 0 0          485906                
       -0.7313188564   0.02074             0.14115   0.02905  0           485908                
YEBES40M  ZELENCHK  2113+293 2019 01 18 14 31  33.0000000000              486001                
    6399600.57989053   0.00562   589204.4743721947   0.01145 0      I     486002                
   0.00170    .00000    .00000    .00000   0.489853328793687       0.0    486003                
  0.187   0.096  0.0003 -0.0001  0.0002 -0.0000     218809.192            486004
   0.00701   0.00000    .00000    .00000    .00000    .00000              486005                
     5.214     1.400   910.886   887.100    51.000    26.100 0 0          486006                
        0.9423545459   0.01554            -0.00888   0.02233  0           486008                
ISHIOKA   WARK12M   1030+415 2019 01 18 14 32  50.0000000000              486101                
   13246945.55973182   0.05861   505941.8341968073   0.10822 0      I     486102                
   0.00016    .00000    .00000    .00000   1.517789700564341       0.1    486103                
  0.105   2.934 -0.0002  0.0151 -0.0010  0.0009     -29084.781            486104
   0.00000   0.00000    .00000    .00000    .00000    .00000              486105                
     2.953    10.000  1004.700  1000.000    56.484    50.000 0 0          486106                
        0.8591099481   0.04136            -0.02530   0.02308  0           486108                
HART15M   ISHIOKA   0458-020 2019 01 18 14 36  11.0000000000              486201                
   -5944803.89609588   0.00805  2149692.5069882963   0.01586 0      I     486202                
   0.00117    .00000    .00000    .00000  -3.454648304993044       0.0    486203                
  1.598   0.148 -0.0029  0.0008 -0.0506  0.0027     -12244.991            486204
   0.00000   0.00000    .00000    .00000    .00000    .00000              486205                
    29.137     2.700   858.400  1004.700    50.279    56.453 0 0          486206                
       -0.5114888276   0.00724            -0.07181   0.00866  0           486208                
HART15M   WARK12M   0458-020 2019 01 18 14 36  11.0000000000              486301                
    1866209.60599223   0.02290  2532021.6346574347   0.04510 0      I     486302                
   0.00041    .00000    .00000    .00000   2.255144571054814       0.0    486303                
  1.598   2.840 -0.0029  0.0019 -0.0506 -0.0094     -41329.994            486304
   0.00000   0.00000    .00000    .00000    .00000    .00000              486305                
    29.137    10.000   858.400  1000.000    50.279    50.000 0 0          486306                
        0.2813163209   0.02556             0.15532   0.01641  0           486308                
HART15M   YARRA12M  0458-020 2019 01 18 14 36  11.0000000000              486401                
  -11671990.84529003   0.01007  1707476.6307105913   0.01984 0      I     486402                
   0.00094    .00000    .00000    .00000  -1.416884257915947       0.0    486403                
  1.598   0.278 -0.0029 -0.0011 -0.0506 -0.0019      -5229.078            486404
   0.00000   0.00000    .00000    .00000    .00000    .00000              486405                
    29.137    27.124   858.400   982.100    50.279    25.000 0 0          486406                
       -0.5885376171   0.01099            -0.03962   0.01360  0           486408                
ISHIOKA   WARK12M   0458-020 2019 01 18 14 36  11.0000000000              486501                
    7811015.79672502   0.02726   382328.0985897976   0.05369 0      I     486502                
   0.00035    .00000    .00000    .00000  -2.612081127739300       0.0    486503                
  0.148   2.840  0.0008  0.0019  0.0027 -0.0094     -29085.003            486504
   0.00000   0.00000    .00000    .00000    .00000    .00000              486505                
     2.700    10.000  1004.700  1000.000    56.453    50.000 0 0          486506                
        0.6855244926   0.03243             0.20189   0.02094  0           486508                
ISHIOKA   YARRA12M  0458-020 2019 01 18 14 36  11.0000000000              486601                
   -5727189.56626868   0.01055  -442214.7715579891   0.02078 0      I     486602                
   0.00090    .00000    .00000    .00000  -1.441816638883215       0.0    486603                
  0.148   0.278  0.0008 -0.0011  0.0027 -0.0019       7015.913            486604
   0.00000   0.00000    .00000    .00000    .00000    .00000              486605                
     2.700    27.124  1004.700   982.100    56.453    25.000 0 0          486606                
       -0.0640502991   0.01387             0.00706   0.01754  0           486608                
WARK12M   YARRA12M  0458-020 2019 01 18 14 36  11.0000000000              486701                
  -13538198.91754419   0.02272  -824545.8710434169   0.04474 0      I     486702                
   0.00042    .00000    .00000    .00000  -0.199464490573616       0.0    486703                
  2.840   0.278  0.0019 -0.0011 -0.0094 -0.0019      36100.916            486704
   0.00000   0.00000    .00000    .00000    .00000    .00000              486705                
    10.000    27.124  1000.000   982.100    50.000    25.000 0 0          486706                
       -0.9335805890   0.04750            -0.04134   0.03151  0           486708                
KOKEE     NYALES20  1514+197 2019 01 18 14 36  55.0000000000              486801                
    8861684.50603312   0.01962  1316504.4693124788   0.00582 0      I     486802                
   0.00019    .00000    .00000    .00000  -0.109192867065584       0.0    486803                
  0.404   0.085 -0.0016 -0.0018  0.0021 -0.0059    -157659.973            486804
  -0.02878  -0.00846    .00000    .00000    .00000    .00000              486805                
    10.900   -16.703   887.407   994.100    96.236    53.000 0 0          486806                
       -0.0142530602   0.01754            -0.06395   0.00316  0           486808                
MEDICINA  WETTZ13N  1725+123 2019 01 18 14 37  17.0000000000              486901                
     124971.02331877   0.00652   -87722.5581276861   0.00241 0      I     486902                
   0.00062    .00000    .00000    .00000   0.418831383184640       0.0    486903                
  1.313   0.407 -0.0071 -0.0049 -0.0285  0.0121       5842.665            486904
   0.00000   0.00000    .00000    .00000    .00000    .00000              486905                
     7.100    -0.296  1011.903   946.132    87.103    62.668 0 0          486906                
        0.8483162575   0.01027            -0.00135   0.00204  0           486908                
MEDICINA  YEBES40M  1725+123 2019 01 18 14 37  17.0000000000              487001                
   -3815088.17478501   0.00297    15203.2535717043   0.00090 0      I     487002                
   0.00124    .00000    .00000    .00000   2.381747520851655       0.0    487003                
  1.313   0.490 -0.0071  0.0005 -0.0285  0.0045        402.465            487004
   0.00000   0.00631    .00000    .00000    .00000    .00000              487005                
     7.100     5.268  1011.903   910.832    87.103    51.000 0 0          487006                
       -1.4222915289   0.00893            -0.02145   0.00154  0           487008                
WETTZ13N  YEBES40M  1725+123 2019 01 18 14 37  17.0000000000              487101                
   -3940059.21727707   0.00443   102925.8484335180   0.00163 0      I     487102                
   0.00092    .00000    .00000    .00000   1.379707727520932       0.0    487103                
  0.407   0.490 -0.0049  0.0005  0.0121  0.0045      -5440.200            487104
   0.00000   0.00631    .00000    .00000    .00000    .00000              487105                
    -0.296     5.268   946.132   910.832    62.668    51.000 0 0          487106                
       -2.2665954948   0.01296            -0.01470   0.00319  0           487108                
WETTZELL  ZELENCHK  1357+769 2019 01 18 14 37  43.0000000000              487201                
    2551846.67958374   0.02300  -100957.1613147461   0.00683 4      I     487202                
   0.00016    .00000    .00000    .00000   1.474429709592325       0.0    487203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            487204
  -0.00688   0.00000    .00000    .00000    .00000    .00000              487205                
    -0.256     1.400   946.139   887.100    62.608    26.100 0 0          487206                
       -1.8840840466   0.04239            -3.69746   0.00877  0           487208                
ISHIOKA   WARK12M   0648-165 2019 01 18 14 38  31.0000000000              487301                
   -2019106.05771722   0.02154   600569.9929318632   0.02157 0      I     487302                
   0.00031    .00000    .00000    .00000  -0.804393958820765       0.0    487303                
  0.149   0.928  0.0014  0.0003  0.0010 -0.0008     -29085.157            487304
   0.00000   0.00000    .00000    .00000    .00000    .00000              487305                
     2.663    10.000  1004.682  1000.000    56.747    50.000 0 0          487306                
        0.6767804242   0.03123             0.00516   0.01039  0           487308                
ISHIOKA   YARRA12M  0648-165 2019 01 18 14 38  31.0000000000              487401                
   -8149940.39521942   0.02022  -534295.3031067306   0.02025 0      I     487402                
   0.00033    .00000    .00000    .00000   0.512918833836809       0.0    487403                
