DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
  0.497   0.466 -0.0004 -0.0023 -0.0055 -0.0071    -197603.279            317404
   0.00000   0.00000    .00000    .00000    .00000    .00000              317405                
    12.700     9.591   999.400   996.909    68.432    74.355 0 0          317406                
        1.7650351227   0.02011        0.0071208537   0.02046  0           317408                
SVETLOE   YEBES40M  1751+288 2019 07 12 17 39  34.0000000000              317501                
    5379332.05544509   0.00309  -543809.1127048749   0.00537 0      I     317502                
   0.00288    .00000    .00000    .00000   4.608043133082077       0.0    317503                
  0.497   0.886 -0.0004 -0.0006 -0.0055  0.0100    -221810.557            317504
   0.00000  -0.00309    .00000    .00000    .00000    .00000              317505                
    12.700    34.832   999.400   912.168    68.432     9.000 0 0          317506                
        0.6310492836   0.00741        0.0160450315   0.00763  0           317508                
WETTZELL  YARRA12M  1751+288 2019 07 12 17 39  34.0000000000              317601                
    6562440.17693876   0.01007  1570817.2554868243   0.00902 0      I     317602                
   0.00063    .00000    .00000    .00000   1.326608955916659       0.0    317603                
  0.723   0.466 -0.0000 -0.0023  0.0027 -0.0071      19136.044            317604
  -0.00932   0.00000    .00000    .00000    .00000    .00000              317605                
    18.469     9.591   941.400   996.909    67.147    74.355 0 0          317606                
       -1.3061159823   0.01733        0.0135860398   0.01014  0           317608                
WETTZELL  YEBES40M  1751+288 2019 07 12 17 39  34.0000000000              317701                
    3782266.91080481   0.00231  -230592.8073295885   0.00207 0      I     317702                
   0.00274    .00000    .00000    .00000   2.053758593109949       0.0    317703                
  0.723   0.886 -0.0000 -0.0006  0.0027  0.0100      -5071.234            317704
  -0.00932  -0.00309    .00000    .00000    .00000    .00000              317705                
    18.469    34.832   941.400   912.168    67.147     9.000 0 0          317706                
       -2.4554699954   0.00598        0.0055550013   0.00389  0           317708                
YARRA12M  YEBES40M  1751+288 2019 07 12 17 39  34.0000000000              317801                
   -2780161.47375158   0.00675 -1801406.8894839464   0.00475 0      I     317802                
   0.00083    .00000    .00000    .00000  -0.643284231042686       0.0    317803                
  0.466   0.886 -0.0023 -0.0006 -0.0071  0.0100     -24207.278            317804
   0.00000  -0.00309    .00000    .00000    .00000    .00000              317805                
     9.591    34.832   996.909   912.168    74.355     9.000 0 0          317806                
       -1.1694753425   0.01485        0.0098352936   0.00755  0           317808                
AGGO      FORTLEZA  0748+126 2019 07 12 17 41  46.0000000000              317901                
   -2258558.82911191   0.10845   540221.7395329169   0.03358 2      I     317902                
   0.00004    .00000    .00000    .00000   0.592576911518278       0.2    317903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            317904
   0.00598  -0.03573    .00000    .00000    .00000    .00000              317905                
    14.100    29.077  1011.000  1008.500    97.900    68.653 0 0          317906                
       -5.4146508468   0.04854       -0.7738089538   0.00557  0           317908                
HART15M   NYALES20  1806+456 2019 07 12 17 43   2.0000000000              318001                
  -14053340.35276217   0.09961   542168.2328233339   0.20314 2      I     318002                
   0.00013    .00000    .00000    .00000  -0.859976461036673       0.2    318003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            318004
   0.00000   0.06191    .00000    .00000    .00000    .00000              318005                
     8.300     5.771   870.600  1008.200    39.400    84.385 0 0          318006                
        3.5481518312   0.04621       -1.9896043705   0.03555  0           318008                
HART15M   SVETLOE   1806+456 2019 07 12 17 43   2.0000000000              318101                
  -15790987.95744218   0.04971   343464.3493757198   0.10137 0      I     318102                
   0.00019    .00000    .00000    .00000  -5.062900927255469       0.1    318103                
  1.070   0.418 -0.3642 -0.0001  0.2113 -0.0034     210688.134            318104
   0.00000   0.00000    .00000    .00000    .00000    .00000              318105                
     8.300    12.700   870.600   999.400    39.400    68.538 0 0          318106                
       -2.1171107946   0.02766       -0.0167604955   0.02481  0           318108                
HART15M   WETTZELL  1806+456 2019 07 12 17 43   2.0000000000              318201                
  -13592594.43287383   0.04650    95961.8207314378   0.09482 0      I     318202                
   0.00021    .00000    .00000    .00000  -0.455362263462880       0.1    318203                
  1.070   0.629 -0.3642  0.0006  0.2113  0.0017      -6051.185            318204
   0.00000  -0.00886    .00000    .00000    .00000    .00000              318205                
     8.300    18.300   870.600   941.385    39.400    67.430 0 0          318206                
        0.9259773334   0.02524       -0.0296832014   0.02438  0           318208                
HART15M   YEBES40M  1806+456 2019 07 12 17 43   2.0000000000              318301                
   -9710208.36175313   0.03873   -80062.3993220639   0.08483 0      I     318302                
   0.00026    .00000    .00000    .00000  -4.785642954592845       0.1    318303                
  1.070   0.732 -0.3642 -0.0009  0.2113  0.0057     -11122.440            318304
   0.00000   0.00324    .00000    .00000    .00000    .00000              318305                
     8.300    35.030   870.600   912.015    39.400     9.000 0 0          318306                
       -1.5327100007   0.02395       -0.0339093841   0.03000  0           318308                
NYALES20  SVETLOE   1806+456 2019 07 12 17 43   2.0000000000              318401                
   -1737690.02940200   0.00990  -198677.9135429424   0.02020 0      I     318402                
   0.00097    .00000    .00000    .00000  -0.558141306517172       0.0    318403                
  0.334   0.418  0.0009 -0.0001 -0.0024 -0.0034     385583.398            318404
   0.06191   0.00000    .00000    .00000    .00000    .00000              318405                
     5.771    12.700  1008.200   999.400    84.385    68.538 0 0          318406                
       -2.0157276441   0.01187        0.0555698772   0.01377  0           318408                
NYALES20  WETTZELL  1806+456 2019 07 12 17 43   2.0000000000              318501                
     460700.08441954   0.01263  -446180.3409800585   0.02576 0      I     318502                
   0.00076    .00000    .00000    .00000   2.668669306161849       0.0    318503                
  0.334   0.629  0.0009  0.0006 -0.0024  0.0017     168844.079            318504
   0.06191  -0.00886    .00000    .00000    .00000    .00000              318505                
     5.771    18.300  1008.200   941.385    84.385    67.430 0 0          318506                
        1.0798917923   0.01324        0.0890114291   0.01683  0           318508                
NYALES20  YEBES40M  1806+456 2019 07 12 17 43   2.0000000000              318601                
    4343083.79678919   0.01031  -622204.7180288197   0.02259 0      I     318602                
   0.00097    .00000    .00000    .00000   4.102280346252366       0.0    318603                
  0.334   0.732  0.0009 -0.0009 -0.0024  0.0057     163772.824            318604
   0.06191   0.00324    .00000    .00000    .00000    .00000              318605                
     5.771    35.030  1008.200   912.015    84.385     9.000 0 0          318606                
       -1.4423710833   0.01245        0.0532753228   0.01893  0           318608                
SVETLOE   WETTZELL  1806+456 2019 07 12 17 43   2.0000000000              318701                
    2198389.57707699   0.00655  -247502.5261300932   0.01336 0      I     318702                
   0.00146    .00000    .00000    .00000   1.277998809171661       0.0    318703                
  0.418   0.629 -0.0001  0.0006 -0.0034  0.0017    -216739.319            318704
   0.00000  -0.00886    .00000    .00000    .00000    .00000              318705                
    12.700    18.300   999.400   941.385    68.538    67.430 0 0          318706                
        3.0602594143   0.01064       -0.0015847484   0.01264  0           318708                
SVETLOE   YEBES40M  1806+456 2019 07 12 17 43   2.0000000000              318801                
    6080772.92639057   0.00508  -423526.9797633428   0.01072 0      I     318802                
   0.00193    .00000    .00000    .00000   2.252560772165219       0.0    318803                
  0.418   0.732 -0.0001 -0.0009 -0.0034  0.0057    -221810.574            318804
   0.00000   0.00324    .00000    .00000    .00000    .00000              318805                
    12.700    35.030   999.400   912.015    68.538     9.000 0 0          318806                
        0.5994116757   0.01073        0.0044280785   0.01336  0           318808                
WETTZELL  YEBES40M  1806+456 2019 07 12 17 43   2.0000000000              318901                
    3882383.76988511   0.00610  -176024.4909717445   0.01337 0      I     318902                
   0.00162    .00000    .00000    .00000   4.059849265868570       0.0    318903                
  0.629   0.732  0.0006 -0.0009  0.0017  0.0057      -5071.255            318904
  -0.00886   0.00324    .00000    .00000    .00000    .00000              318905                
    18.300    35.030   941.385   912.015    67.430     9.000 0 0          318906                
       -2.5067678076   0.01126        0.0231929625   0.01768  0           318908                
KATH12M   YARRA12M  0017+200 2019 07 12 17 45  30.0000000000              319001                
    6865179.87818288   0.02015  -183310.3545188991   0.00917 0      I     319002                
   0.00022    .00000    .00000    .00000   3.113343971275105       0.0    319003                
  0.685   0.460  0.0040 -0.0023  0.0008  0.0104      14112.793            319004
   0.00000   0.00000    .00000    .00000    .00000    .00000              319005                
    19.896     9.453  1001.193   997.000    48.996    75.086 0 0          319006                
        0.1232748365   0.01586       -0.0253750034   0.00422  0           319008                
HART15M   NYALES20  1514+197 2019 07 12 17 47   3.0000000000              319101                
    4192398.57240115   0.01656     8797.7348317004   0.00492 1      I     319102                
   0.00022    .00000    .00000    .00000   3.962434295302888       0.0    319103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            319104
   0.00000   0.06241    .00000    .00000    .00000    .00000              319105                
     8.343     5.761   870.614  1008.200    39.343    84.011 0 0          319106                
       -0.5688799349   0.01550        1.8295405882   0.00281  0           319108                
HART15M   SVETLOE   1514+197 2019 07 12 17 47   3.0000000000              319201                
    -897810.28446804   0.01558    74955.0129601349   0.01213 0      I     319202                
   0.00038    .00000    .00000    .00000  -5.047137676763290       0.0    319203                
  0.163   0.482 -0.0070 -0.0010  0.0007 -0.0004     210688.104            319204
   0.00000   0.00000    .00000    .00000    .00000    .00000              319205                
     8.343    12.673   870.614   999.427    39.343    68.520 0 0          319206                
       -2.0127811935   0.01553       -0.0090661348   0.00670  0           319208                
HART15M   WETTZELL  1514+197 2019 07 12 17 47   3.0000000000              319301                
   -2816953.24651180   0.01450  -212373.0520272407   0.00686 0      I     319302                
   0.00032    .00000    .00000    .00000   1.712818313513024       0.0    319303                
  0.163   0.557 -0.0070 -0.0010  0.0007  0.0007      -6051.210            319304
   0.00000  -0.01107    .00000    .00000    .00000    .00000              319305                
     8.343    18.300   870.614   941.300    39.343    67.626 0 0          319306                
        1.0206035710   0.01697        0.0004963786   0.00508  0           319308                
HART15M   YEBES40M  1514+197 2019 07 12 17 47   3.0000000000              319401                
   -2112864.18098486   0.00813  -538427.0561093977   0.00253 0      I     319402                
   0.00046    .00000    .00000    .00000  -1.365174457978206       0.0    319403                
  0.163   0.523 -0.0070  0.0003  0.0007  0.0024     -11122.488            319404
   0.00000  -0.00042    .00000    .00000    .00000    .00000              319405                
     8.343    35.186   870.614   912.114    39.343     8.855 0 0          319406                
       -1.5087017729   0.01157        0.0023234101   0.00254  0           319408                
NYALES20  SVETLOE   1514+197 2019 07 12 17 47   3.0000000000              319501                
   -5090209.18140593   0.01024    66157.1176298929   0.00797 0      I     319502                
   0.00058    .00000    .00000    .00000  -5.019014163019835       0.0    319503                
  0.503   0.482  0.0109 -0.0010 -0.0029 -0.0004     385583.122            319504
   0.06241   0.00000    .00000    .00000    .00000    .00000              319505                
     5.761    12.673  1008.200   999.427    84.011    68.520 0 0          319506                
       -2.0456950739   0.01319       -0.0181014719   0.00588  0           319508                
NYALES20  WETTZELL  1514+197 2019 07 12 17 47   3.0000000000              319601                
   -7009350.87948235   0.00979  -221170.9954518039   0.00463 0      I     319602                
   0.00047    .00000    .00000    .00000  -2.534369554498570       0.0    319603                
  0.503   0.557  0.0109 -0.0010 -0.0029  0.0007     168843.808            319604
   0.06241  -0.01107    .00000    .00000    .00000    .00000              319605                
     5.761    18.300  1008.200   941.300    84.011    67.626 0 0          319606                
        1.0056958128   0.01338        0.0022619633   0.00407  0           319608                
NYALES20  YEBES40M  1514+197 2019 07 12 17 47   3.0000000000              319701                
   -6305260.38276750   0.00564  -547224.9927468072   0.00175 0      I     319702                
   0.00066    .00000    .00000    .00000  -1.251675459167045       0.0    319703                
  0.503   0.523  0.0109  0.0003 -0.0029  0.0024     163772.530            319704
   0.06241  -0.00042    .00000    .00000    .00000    .00000              319705                
     5.761    35.186  1008.200   912.114    84.011     8.855 0 0          319706                
       -1.4927680287   0.00963        0.0088645517   0.00214  0           319708                
SVETLOE   WETTZELL  1514+197 2019 07 12 17 47   3.0000000000              319801                
   -1919143.27240221   0.00624  -287328.0203010803   0.00479 0      I     319802                
   0.00094    .00000    .00000    .00000  -3.319846547464285       0.0    319803                
  0.482   0.557 -0.0010 -0.0010 -0.0004  0.0007    -216739.314            319804
   0.00000  -0.01107    .00000    .00000    .00000    .00000              319805                
    12.673    18.300   999.427   941.300    68.520    67.626 0 0          319806                
        3.0489403163   0.01001       -0.0004484652   0.00448  0           319808                
SVETLOE   YEBES40M  1514+197 2019 07 12 17 47   3.0000000000              319901                
   -1215054.56798958   0.00448  -613381.9978809917   0.00344 0      I     319902                
   0.00131    .00000    .00000    .00000   0.027502576929357       0.0    319903                
  0.482   0.523 -0.0010  0.0003 -0.0004  0.0024    -221810.592            319904
   0.00000  -0.00042    .00000    .00000    .00000    .00000              319905                
    12.673    35.186   999.427   912.114    68.520     8.855 0 0          319906                
        0.5371137222   0.01064        0.0106312032   0.00484  0           319908                
WETTZELL  YEBES40M  1514+197 2019 07 12 17 47   3.0000000000              320001                
     704088.16408400   0.00416  -326054.0505669345   0.00195 0      I     320002                
   0.00110    .00000    .00000    .00000  -0.165034394987015       0.0    320003                
  0.557   0.523 -0.0010  0.0003  0.0007  0.0024      -5071.278            320004
  -0.01107  -0.00042    .00000    .00000    .00000    .00000              320005                
    18.300    35.186   941.300   912.114    67.626     8.855 0 0          320006                
       -2.5282437800   0.00871       -0.0006805957   0.00294  0           320008                
KATH12M   YARRA12M  3C446    2019 07 12 17 50  23.0000000000              320101                
    2973599.27255510   0.01653  -365064.1957073306   0.02963 0      I     320102                
   0.00054    .00000    .00000    .00000   1.585139047161627       0.0    320103                
  0.459   0.169  0.0006 -0.0002  0.0001  0.0008      14113.144            320104
   0.00000   0.00000    .00000    .00000    .00000    .00000              320105                
    19.808     9.175  1001.212   997.000    49.045    76.226 0 0          320106                
        0.0864827883   0.01170        0.0018299525   0.01181  0           320108                
SVETLOE   WETTZELL  1413+135 2019 07 12 17 51  38.0000000000              320201                
   -3295109.45539513   0.00418  -231278.1903572985   0.00381 0      I     320202                
   0.00153    .00000    .00000    .00000  -2.895810581850816       0.0    320203                
  0.555   0.576 -0.0015 -0.0014  0.0026  0.0001    -216739.309            320204
   0.00000  -0.00953    .00000    .00000    .00000    .00000              320205                
    12.600    18.274   999.500   941.300    69.400    67.909 0 0          320206                
        3.0392411462   0.02624        0.0026593149   0.01428  0           320208                
KATH12M   YARRA12M  2355-106 2019 07 12 17 52  49.0000000000              320301                
    4101669.95955816   0.01803  -239949.8499012719   0.01502 0      I     320302                
   0.00034    .00000    .00000    .00000   6.119314613720395       0.0    320303                
  0.513   0.210  0.0002 -0.0002  0.0003  0.0023      14113.319            320304
   0.00000   0.00000    .00000    .00000    .00000    .00000              320305                
    19.766     8.990  1001.220   997.000    49.027    76.930 0 0          320306                
        0.0906216001   0.01580        0.0090098540   0.00793  0           320308                
KATH12M   YARRA12M  2234+282 2019 07 12 17 55  10.0000000000              320401                
    5507351.18009554   0.02588  -316224.6295339777   0.05277 0      I     320402                
   0.00037    .00000    .00000    .00000   4.119602078614459       0.0    320403                
  0.622   0.311  0.0043 -0.0019  0.0001  0.0027      14113.489            320404
   0.00000   0.00000    .00000    .00000    .00000    .00000              320405                
    19.771     8.800  1001.220   997.000    48.900    77.606 0 0          320406                
        0.1172671381   0.01810        0.0087298041   0.02066  0           320408                
FORTLEZA  HART15M   1123+264 2019 07 12 17 55  18.0000000000              320501                
   12311250.41285707   0.09479  1294431.3405260891   0.03737 2      I     320502                
   0.00004    .00000    .00000    .00000   2.590518577657365       0.2    320503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            320504
  -0.02848   0.00000    .00000    .00000    .00000    .00000              320505                
    28.900     8.568  1008.600   870.700    69.360    39.089 0 0          320506                
       -3.9371304492   0.03923       -0.0049793039   0.00396  0           320508                
FORTLEZA  NYALES20  1123+264 2019 07 12 17 55  18.0000000000              320601                
    5925229.94928544   0.03067   435115.4235131052   0.01649 0      I     320602                
   0.00016    .00000    .00000    .00000   3.702089259775031       0.1    320603                
  1.050   0.439  0.0009  0.0063  0.0011  0.0037    -171850.917            320604
  -0.02848   0.04741    .00000    .00000    .00000    .00000              320605                
    28.900     5.797  1008.600  1008.300    69.360    83.045 0 0          320606                
       -0.1566560536   0.01599       -0.0067207270   0.00423  0           320608                
FORTLEZA  SVETLOE   1123+264 2019 07 12 17 55  18.0000000000              320701                
    5094197.88673861   0.02789   842891.1558393162   0.03749 0      I     320702                
   0.00028    .00000    .00000    .00000   2.011949493998741       0.0    320703                
  1.050   0.590  0.0009 -0.0006  0.0011  0.0099     213731.639            320704
  -0.02848   0.00000    .00000    .00000    .00000    .00000              320705                
    28.900    12.600  1008.600   999.500    69.360    69.784 0 0          320706                
       -2.1123275651   0.02166       -0.0005397214   0.01525  0           320708                
FORTLEZA  WETTZELL  1123+264 2019 07 12 17 55  18.0000000000              320801                
    1496510.71851325   0.02117   856029.7169202837   0.01527 0      I     320802                
   0.00027    .00000    .00000    .00000   0.291847168588241       0.0    320803                
  1.050   0.605  0.0009 -0.0006  0.0011 -0.0017      -3007.665            320804
  -0.02848  -0.00847    .00000    .00000    .00000    .00000              320805                
    28.900    18.200  1008.600   941.280    69.360    68.460 0 0          320806                
        0.8944760756   0.01289       -0.0053337753   0.00526  0           320808                
FORTLEZA  YEBES40M  1123+264 2019 07 12 17 55  18.0000000000              320901                
   -1217480.56680171   0.01886   702487.1463579945   0.02324 0      I     320902                
   0.00040    .00000    .00000    .00000  -2.961235661402466       0.0    320903                
  1.050   0.451  0.0009  0.0002  0.0011 -0.0013      -8078.993            320904
  -0.02848  -0.00858    .00000    .00000    .00000    .00000              320905                
    28.900    35.080  1008.600   912.180    69.360     8.203 0 0          320906                
       -1.6562034735   0.01403        0.0173807304   0.01083  0           320908                
HART15M   NYALES20  1123+264 2019 07 12 17 55  18.0000000000              321001                
   -6385959.89160153   0.06525  -859314.3685085224   0.03508 0      I     321002                
   0.00008    .00000    .00000    .00000  -5.576598069920853       0.1    321003                
  0.402   0.439 -0.0401  0.0063 -0.0487  0.0037    -174894.513            321004
   0.00000   0.04741    .00000    .00000    .00000    .00000              321005                
     8.568     5.797   870.700  1008.300    39.089    83.045 0 0          321006                
       -0.1037417825   0.02729       -0.0081966515   0.00390  0           321008                
HART15M   SVETLOE   1123+264 2019 07 12 17 55  18.0000000000              321101                
   -7216996.96086871   0.03496  -451539.5757086667   0.04808 0      I     321102                
   0.00023    .00000    .00000    .00000  -2.498999046796792       0.1    321103                
  0.402   0.590 -0.0401 -0.0006 -0.0487  0.0099     210688.043            321104
   0.00000   0.00000    .00000    .00000    .00000    .00000              321105                
     8.568    12.600   870.700   999.500    39.089    69.784 0 0          321106                
       -2.1031838974   0.01833       -0.0064938583   0.01047  0           321108                
HART15M   WETTZELL  1123+264 2019 07 12 17 55  18.0000000000              321201                
  -10814684.30893115   0.02452  -438401.0082771941   0.01791 0      I     321202                
   0.00023    .00000    .00000    .00000  -6.220125380992036       0.0    321203                
  0.402   0.605 -0.0401 -0.0006 -0.0487 -0.0017      -6051.261            321204
   0.00000  -0.00847    .00000    .00000    .00000    .00000              321205                
     8.568    18.200   870.700   941.280    39.089    68.460 0 0          321206                
        0.9247614702   0.01238       -0.0084198599   0.00393  0           321208                
HART15M   YEBES40M  1123+264 2019 07 12 17 55  18.0000000000              321301                
  -13528673.69394423   0.02783  -591943.7797317454   0.03502 0      I     321302                
   0.00027    .00000    .00000    .00000  -0.047567718915314       0.0    321303                
  0.402   0.451 -0.0401  0.0002 -0.0487 -0.0013     -11122.589            321304
   0.00000  -0.00858    .00000    .00000    .00000    .00000              321305                
     8.568    35.080   870.700   912.180    39.089     8.203 0 0          321306                
       -1.6068856536   0.01513        0.0056779036   0.00982  0           321308                
NYALES20  SVETLOE   1123+264 2019 07 12 17 55  18.0000000000              321401                
    -831034.53369746   0.01216   407775.2296573606   0.01673 0      I     321402                
   0.00065    .00000    .00000    .00000   2.054232103151765       0.0    321403                
  0.439   0.590  0.0063 -0.0006  0.0037  0.0099     385582.557            321404
   0.04741   0.00000    .00000    .00000    .00000    .00000              321405                
     5.797    12.600  1008.300   999.500    83.045    69.784 0 0          321406                
       -1.9822929554   0.01039       -0.0082898754   0.00768  0           321408                
NYALES20  WETTZELL  1123+264 2019 07 12 17 55  18.0000000000              321501                
   -4428721.76168164   0.01237   420913.9007486667   0.00903 0      I     321502                
   0.00046    .00000    .00000    .00000  -3.781308182192746       0.0    321503                
  0.439   0.605  0.0063 -0.0006  0.0037 -0.0017     168843.253            321504
   0.04741  -0.00847    .00000    .00000    .00000    .00000              321505                
     5.797    18.200  1008.300   941.280    83.045    68.460 0 0          321506                
        1.0312104433   0.00765       -0.0084777470   0.00293  0           321508                
NYALES20  YEBES40M  1123+264 2019 07 12 17 55  18.0000000000              321601                
   -7142712.11390343   0.01131   267371.1818868454   0.01424 0      I     321602                
   0.00067    .00000    .00000    .00000  -2.798613191546194       0.0    321603                
  0.439   0.451  0.0063  0.0002  0.0037 -0.0013     163771.924            321604
   0.04741  -0.00858    .00000    .00000    .00000    .00000              321605                
     5.797    35.080  1008.300   912.180    83.045     8.203 0 0          321606                
       -1.4950931760   0.00880        0.0169005566   0.00704  0           321608                
SVETLOE   WETTZELL  1123+264 2019 07 12 17 55  18.0000000000              321701                
   -3597687.23433419   0.00731    13138.7167241821   0.00982 0      I     321702                
   0.00107    .00000    .00000    .00000   1.506791111578423       0.0    321703                
  0.590   0.605 -0.0006 -0.0006  0.0099 -0.0017    -216739.304            321704
   0.00000  -0.00847    .00000    .00000    .00000    .00000              321705                
    12.600    18.200   999.500   941.280    69.784    68.460 0 0          321706                
        3.0038133167   0.00723        0.0087813137   0.00539  0           321708                
SVETLOE   YEBES40M  1123+264 2019 07 12 17 55  18.0000000000              321801                
   -6311677.75253617   0.00520  -140403.9590142101   0.00699 0      I     321802                
   0.00151    .00000    .00000    .00000  -0.940071763190106       0.0    321803                
  0.590   0.451 -0.0006  0.0002  0.0099 -0.0013    -221810.632            321804
   0.00000  -0.00858    .00000    .00000    .00000    .00000              321805                
    12.600    35.080   999.500   912.180    69.784     8.203 0 0          321806                
        0.4879839885   0.00705        0.0076413306   0.00546  0           321808                
WETTZELL  YEBES40M  1123+264 2019 07 12 17 55  18.0000000000              321901                
   -2713991.03423747   0.00533  -153542.6048579037   0.00656 0      I     321902                
   0.00140    .00000    .00000    .00000  -4.007635862168694       0.0    321903                
  0.605   0.451 -0.0006  0.0002 -0.0017 -0.0013      -5071.328            321904
  -0.00847  -0.00858    .00000    .00000    .00000    .00000              321905                
    18.200    35.080   941.280   912.180    68.460     8.203 0 0          321906                
       -2.5365411283   0.00550        0.0126135967   0.00461  0           321908                
SVETLOE   WETTZELL  0642+449 2019 07 12 17 58  36.0000000000              322001                
     462166.69627732   0.00323   244975.5975498088   0.00637 0      I     322002                
   0.00293    .00000    .00000    .00000   5.043856662300312       0.0    322003                
  0.925   1.262  0.0050  0.0081  0.0180 -0.0090    -216739.301            322004
   0.00000  -0.00936    .00000    .00000    .00000    .00000              322005                
    12.600    18.200   999.500   941.200    71.266    68.300 0 0          322006                
        3.0746600623   0.00345       -0.0193011114   0.00382  0           322008                
SVETLOE   YEBES40M  0642+449 2019 07 12 17 58  36.0000000000              322101                
    -487298.35253388   0.00342   405744.4990479131   0.00722 0      I     322102                
   0.00287    .00000    .00000    .00000  -5.094649003242521       0.0    322103                
  0.925   1.001  0.0050 -0.0030  0.0180 -0.0124    -221810.648            322104
   0.00000  -0.01535    .00000    .00000    .00000    .00000              322105                
    12.600    34.955   999.500   912.111    71.266     9.000 0 0          322106                
        0.5546685559   0.00334       -0.0295494314   0.00389  0           322108                
WETTZELL  YEBES40M  0642+449 2019 07 12 17 58  36.0000000000              322201                
    -949465.16490745   0.00265   160768.8565943007   0.00560 0      I     322202                
   0.00370    .00000    .00000    .00000  -3.306127006792633       0.0    322203                
  1.262   1.001  0.0081 -0.0030 -0.0090 -0.0124      -5071.347            322204
  -0.00936  -0.01535    .00000    .00000    .00000    .00000              322205                
    18.200    34.955   941.200   912.111    68.300     9.000 0 0          322206                
       -2.5389134811   0.00366       -0.0044892867   0.00544  0           322208                
KATH12M   YARRA12M  1923+210 2019 07 12 17 58  39.0000000000              322301                
     552969.13024823   0.02912  -401868.6488403291   0.01213 0      I     322302                
   0.00015    .00000    .00000    .00000   4.351482982095440       0.1    322303                
  0.748   0.263  0.0050 -0.0011 -0.0006 -0.0018      14113.740            322304
   0.00000   0.00000    .00000    .00000    .00000    .00000              322305                
    19.748     8.873  1001.220   996.963    49.039    77.827 0 0          322306                
        0.0788246862   0.02412        0.0161457693   0.00596  0           322308                
KATH12M   NYALES20  3C418    2019 07 12 18 03   1.0000000000              322401                
   -8426231.65040462   0.01337  -558349.7186765345   0.02727 0      I     322402                
   0.00071    .00000    .00000    .00000  -0.730720070687732       0.0    322403                
  1.230   0.329  0.0238 -0.0014 -0.0005 -0.0022    -173865.944            322404
   0.00000   0.06756    .00000    .00000    .00000    .00000              322405                
    19.656     5.820  1001.216  1008.200    49.390    82.700 0 0          322406                
        0.2896455103   0.01837       -0.0091190589   0.02410  0           322408                
KATH12M   SVETLOE   3C418    2019 07 12 18 03   1.0000000000              322501                
   -7757570.58345971   0.00827  -841762.5903231591   0.01631 0      I     322502                
   0.00114    .00000    .00000    .00000  -4.328608558860532       0.0    322503                
  1.230   0.493  0.0238  0.0006 -0.0005 -0.0058     211716.083            322504
   0.00000   0.00000    .00000    .00000    .00000    .00000              322505                
    19.656    12.583  1001.216   999.500    49.390    71.084 0 0          322506                
       -1.6866989786   0.01402        0.0301979003   0.01615  0           322508                
KATH12M   WETTZELL  3C418    2019 07 12 18 03   1.0000000000              322601                
   -3934221.49866755   0.00957 -1004472.5537242781   0.01887 0      I     322602                
   0.00099    .00000    .00000    .00000  -0.289110371094021       0.0    322603                
  1.230   0.855  0.0238  0.0033 -0.0005  0.0039      -5023.212            322604
   0.00000  -0.01032    .00000    .00000    .00000    .00000              322605                
    19.656    18.184  1001.216   941.200    49.390    68.382 0 0          322606                
        1.3943679502   0.02600       -0.0335888473   0.03399  0           322608                
KATH12M   YARRA12M  3C418    2019 07 12 18 03   1.0000000000              322701                
    4201342.67842931   0.01482  -275296.8118975319   0.02086 0      I     322702                
   0.00054    .00000    .00000    .00000  -0.628109539151415       0.0    322703                
  1.230   0.953  0.0238 -0.0189 -0.0005 -0.0045      14114.055            322704
   0.00000   0.00000    .00000    .00000    .00000    .00000              322705                
    19.656     9.018  1001.216   996.900    49.390    77.612 0 0          322706                
        0.0744621902   0.01699        0.0356761639   0.01510  0           322708                
KATH12M   YEBES40M  3C418    2019 07 12 18 03   1.0000000000              322801                
     698117.50380224   0.00845 -1057536.8442189998   0.01784 0      I     322802                
   0.00116    .00000    .00000    .00000   0.378127762241924       0.0    322803                
  1.230   1.259  0.0238 -0.0064 -0.0005  0.0161     -10094.586            322804
   0.00000  -0.02213    .00000    .00000    .00000    .00000              322805                
    19.656    34.566  1001.216   912.200    49.390     9.000 0 0          322806                
       -1.0323079201   0.02366        0.0308640062   0.03627  0           322808                
NYALES20  SVETLOE   3C418    2019 07 12 18 03   1.0000000000              322901                
     668658.73807544   0.00290  -283412.9811324749   0.00591 0      I     322902                
   0.00329    .00000    .00000    .00000   0.465725355633678       0.0    322903                
  0.329   0.493 -0.0014  0.0006 -0.0022 -0.0058     385582.027            322904
   0.06756   0.00000    .00000    .00000    .00000    .00000              322905                
     5.820    12.583  1008.200   999.500    82.700    71.084 0 0          322906                
       -2.0008200744   0.00358       -0.0086752615   0.00417  0           322908                
NYALES20  WETTZELL  3C418    2019 07 12 18 03   1.0000000000              323001                
    4492006.51061929   0.00438  -446123.1278480565   0.00894 0      I     323002                
   0.00218    .00000    .00000    .00000   4.217051403958203       0.0    323003                
  0.329   0.855 -0.0014  0.0033 -0.0022  0.0039     168842.732            323004
   0.06756  -0.01032    .00000    .00000    .00000    .00000              323005                
     5.820    18.184  1008.200   941.200    82.700    68.382 0 0          323006                
