DATA IN NGS FORMAT FROM DATABASE 19JUN13XE_V002                                                 
  0.531   0.312  0.0005  0.0000  0.0015 -0.0034    -173964.737             96504
   0.00000   0.07613    .00000    .00000    .00000    .00000               96505                
    25.739     1.190  1001.000  1013.876    64.230    96.100 0 0           96506                
        0.0785155911   0.01286       -0.0115543934   0.01645  0            96508                
ISHIOKA   WETTZELL  0133+476 2019 06 14 02 24  54.0000000000               96601                
    1470234.77802490   0.01564 -1331651.9493430799   0.03190 0      I      96602                
   0.00061    .00000    .00000    .00000   6.096156297513284       0.0     96603                
  0.531   0.422  0.0005 -0.0013  0.0015 -0.0001      -2795.084             96604
   0.00000   0.01992    .00000    .00000    .00000    .00000               96605                
    25.739    16.700  1001.000   947.719    64.230    64.195 0 0           96606                
        0.9970654908   0.01051        0.0026433634   0.01179  0            96608                
NYALES20  WETTZELL  0133+476 2019 06 14 02 24  54.0000000000               96701                
    1790440.04195163   0.00470  -459724.7401523502   0.00994 0      I      96702                
   0.00206    .00000    .00000    .00000   5.319374525506678       0.0     96703                
  0.312   0.422  0.0000 -0.0013 -0.0034 -0.0001     171169.654             96704
   0.07613   0.01992    .00000    .00000    .00000    .00000               96705                
     1.190    16.700  1013.876   947.719    96.100    64.195 0 0           96706                
        0.9126089033   0.00448        0.0361355522   0.00579  0            96708                
FORTLEZA  HART15M   3C418    2019 06 14 02 27  26.0000000000               96801                
    3304062.45502791   0.02937   984591.8827054673   0.05990 0      I      96802                
   0.00033    .00000    .00000    .00000   0.409937257381616       0.1     96803                
  3.462   0.652  0.0240 -0.0010  0.0295 -0.0035       2932.470             96804
   0.02793   0.00000    .00000    .00000    .00000    .00000               96805                
    23.500     3.721  1012.400   874.900   100.000    87.411 0 0           96806                
        0.1525575337   0.01654       -0.0110686832   0.01653  0            96808                
FORTLEZA  ISHIOKA   3C418    2019 06 14 02 27  26.0000000000               96901                
    4565521.18580345   0.03564  1336620.8152664902   0.07027 4      I      96902                
   0.00027    .00000    .00000    .00000  -0.232178877917447       0.1     96903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             96904
   0.02793   0.00000    .00000    .00000    .00000    .00000               96905                
    23.500    25.935  1012.400  1000.982   100.000    61.876 0 0           96906                
       -2.7801332687   0.04196        0.0001620870   0.05238  0            96908                
FORTLEZA  NYALES20  3C418    2019 06 14 02 27  26.0000000000               97001                
  -11462328.47293287   0.01841   735361.5465203861   0.03753 0      I      97002                
   0.00052    .00000    .00000    .00000  -0.547474048060373       0.0     97003                
  3.462   0.248  0.0240  0.0002  0.0295  0.0000    -174207.390             97004
   0.02793   0.02678    .00000    .00000    .00000    .00000               97005                
    23.500     1.177  1012.400  1013.800   100.000    96.364 0 0           97006                
        0.1214219412   0.01421       -0.0497013496   0.01685  0            97008                
FORTLEZA  WETTZELL  3C418    2019 06 14 02 27  26.0000000000               97101                
  -13687962.48325684   0.01125   754548.2404434666   0.02217 0      I      97102                
   0.00084    .00000    .00000    .00000  -2.571636232896485       0.0     97103                
  3.462   0.308  0.0240 -0.0001  0.0295  0.0000      -3037.881             97104
   0.02793   0.02056    .00000    .00000    .00000    .00000               97105                
    23.500    16.679  1012.400   947.800   100.000    64.611 0 0           97106                
        1.0255676153   0.00974       -0.0470650680   0.01152  0            97108                
HART15M   ISHIOKA   3C418    2019 06 14 02 27  26.0000000000               97201                
    1261457.53554401   0.02562   352028.8875613795   0.05225 0      I      97202                
   0.00037    .00000    .00000    .00000   2.579156200866542       0.0     97203                
  0.652   2.757 -0.0010  0.0336 -0.0035  0.0376      -3175.263             97204
   0.00000   0.00000    .00000    .00000    .00000    .00000               97205                
     3.721    25.935   874.900  1000.982    87.411    61.876 0 0           97206                
        0.0884749427   0.01754       -0.0136831665   0.01985  0            97208                
HART15M   NYALES20  3C418    2019 06 14 02 27  26.0000000000               97301                
  -14766390.07454474   0.00878  -249230.0463005240   0.01790 0      I      97302                
   0.00110    .00000    .00000    .00000  -2.688672575425543       0.0     97303                
  0.652   0.248 -0.0010  0.0002 -0.0035  0.0000    -177139.860             97304
   0.00000   0.02678    .00000    .00000    .00000    .00000               97305                
     3.721     1.177   874.900  1013.800    87.411    96.364 0 0           97306                
       -0.0170146329   0.00855       -0.0219422286   0.01074  0            97308                
HART15M   WETTZELL  3C418    2019 06 14 02 27  26.0000000000               97401                
  -16992024.23439666   0.00985  -230043.4052019387   0.02008 0      I      97402                
   0.00097    .00000    .00000    .00000  -1.107633331604038       0.0     97403                
  0.652   0.308 -0.0010 -0.0001 -0.0035  0.0000      -5970.351             97404
   0.00000   0.02056    .00000    .00000    .00000    .00000               97405                
     3.721    16.679   874.900   947.800    87.411    64.611 0 0           97406                
        0.8932736340   0.00585       -0.0047131222   0.00611  0            97408                
ISHIOKA   NYALES20  3C418    2019 06 14 02 27  26.0000000000               97501                
  -16027846.87648865   0.02324  -601258.8369018108   0.04739 1      I      97502                
   0.00041    .00000    .00000    .00000  -3.346529823690225       0.0     97503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             97504
   0.00000   0.02678    .00000    .00000    .00000    .00000               97505                
    25.935     1.177  1000.982  1013.800    61.876    96.364 0 0           97506                
       -0.1003877009   0.01104        0.0059752656   0.00894  0            97508                
ISHIOKA   WETTZELL  3C418    2019 06 14 02 27  26.0000000000               97601                
  -18253481.09756964   0.00616  -582072.2685029734   0.01214 0      I      97602                
   0.00154    .00000    .00000    .00000  -3.043877544769260       0.0     97603                
  2.757   0.308  0.0336 -0.0001  0.0376  0.0000      -2795.088             97604
   0.00000   0.02056    .00000    .00000    .00000    .00000               97605                
    25.935    16.679  1000.982   947.800    61.876    64.611 0 0           97606                
        0.8091995633   0.00757        0.0016190494   0.00950  0            97608                
NYALES20  WETTZELL  3C418    2019 06 14 02 27  26.0000000000               97701                
   -2225633.81530620   0.00684    19187.1183099950   0.01394 0      I      97702                
   0.00141    .00000    .00000    .00000  -3.482390187752290       0.0     97703                
  0.248   0.308  0.0002 -0.0001  0.0000  0.0000     171169.509             97704
   0.02678   0.02056    .00000    .00000    .00000    .00000               97705                
     1.177    16.679  1013.800   947.800    96.364    64.611 0 0           97706                
        0.9001152125   0.00446        0.0026753939   0.00492  0            97708                
KATH12M   YARRA12M  1104-445 2019 06 14 02 27  31.0000000000               97801                
 1000053460.61799741   0.02537   171955.1750392945   0.03659 0      I      97802                
   0.00032    .00000    .00000    .00000   3.221343941909415       0.0     97803                
  4.001   3.340  0.0103 -0.0121 -0.0709 -0.0426  999319277.963             97804
   0.00000   0.00000    .00000    .00000    .00000    .00000               97805                
    31.234    15.877   997.970   992.977    33.940    50.000 0 0           97806                
        0.2232528757   0.01947       -0.0532872332   0.01630  0            97808                
ISHIOKA   KATH12M   0454-234 2019 06 14 02 30  10.0000000000               97901                
  -10236501.17430752   0.01679  -172413.1474629907   0.03423 0      I      97902                
   0.00057    .00000    .00000    .00000  -0.620136034847717       0.0     97903                
  0.794   0.446 -0.0028  0.0000  0.0006 -0.0000       3211.068             97904
   0.00000   0.00000    .00000    .00000    .00000    .00000               97905                
    25.977    31.232  1000.900   997.921    59.949    33.975 0 0           97906                
       -0.5434087997   0.01099        0.0400409814   0.01217  0            97908                
ISHIOKA   KOKEE     0454-234 2019 06 14 02 30  10.0000000000               98001                
    6409892.33553182   0.02288  1092942.2529853450   0.04665 0      I      98002                
   0.00042    .00000    .00000    .00000   3.091349989096576       0.0     98003                
  0.794   1.905 -0.0028  0.0199  0.0006  0.0321       4574.923             98004
   0.00000   0.03035    .00000    .00000    .00000    .00000               98005                
    25.977    19.800  1000.900   888.100    59.949    81.024 0 0           98006                
        0.7231917493   0.00987       -0.0244564784   0.00621  0            98008                
ISHIOKA   YARRA12M  0454-234 2019 06 14 02 30  10.0000000000               98101                
  990572835.37404788   0.01788  -523586.8138820430   0.03646 0      I      98102                
   0.00053    .00000    .00000    .00000   5.515123789846336       0.0     98103                
  0.794   0.382 -0.0028  0.0000  0.0006 -0.0003  999322489.227             98104
   0.00000   0.00000    .00000    .00000    .00000    .00000               98105                
    25.977    15.845  1000.900   992.877    59.949    50.000 0 0           98106                
       -0.1930469547   0.01056        0.0313150446   0.01098  0            98108                
KATH12M   KOKEE     0454-234 2019 06 14 02 30  10.0000000000               98201                
   16646406.50198981   0.02936  1265355.0163665814   0.05987 0      I      98202                
   0.00032    .00000    .00000    .00000   6.265064626490469       0.1     98203                
  0.446   1.905  0.0000  0.0199 -0.0000  0.0321       1363.855             98204
   0.00000   0.03035    .00000    .00000    .00000    .00000               98205                
    31.232    19.800   997.921   888.100    33.975    81.024 0 0           98206                
        1.2504564733   0.01344       -0.0733789323   0.01006  0            98208                
KATH12M   YARRA12M  0454-234 2019 06 14 02 30  10.0000000000               98301                
 1000809332.93532288   0.01690  -351173.8355445303   0.03447 0      I      98302                
   0.00056    .00000    .00000    .00000   2.833966921333105       0.0     98303                
  0.446   0.382  0.0000  0.0000 -0.0000 -0.0003  999319278.160             98304
   0.00000   0.00000    .00000    .00000    .00000    .00000               98305                
    31.232    15.845   997.921   992.877    33.975    50.000 0 0           98306                
        0.3463941930   0.01336        0.0193668830   0.01595  0            98308                
KOKEE     YARRA12M  0454-234 2019 06 14 02 30  10.0000000000               98401                
  984162953.36990893   0.02696 -1616527.6590956300   0.05498 0      I      98402                
   0.00035    .00000    .00000    .00000   2.622518056051321       0.0     98403                
  1.905   0.382  0.0199  0.0000  0.0321 -0.0003  999317914.304             98404
   0.03035   0.00000    .00000    .00000    .00000    .00000               98405                
    19.800    15.845   888.100   992.877    81.024    50.000 0 0           98406                
       -0.9187441151   0.01239        0.0866148249   0.00936  0            98408                
FORTLEZA  HART15M   1705+018 2019 06 14 02 32  29.0000000000               98501                
   15086967.11805685   0.03100  1192625.7501949272   0.03107 0      I      98502                
   0.00022    .00000    .00000    .00000   2.893904024826429       0.1     98503                
  1.241   0.443  0.0004 -0.0003 -0.0006 -0.0088       2932.423             98504
   0.02543   0.00000    .00000    .00000    .00000    .00000               98505                
    23.600     3.900  1012.300   874.900   100.000    87.461 0 0           98506                
        0.1528467751   0.01930       -0.0149399005   0.01019  0            98508                
FORTLEZA  NYALES20  1705+018 2019 06 14 02 32  29.0000000000               98601                
   17925470.42637859   0.03521   118875.6494550306   0.01780 0      I      98602                
   0.00014    .00000    .00000    .00000   0.998381275783227       0.1     98603                
  1.241   1.591  0.0004  0.0089 -0.0006  0.1272    -174207.163             98604
   0.02543  -0.05477    .00000    .00000    .00000    .00000               98605                
    23.600     1.328  1012.300  1013.800   100.000    95.234 0 0           98606                
        0.3283798942   0.02500        0.0161816534   0.00712  0            98608                
FORTLEZA  WETTZELL  1705+018 2019 06 14 02 32  29.0000000000               98701                
   12797007.44665362   0.02549   716581.1352930987   0.01773 0      I      98702                
   0.00022    .00000    .00000    .00000   4.193113047867808       0.0     98703                
  1.241   0.771  0.0004  0.0054 -0.0006  0.0009      -3037.946             98704
   0.02543   0.01413    .00000    .00000    .00000    .00000               98705                
    23.600    16.531  1012.300   947.800   100.000    64.685 0 0           98706                
        1.0974798576   0.01854        0.0062814071   0.00735  0            98708                
HART15M   NYALES20  1705+018 2019 06 14 02 32  29.0000000000               98801                
    2838519.44099644   0.03604 -1073748.4186034224   0.03613 0      I      98802                
   0.00019    .00000    .00000    .00000   5.032274042087339       0.1     98803                
  0.443   1.591 -0.0003  0.0089 -0.0088  0.1272    -177139.587             98804
   0.00000  -0.05477    .00000    .00000    .00000    .00000               98805                
     3.900     1.328   874.900  1013.800    87.461    95.234 0 0           98806                
        0.1731171115   0.01991        0.1224139493   0.00962  0            98808                
HART15M   WETTZELL  1705+018 2019 06 14 02 32  29.0000000000               98901                
   -2289952.49206236   0.02055  -476044.1368080974   0.02059 0      I      98902                
   0.00033    .00000    .00000    .00000  -4.662668295465129       0.0     98903                
  0.443   0.771 -0.0003  0.0054 -0.0088  0.0009      -5970.369             98904
   0.00000   0.01413    .00000    .00000    .00000    .00000               98905                
     3.900    16.531   874.900   947.800    87.461    64.685 0 0           98906                
        0.9183698902   0.01253        0.0198295212   0.00655  0            98908                
NYALES20  WETTZELL  1705+018 2019 06 14 02 32  29.0000000000               99001                
   -5128473.76095505   0.00766   597704.8261191042   0.00540 0      I      99002                
   0.00073    .00000    .00000    .00000  -1.861121099345994       0.0     99003                
  1.591   0.771  0.0089  0.0054  0.1272  0.0009     171169.217             99004
  -0.05477   0.01413    .00000    .00000    .00000    .00000               99005                
     1.328    16.531  1013.800   947.800    95.234    64.685 0 0           99006                
        0.7696804491   0.00718       -0.0520426137   0.00309  0            99008                
ISHIOKA   KATH12M   0420-014 2019 06 14 02 32  35.0000000000               99101                
   -4240405.04281222   0.00575  -145730.0948933780   0.00318 0      I      99102                
   0.00087    .00000    .00000    .00000  -1.046413782887787       0.0     99103                
  0.523   0.458 -0.0008 -0.0001  0.0007  0.0001       3210.999             99104
   0.00000   0.00000    .00000    .00000    .00000    .00000               99105                
    25.657    31.262  1000.881   997.888    60.309    34.164 0 0           99106                
       -0.4171322966   0.02411        0.0360985595   0.00889  0            99108                
ISHIOKA   KOKEE     0420-014 2019 06 14 02 32  35.0000000000               99201                
   11285146.38958901   0.00841  1073703.5322541501   0.00873 0      I      99202                
   0.00081    .00000    .00000    .00000   6.202553311487475       0.0     99203                
  0.523   1.660 -0.0008  0.0034  0.0007  0.0290       4574.875             99204
   0.00000   0.02867    .00000    .00000    .00000    .00000               99205                
    25.657    19.776  1000.881   888.100    60.309    81.100 0 0           99206                
        0.7565567678   0.00656       -0.0900853543   0.00397  0            99208                
ISHIOKA   YARRA12M  0420-014 2019 06 14 02 32  35.0000000000               99301                
  997838054.79506183   0.00600  -558239.2694188086   0.00335 0      I      99302                
   0.00083    .00000    .00000    .00000   0.357199510552618       0.0     99303                
  0.523   0.412 -0.0008  0.0001  0.0007 -0.0002  999322489.337             99304
   0.00000   0.00000    .00000    .00000    .00000    .00000               99305                
    25.657    16.018  1000.881   992.800    60.309    50.000 0 0           99306                
       -0.0615859855   0.02093        0.0383905878   0.00777  0            99308                
KATH12M   KOKEE     0420-014 2019 06 14 02 32  35.0000000000               99401                
   15525556.60221337   0.01186  1219433.4581331492   0.01230 0      I      99402                
   0.00058    .00000    .00000    .00000   4.264257798492620       0.0     99403                
  0.458   1.660 -0.0001  0.0034  0.0001  0.0290       1363.877             99404
   0.00000   0.02867    .00000    .00000    .00000    .00000               99405                
    31.262    19.776   997.888   888.100    34.164    81.100 0 0           99406                
        1.1396922102   0.02293       -0.1309945282   0.01562  0            99408                
KATH12M   YARRA12M  0420-014 2019 06 14 02 32  35.0000000000               99501                
 1002078458.09151697   0.00691  -412509.2846847714   0.00355 0      I      99502                
   0.00069    .00000    .00000    .00000   5.294668380074013       0.0     99503                
  0.458   0.412 -0.0001  0.0001  0.0001 -0.0002  999319278.338             99504
   0.00000   0.00000    .00000    .00000    .00000    .00000               99505                
    31.262    16.018   997.888   992.800    34.164    50.000 0 0           99506                
        0.3429353349   0.01265        0.0072371132   0.00426  0            99508                
KOKEE     YARRA12M  0420-014 2019 06 14 02 32  35.0000000000               99601                
  986552926.81420839   0.01248 -1631941.8996847873   0.01318 0      I      99602                
   0.00055    .00000    .00000    .00000   1.520987757559363       0.0     99603                
  1.660   0.412  0.0034  0.0001  0.0290 -0.0002  999317914.462             99604
   0.02867   0.00000    .00000    .00000    .00000    .00000               99605                
    19.776    16.018   888.100   992.800    81.100    50.000 0 0           99606                
       -0.7990139443   0.01914        0.0958739439   0.01311  0            99608                
HART15M   ISHIOKA   0202+319 2019 06 14 02 37   7.0000000000               99701                
  -13458795.02257250   0.01899  1859418.9601119116   0.03303 0      I      99702                
   0.00047    .00000    .00000    .00000  -4.878031741233221       0.0     99703                
  1.067   0.549 -0.0100  0.0002  0.0358  0.0020      -3175.276             99704
   0.00000   0.00000    .00000    .00000    .00000    .00000               99705                
     3.900    25.882   874.900  1000.791    87.310    61.146 0 0           99706                
       -0.0743269833   0.01426       -0.0515335055   0.01429  0            99708                
HART15M   KATH12M   0202+319 2019 06 14 02 37   7.0000000000               99801                
   -7597388.49798095   0.02368  1897285.4905242808   0.04118 0      I      99802                
   0.00038    .00000    .00000    .00000  -0.986793995038347       0.0     99803                
  1.067   0.920 -0.0100 -0.0009  0.0358  0.0026         35.592             99804
   0.00000   0.00000    .00000    .00000    .00000    .00000               99805                
     3.900    31.050   874.900   997.862    87.310    34.452 0 0           99806                
       -0.2944904878   0.02024       -0.0505602992   0.02107  0            99808                
HART15M   YARRA12M  0202+319 2019 06 14 02 37   7.0000000000               99901                
  993808061.86415517   0.02450  1535468.6668509075   0.04262 0      I      99902                
   0.00036    .00000    .00000    .00000   5.980255526873036       0.0     99903                
  1.067   0.878 -0.0100  0.0011  0.0358  0.0019  999319314.267             99904
   0.00000   0.00000    .00000    .00000    .00000    .00000               99905                
     3.900    16.100   874.900   992.792    87.310    50.000 0 0           99906                
        0.0052211364   0.01634       -0.0005601979   0.01558  0            99908                
ISHIOKA   KATH12M   0202+319 2019 06 14 02 37   7.0000000000              100001                
    5861406.99954661   0.01527    37866.4254586964   0.01584 0      I     100002                
   0.00045    .00000    .00000    .00000   5.198193239057020       0.0    100003                
  0.549   0.920  0.0002 -0.0009  0.0020  0.0026       3210.868            100004
   0.00000   0.00000    .00000    .00000    .00000    .00000              100005                
    25.882    31.050  1000.791   997.862    61.146    34.452 0 0          100006                
       -0.2149812156   0.01713       -0.0184517813   0.01119  0           100008                
ISHIOKA   YARRA12M  0202+319 2019 06 14 02 37   7.0000000000              100101                
 1007266852.52407491   0.01545  -323949.5809083208   0.01576 0      I     100102                
   0.00044    .00000    .00000    .00000  -0.553786438923647       0.0    100103                
  0.549   0.878  0.0002  0.0011  0.0020  0.0019  999322489.543            100104
   0.00000   0.00000    .00000    .00000    .00000    .00000              100105                
    25.882    16.100  1000.791   992.792    61.146    50.000 0 0          100106                
        0.0576043529   0.01764        0.0016259016   0.01135  0           100108                
KATH12M   YARRA12M  0202+319 2019 06 14 02 37   7.0000000000              100201                
 1001405447.62396932   0.01312  -361816.0839995847   0.00675 0      I     100202                
   0.00037    .00000    .00000    .00000   3.401777633136136       0.0    100203                
  0.920   0.878 -0.0009  0.0011  0.0026  0.0019  999319278.675            100204
   0.00000   0.00000    .00000    .00000    .00000    .00000              100205                
    31.050    16.100   997.862   992.792    34.452    50.000 0 0          100206                
        0.2655345625   0.01558        0.0233184254   0.00508  0           100208                
NYALES20  WETTZELL  0119+041 2019 06 14 02 38  22.0000000000              100301                
   -3490022.59295103   0.00927  -652653.8191302323   0.01890 0      I     100302                
   0.00103    .00000    .00000    .00000   0.852209218559402       0.0    100303                
  1.496   0.891  0.0042  0.0055 -0.1207 -0.0021     171168.877            100304
  -0.03799   0.01475    .00000    .00000    .00000    .00000              100305                
     1.400    16.682  1013.800   947.800    94.865    64.582 0 0          100306                
        0.8035999438   0.01143       -0.0375684912   0.01484  0           100308                
FORTLEZA  KOKEE     1243-160 2019 06 14 02 39  57.0000000000              100401                
   -3373690.49423970   0.04363 -2457807.7532388926   0.06293 0      I     100402                
   0.00019    .00000    .00000    .00000  -1.972031638735652       0.1    100403                
  3.889   0.827 -0.0102  0.0035 -0.0721 -0.0058       4331.804            100404
   0.02893   0.02665    .00000    .00000    .00000    .00000              100405                
    23.500    19.570  1012.300   888.100   100.000    81.040 0 0          100406                
        0.6723825607   0.02028       -0.0139613105   0.01106  0           100408                
ISHIOKA   KATH12M   0642+449 2019 06 14 02 43  21.0000000000              100501                
   11012903.79653792   0.01547  -195329.2433519151   0.02287 0      I     100502                
   0.00052    .00000    .00000    .00000   2.583726984245445       0.0    100503                
  0.442   1.016  0.0001 -0.0016 -0.0005 -0.0017       3210.689            100504
   0.00000   0.00000    .00000    .00000    .00000    .00000              100505                
    25.680    31.252  1000.680   997.653    60.737    34.124 0 0          100506                
       -0.1040605705   0.01025        0.0173852693   0.00829  0           100508                
ISHIOKA   WETTZELL  0642+449 2019 06 14 02 43  21.0000000000              100601                
   17267567.25864473   0.01015  -115260.3632379695   0.02071 0      I     100602                
   0.00094    .00000    .00000    .00000   3.017058713643835       0.0    100603                
  0.442   1.844  0.0001 -0.0985 -0.0005 -0.0050      -2795.127            100604
   0.00000   0.01371    .00000    .00000    .00000    .00000              100605                
    25.680    16.600  1000.680   947.900    60.737    64.470 0 0          100606                
        1.1391826567   0.00647        0.0080860741   0.00705  0           100608                
ISHIOKA   YARRA12M  0642+449 2019 06 14 02 43  21.0000000000              100701                
 1018057052.83769262   0.02708  -378311.9428206113   0.04004 0      I     100702                
   0.00030    .00000    .00000    .00000   2.481291422392746       0.0    100703                
  0.442   3.247  0.0001  0.0164 -0.0005 -0.0392  999322489.826            100704
   0.00000   0.00000    .00000    .00000    .00000    .00000              100705                
    25.680    16.187  1000.680   992.700    60.737    50.000 0 0          100706                
        0.3891663550   0.01361        0.0690077950   0.00871  0           100708                
KATH12M   WETTZELL  0642+449 2019 06 14 02 43  21.0000000000              100801                
    6254662.57662839   0.02138    80070.1211138390   0.04360 0      I     100802                
   0.00045    .00000    .00000    .00000   5.373145345812032       0.0    100803                
  1.016   1.844 -0.0016 -0.0985 -0.0017 -0.0050      -6005.815            100804
   0.00000   0.01371    .00000    .00000    .00000    .00000              100805                
    31.252    16.600   997.653   947.900    34.124    64.470 0 0          100806                
        1.2349756737   0.01281       -0.0192959234   0.01344  0           100808                
KATH12M   YARRA12M  0642+449 2019 06 14 02 43  21.0000000000              100901                
 1007044151.08229911   0.01891  -182982.5693254376   0.02033 0      I     100902                
   0.00037    .00000    .00000    .00000   3.392185459521889       0.0    100903                
  1.016   3.247 -0.0016  0.0164 -0.0017 -0.0392  999319279.137            100904
   0.00000   0.00000    .00000    .00000    .00000    .00000              100905                
    31.252    16.187   997.653   992.700    34.124    50.000 0 0          100906                
        0.4969600490   0.01346        0.0570017071   0.00816  0           100908                
WETTZELL  YARRA12M  0642+449 2019 06 14 02 43  21.0000000000              101001                
 1000789490.15674603   0.03033  -263053.1113465153   0.06186 0      I     101002                
   0.00032    .00000    .00000    .00000   1.018488008855271       0.1    101003                
  1.844   3.247 -0.0985  0.0164 -0.0050 -0.0392  999325284.953            101004
   0.01371   0.00000    .00000    .00000    .00000    .00000              101005                
    16.600    16.187   947.900   992.700    64.470    50.000 0 0          101006                
       -0.7408402619   0.01466        0.0590945429   0.01218  0           101008                
KOKEE     NYALES20  1413+135 2019 06 14 02 44  48.0000000000              101101                
    4017963.09877689   0.01418  1605785.0009140573   0.00421 0      I     101102                
   0.00026    .00000    .00000    .00000   3.273927525000812       0.0    101103                
  1.002   1.197 -0.0009 -0.0012 -0.0113  0.0777    -178538.267            101104
   0.02812  -0.04937    .00000    .00000    .00000    .00000              101105                
    19.500     1.374   888.056  1013.746    80.725    94.900 0 0          101106                
       -0.4752966201   0.03172       -0.0533498139   0.00622  0           101108                
ISHIOKA   KATH12M   0748+126 2019 06 14 02 45  55.0000000000              101201                
    2816630.37941791   0.02003  -299293.2903528546   0.03291 0      I     101202                
   0.00043    .00000    .00000    .00000  -1.709608005976988       0.0    101203                
  0.547   0.695 -0.0004 -0.0003 -0.0018 -0.0016       3210.615            101204
   0.00000   0.00000    .00000    .00000    .00000    .00000              101205                
    25.444    31.740  1000.600   997.677    61.352    32.613 0 0          101206                
       -0.2853543085   0.01557        0.0186613996   0.01490  0           101208                
ISHIOKA   YARRA12M  0748+126 2019 06 14 02 45  55.0000000000              101301                
 1009464302.41531873   0.02687  -449322.0558755456   0.04540 0      I     101302                
   0.00033    .00000    .00000    .00000   1.077770573931680       0.0    101303                
  0.547   1.069 -0.0004  0.0009 -0.0018 -0.0072  999322489.943            101304
   0.00000   0.00000    .00000    .00000    .00000    .00000              101305                
    25.444    16.583  1000.600   992.689    61.352    50.000 0 0          101306                
        0.1701093536   0.01715        0.0233264200   0.01553  0           101308                
KATH12M   YARRA12M  0748+126 2019 06 14 02 45  55.0000000000              101401                
 1006647672.42667019   0.02052  -150028.8718873647   0.03112 0      I     101402                
   0.00041    .00000    .00000    .00000  -0.398219781348945       0.0    101403                
  0.695   1.069 -0.0003  0.0009 -0.0016 -0.0072  999319279.328            101404
   0.00000   0.00000    .00000    .00000    .00000    .00000              101405                
    31.740    16.583   997.677   992.689    32.613    50.000 0 0          101406                
        0.4182333355   0.01887        0.0168596175   0.01742  0           101408                
FORTLEZA  KOKEE     1418+546 2019 06 14 02 49  40.0000000000              101501                
   -3720662.62531962   0.10000 -1491603.5698904924   0.03767 2      I     101502                
   0.00004    .00000    .00000    .00000  -3.059698852173203       0.2    101503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            101504
   0.02593   0.02812    .00000    .00000    .00000    .00000              101505                
    23.100    19.500  1012.200   888.010   100.000    80.452 0 0          101506                
       -2.7570911140   0.04565        1.0482914937   0.00627  0           101508                
FORTLEZA  NYALES20  1418+546 2019 06 14 02 49  40.0000000000              101601                
   -9969829.59647492   0.09572  -530871.9334808319   0.07650 2      I     101602                
   0.00006    .00000    .00000    .00000   0.692234596616942       0.2    101603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            101604
   0.02593   0.03516    .00000    .00000    .00000    .00000              101605                
    23.100     1.297  1012.200  1013.730   100.000    94.230 0 0          101606                
       -3.1849136433   0.04243       -0.5041198003   0.01138  0           101608                
FORTLEZA  WETTZELL  1418+546 2019 06 14 02 49  40.0000000000              101701                
   -4642734.76416291   0.08165  -122167.5523225689   0.12707 2      I     101702                
   0.00010    .00000    .00000    .00000  -2.280141533678516       0.1    101703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            101704
   0.02593   0.01276    .00000    .00000    .00000    .00000              101705                
    23.100    16.483  1012.200   947.917   100.000    65.082 0 0          101706                
       -2.8534560473   0.03937       -0.0383972168   0.02488  0           101708                
KOKEE     NYALES20  1418+546 2019 06 14 02 49  40.0000000000              101801                
   -6249165.34360921   0.03662   960713.8662722879   0.02926 0      I     101802                
   0.00016    .00000    .00000    .00000  -3.090672214599151       0.1    101803                
  0.791   0.287 -0.0043 -0.0001 -0.0043  0.0027    -178537.900            101804
   0.02812   0.03516    .00000    .00000    .00000    .00000              101805                
    19.500     1.297   888.010  1013.730    80.452    94.230 0 0          101806                
       -0.3499488423   0.01552       -0.0781200323   0.00354  0           101808                
KOKEE     WETTZELL  1418+546 2019 06 14 02 49  40.0000000000              101901                
    -922075.75334194   0.04211  1369424.6684503721   0.06553 0      I     101902                
   0.00020    .00000    .00000    .00000  -5.439961927033248       0.1    101903                
  0.791   0.505 -0.0043 -0.0057 -0.0043  0.0006      -7369.677            101904
   0.02812   0.01276    .00000    .00000    .00000    .00000              101905                
    19.500    16.483   888.010   947.917    80.452    65.082 0 0          101906                
        0.5290109400   0.01897       -0.0725712258   0.01038  0           101908                
NYALES20  WETTZELL  1418+546 2019 06 14 02 49  40.0000000000              102001                
    5327092.07729396   0.02111   408710.4524643313   0.03286 0      I     102002                
   0.00039    .00000    .00000    .00000  -0.851075044830165       0.0    102003                
  0.287   0.505 -0.0001 -0.0057  0.0027  0.0006     171168.224            102004
   0.03516   0.01276    .00000    .00000    .00000    .00000              102005                
     1.297    16.483  1013.730   947.917    94.230    65.082 0 0          102006                
        0.9079292447   0.01072        0.0481399519   0.00733  0           102008                
HART15M   ISHIOKA   0332-403 2019 06 14 02 50  54.0000000000              102101                
    5001016.84178757   0.02636  1555085.6845454737   0.00784 0      I     102102                
   0.00014    .00000    .00000    .00000   2.392162611242737       0.0    102103                
  0.363   2.902  0.0016 -0.0295  0.0026  0.0366      -3175.293            102104
   0.00000   0.00000    .00000    .00000    .00000    .00000              102105                
     3.809    25.020   874.945  1000.559    87.455    62.298 0 0          102106                
