58669.607433            -1.5654         -6723.0045       1       2       3  2357+028  ***********
58669.613822            -0.1051         -6721.8423       2       2       3  0235+164  ***********
58669.614562            -0.1229         -6721.8317       3       2       3  0237+185  ***********
58669.615604            -0.1247         -6721.8326       4       2       3  0239+175  ***********
58669.618613            -0.0775         -6721.8406       7       2       3  0235+164  ***********
58669.619562            -0.0871         -6721.8682       8       2       3  0229+262  ***********
58669.626588            -0.1209         -6722.0281      12       2       3  0515+208  ***********
58669.627942            -0.1216         -6722.0498      13       2       3  0516+276  ***********
58669.629574            -0.1357         -6722.0594      14       2       3  0518+211  ***********
58669.636877            -0.1871         -6721.9960      16       2       3  0458-020  ***********
58669.637757            -0.1735         -6721.9414      17       2       3  0454-088  ***********
58669.638833            -0.1841         -6721.9903      18       2       3  0501-067  ***********
58669.639910            -0.1937         -6722.0158      19       2       3  0503-043  ***********
58669.641067            -0.2203         -6722.0328      20       2       3  0504-099  ***********
58669.643254             0.0418         -6721.8943      21       2       3  0010+405  ***********
58669.644065             0.0598         -6721.9022      22       2       3  0001+459  ***********
58669.645234             0.0489         -6721.8873      23       2       3  0006+397  ***********
58669.646356             0.0438         -6721.9208      24       2       3  0007+439  ***********
58669.647433             0.0820         -6721.9025      25       2       3  0009+467  ***********
58669.649377             0.0394         -6721.9207      27       2       3  0022+390  ***********
58669.653810             0.0346         -6721.9531      30       2       3  0034+393  ***********
58669.655592            -0.0658         -6721.7298      31       2       3  0047+023  ***********
58669.658324            -0.0774         -6721.8210      33       2       3  0115+027  ***********
58669.671761            -0.0672         -6722.1507      39       2       3  0515+208  ***********
58669.673023            -0.0779         -6722.1961      40       2       3  0516+276  ***********
58669.674597            -0.0721         -6722.1737      41       2       3  0518+211  ***********
58669.679609            -0.2463         -6722.6603      42       2       3  0657+172  ***********
58669.684227            -0.0885         -6722.4277      44       2       3  0659+268  ***********
58669.686102            -0.0962         -6722.1442      45       2       3  0539-057  ***********
58669.690639            -0.1202         -6722.1697      48       2       3  0555-132  ***********
58669.691785            -0.1137         -6722.1334      49       2       3  0557-182  ***********
58669.694007             0.0827         -6722.1651      50       2       3  0059+581  ***********
58669.695905             0.1125         -6722.1410      52       2       3  0056+579  ***********
58669.697352             0.0869         -6722.1422      53       2       3  0058+498  ***********
58669.698856             0.0756         -6722.1682      54       2       3  0102+511  ***********
58669.701391            -0.1221         -6722.3313      55       2       3  0627-199  ***********
58669.704805            -0.1494         -6722.4992      57       2       3  0637-216  ***********
58669.710616             0.0524         -6722.1622      60       2       3  0235+164  ***********
58669.711368             0.0243         -6722.1828      61       2       3  0237+185  ***********
58669.712410             0.0109         -6722.1955      62       2       3  0239+175  ***********
58669.714666             0.0002         -6722.1886      64       2       3  0242+131  ***********
58669.716889             0.0470         -6722.4827      65       2       3  0804+499  ***********
58669.717838            -0.0405         -6722.7027      66       2       3  0831+442  ***********
58669.718937            -0.0800         -6722.7822      67       2       3  0833+416  ***********
58669.719991            -0.0468         -6722.7539      68       2       3  0836+426  ***********
58669.721079            -0.0440         -6722.7247      69       2       3  0837+448  ***********
58669.723567             0.0647         -6722.1993      70       2       3  0235+164  ***********
58669.724678             0.0473         -6722.2542      71       2       3  0229+262  ***********
58669.728220             0.0302         -6722.2574      73       2       3  0235+205  ***********
58669.735454            -0.0607         -6722.7489      77       2       3  0801+103  ***********
58669.736495            -0.0300         -6722.7084      78       2       3  0802+115  ***********
58669.737572            -0.0070         -6722.6788      79       2       3  0804+140  ***********
58669.742629            -0.1034         -6722.9181      82       2       3  0833+218  ***********
58669.745454            -0.0747         -6722.8554      83       2       3  0808+019  ***********
58669.746391            -0.0827         -6722.8949      84       2       3  0816+054  ***********
58669.747491            -0.0817         -6722.9095      85       2       3  0822+086  ***********
58669.752710             0.0353         -6722.7160      89       2       3  0834+250  ***********
58669.753683             0.0580         -6722.6361      90       2       3  0824+355  ***********
58669.754852             0.0857         -6722.6453      91       2       3  0841+386  ***********
58669.759377             0.1194         -6722.5627      94       2       3  0716+714  ***********
58669.761322             0.1184         -6722.5627      96       2       3  0633+734  ***********
58669.762398             0.1204         -6722.5738      97       2       3  0708+742  ***********
58669.763463             0.1609         -6722.5431      98       2       3  0732+755  ***********
58669.766611             0.0465         -6722.0749     100       2       3  0646-306  ***********
58669.779285             0.0339         -6722.6266     105       2       3  0430+289  ***********
58669.780523             0.0146         -6722.5851     106       2       3  0410+168  ***********
58669.792247             0.0771         -6722.7230     110       2       3  0659+268  ***********
58669.794111             0.0623         -6722.4513     111       2       3  0627-199  ***********
58669.795488             0.0463         -6722.1927     112       2       3  0635-296  ***********
58669.797502             0.0485         -6722.4640     113       2       3  0637-216  ***********
58669.799238             0.0745         -6722.3739     114       2       3  0641-248  ***********
58669.800986             0.0821         -6722.2535     115       2       3  0648-287  ***********
58669.803000             0.0750         -6722.5475     116       2       3  0458-020  ***********
58669.803856            -0.0371         -6722.5488     117       2       3  0454-088  ***********
58669.806021             0.0783         -6722.5362     119       2       3  0503-043  ***********
58669.808081             0.0903         -6722.5951     121       2       3  0539-057  ***********
58669.812629             0.0948         -6722.5425     124       2       3  0555-132  ***********
58669.813764             0.0941         -6722.4502     125       2       3  0557-182  ***********
58669.815673             0.0895         -6722.8634     126       2       3  0759+183  ***********
58669.818729             0.1017         -6722.8570     128       2       3  0801+103  ***********
58669.820847             0.0772         -6722.9021     130       2       3  0804+140  ***********
58669.822132             0.1251         -6722.9974     131       2       3  0943+105  ***********
58669.822977             0.1213         -6723.0807     132       2       3  0959+105  ***********
58669.824053             0.0962         -6723.0915     133       2       3  0959+127  ***********
58669.825083             0.1029         -6723.0870     134       2       3  1000+125  ***********
58669.826356             0.1032         -6723.0939     135       2       3  1001+123  ***********
58669.830963             0.0177         -6723.3150     138       2       3  1144+542  ***********
58669.832004            -0.0157         -6723.3780     139       2       3  1146+531  ***********
58669.833162             0.0698         -6723.2019     140       2       3  1151+598  ***********
58669.835754            -0.0060         -6722.9474     141       2       3  0515+208  ***********
58669.836923             0.0459         -6722.9275     142       2       3  0516+276  ***********
58669.838416             0.0566         -6722.9027     143       2       3  0518+211  ***********
58669.844007             0.0480         -6722.1461     144       2       3  0646-306  ***********
58669.856148             0.0842         -6723.0726     149       2       3  0808+019  ***********
58669.856935             0.0765         -6723.1009     150       2       3  0816+054  ***********
58669.858046             0.0757         -6723.1196     151       2       3  0822+086  ***********
58669.862398             0.0355         -6723.2028     154       2       3  0804+499  ***********
58669.866715             0.0510         -6723.2249     158       2       3  0837+448  ***********
58669.872236             0.0673         -6723.2321     161       2       3  0833+218  ***********
58669.875361             0.0570         -6723.4536     162       2       3  1111+149  ***********
58669.876252             0.0645         -6723.4537     163       2       3  1106+084  ***********
58669.877653             0.0346         -6723.5198     164       2       3  1106+023  ***********
58669.879944            -2.1914         -6725.7210     165       2       3  1107+072  ***********
58669.884111             0.0488         -6723.3476     166       2       3  0920+390  ***********
58669.889285             0.0586         -6723.3484     169       2       3  0841+386  ***********
58669.892653             0.0473         -6723.5656     171       2       3  1300+580  ***********
58669.896669             0.0346         -6723.5270     173       2       3  1311+678  ***********
58669.897803             0.0033         -6723.5677     174       2       3  1314+677  ***********
58669.898694            -0.0236         -6723.6622     175       2       3  1326+626  ***********
58669.901125             0.0634         -6723.2978     176       2       3  0657+172  ***********
58669.905859             0.0592         -6723.3569     178       2       3  0659+268  ***********
58669.908231             0.0879         -6723.6104     179       2       3  1133-032  ***********
58669.909076             0.1073         -6723.5918     180       2       3  1131-088  ***********
58669.910627             0.0286         -6724.4788     181       2       3  1144-043  ***********
58669.912062             0.0887         -6723.6804     182       2       3  1146-037  ***********
58669.913544             0.0999         -6723.6927     183       2       3  1147-063  ***********
58669.919840            -0.0152         -6723.5270     187       2       3  0401+820  ***********
58669.928660             0.1304         -6723.6051     194       2       3  1111+149  ***********
58669.929528             0.1116         -6723.6235     195       2       3  1106+084  ***********
58669.936761             0.1351         -6723.6752     198       2       3  1149-084  ***********
58669.937583             0.1684         -6723.7257     199       2       3  1210-097  ***********
58669.939180             0.1950         -6723.7236     200       2       3  1211-167  ***********
58669.940766             0.1482         -6723.7601     201       2       3  1213-102  ***********
58669.942166             0.1502         -6723.8376     202       2       3  1219-164  ***********
