DATA IN NGS FORMAT FROM DATABASE 19JUL04XE_V005                                                 
Observed delays and rates in card #2, modified errors in card #9                                
    .00000    .00000    .00000    .00000    .00000    .00000              142105                
     8.313    11.990   868.200   986.600    47.138    80.164 0 0          142106                
        3.7036420818    .02424         .0423326074    .02139  0           142108                
KATH12M   YARRA12M  0727-115 2019 07 05 06 29  47.0000000000              142201                
   -2275103.70690271    .01039  -423011.9926409641    .02119 0      I     142202                
    .00092    .00000    .00000    .00000  -3.508854552136626        0.    142203                
  0.246   0.403  0.0001 -0.0005 -0.0041  0.0042      40090.630            142204
    .00000    .00000    .00000    .00000    .00000    .00000              142205                
    30.178    12.489   996.600   986.578    14.922    80.000 0 0          142206                
        3.8819571849    .00959        -.0048218992    .01316  0           142208                
HART15M   KATH12M   0727-115 2019 07 05 06 29  47.0000000000              142301                
   -6689581.47154608    .00960  2178019.2247882040    .01957 0      I     142302                
    .00099    .00000    .00000    .00000  -1.389106023007821        0.    142303                
  0.199   0.246  0.0000  0.0001 -0.0115 -0.0041      -2480.244            142304
    .00000    .00000    .00000    .00000    .00000    .00000              142305                
     8.827    30.178   868.200   996.600    46.978    14.922 0 0          142306                
        -.2710554398    .00977        -.0192811992    .01340  0           142308                
HART15M   YARRA12M  0727-115 2019 07 05 06 29  47.0000000000              142401                
   -8964682.33267133    .00881  1755006.2743744080    .01797 0      I     142402                
    .00108    .00000    .00000    .00000  -3.276857268516008        0.    142403                
  0.199   0.403  0.0000 -0.0005 -0.0115  0.0042      37610.386            142404
    .00000    .00000    .00000    .00000    .00000    .00000              142405                
     8.827    12.489   868.200   986.578    46.978    80.000 0 0          142406                
        3.6281840097    .00667        -.0057976380    .00917  0           142408                
ISHIOKA   YARRA12M  0727-115 2019 07 05 06 29  47.0000000000              142501                
  -10097932.64259889    .01064  -391087.0791737423    .02097 0      I     142502                
    .00089    .00000    .00000    .00000   1.177122528137203        0.    142503                
  1.928   0.403  0.0025 -0.0005  0.0019  0.0042      47357.607            142504
    .00000    .00000    .00000    .00000    .00000    .00000              142505                
    21.051    12.489   994.500   986.578    94.254    80.000 0 0          142506                
         .4747920605    .00704         .0271949660    .00938  0           142508                
ISHIOKA   KATH12M   0727-115 2019 07 05 06 29  47.0000000000              142601                
   -7822832.24483864    .00922    31924.9424061339    .01879 0      I     142602                
    .00103    .00000    .00000    .00000  -2.811434447982163        0.    142603                
  1.928   0.246  0.0025  0.0001  0.0019 -0.0041       7266.977            142604
    .00000    .00000    .00000    .00000    .00000    .00000              142605                
    21.051    30.178   994.500   996.600    94.254    14.922 0 0          142606                
       -3.4267434891    .00875         .0140330048    .01200  0           142608                
HART15M   ISHIOKA   0727-115 2019 07 05 06 29  47.0000000000              142701                
    1133250.74189255    .00911  2146094.1934930680    .01858 0      I     142702                
    .00105    .00000    .00000    .00000   5.771784342006068        0.    142703                
  0.199   1.928  0.0000  0.0025 -0.0115  0.0019      -9747.221            142704
    .00000    .00000    .00000    .00000    .00000    .00000              142705                
     8.827    21.051   868.200   994.500    46.978    94.254 0 0          142706                
        3.1636294646    .00624        -.0319102974    .00859  0           142708                
FORTLEZA  WETTZELL  2309+454 2019 07 05 06 29  57.0000000000              142801                
   -4663858.07687588    .01690   617838.3351808165    .01075 0      I     142802                
    .00032    .00000    .00000    .00000  -1.932412723304924        0.    142803                
  1.123   0.420  0.0075 -0.0000 -0.0006 -0.0001     329844.148            142804
    .01175    .01178    .00000    .00000    .00000    .00000              142805                
    25.500    18.522  1010.200   947.478    84.235    52.280 0 0          142806                
        1.1110949823    .01108         .0098408667    .00476  0           142808                
NYALES20  WETTZELL  2309+454 2019 07 05 06 29  57.0000000000              142901                
   -1199773.47971052    .00970   357329.1049990777    .00617 0      I     142902                
    .00055    .00000    .00000    .00000  -6.277627289984591        0.    142903                
  0.462   0.420  0.0016 -0.0000 -0.0033 -0.0001     499083.338            142904
    .01505    .01178    .00000    .00000    .00000    .00000              142905                
    12.900    18.522  1009.700   947.478    55.267    52.280 0 0          142906                
         .9560098783    .00721        -.0160956053    .00309  0           142908                
MATERA    WETTZELL  2309+454 2019 07 05 06 29  57.0000000000              143001                
   -1056102.70637332    .01018  -117355.9171665928    .00647 0      I     143002                
    .00052    .00000    .00000    .00000  -2.832828686283206        0.    143003                
  0.478   0.420  0.0018 -0.0000 -0.0017 -0.0001       7715.049            143004
    .09184    .01178    .00000    .00000    .00000    .00000              143005                
    26.413    18.522   961.500   947.478    46.060    52.280 0 0          143006                
        -.5932837463    .01162        -.0035535267    .00410  0           143008                
FORTLEZA  NYALES20  2309+454 2019 07 05 06 29  57.0000000000              143101                
   -3464083.39428921    .02792   260509.2669685407    .01332 0      I     143102                
    .00017    .00000    .00000    .00000  -4.076251675022367        0.    143103                
  1.123   0.462  0.0075  0.0016 -0.0006 -0.0033    -169239.190            143104
    .01175    .01505    .00000    .00000    .00000    .00000              143105                
    25.500    12.900  1010.200  1009.700    84.235    55.267 0 0          143106                
         .1813743580    .01013         .0208810702    .00332  0           143108                
MATERA    NYALES20  2309+454 2019 07 05 06 29  57.0000000000              143201                
     143670.64329336    .01631  -474684.8663978559    .00778 0      I     143202                
    .00028    .00000    .00000    .00000   4.094392862051878        0.    143203                
  0.478   0.462  0.0018  0.0016 -0.0017 -0.0033    -491368.289            143204
    .09184    .01505    .00000    .00000    .00000    .00000              143205                
    26.413    12.900   961.500  1009.700    46.060    55.267 0 0          143206                
       -1.5122194448    .01094         .0309199687    .00292  0           143208                
FORTLEZA  MATERA    2309+454 2019 07 05 06 29  57.0000000000              143301                
   -3607755.77472809    .01956   735194.3524750319    .00635 0      I     143302                
    .00020    .00000    .00000    .00000  -2.010132286028925        0.    143303                
  1.123   0.478  0.0075  0.0018 -0.0006 -0.0017     322129.099            143304
    .01175    .09184    .00000    .00000    .00000    .00000              143305                
    25.500    26.413  1010.200   961.500    84.235    46.060 0 0          143306                
        1.7072725473    .01285        -.0088636995    .00234  0           143308                
WETTZELL  ZELENCHK  2309+454 2019 07 05 06 29  57.0000000000              143401                
    5067447.73446792    .00537   248489.7628974904    .00648 0      I     143402                
    .00137    .00000    .00000    .00000    .781717408454850        0.    143403                
  0.420   0.769 -0.0000  0.0004 -0.0001  0.0031     654400.022            143404
    .01178    .00000    .00000    .00000    .00000    .00000              143405                
    18.522    18.266   947.478   886.500    52.280    67.799 0 0          143406                
        2.2331274577    .00662        -.0229913779    .00569  0           143408                
MATERA    ZELENCHK  2309+454 2019 07 05 06 29  57.0000000000              143501                
    4011344.75254875    .00891   131133.8718472758    .01076 0      I     143502                
    .00082    .00000    .00000    .00000   3.209224428420682        0.    143503                
  0.478   0.769  0.0018  0.0004 -0.0017  0.0031     662115.071            143504
    .09184    .00000    .00000    .00000    .00000    .00000              143505                
    26.413    18.266   961.500   886.500    46.060    67.799 0 0          143506                
        1.6345234803    .01065        -.0109493127    .00835  0           143508                
NYALES20  ZELENCHK  2309+454 2019 07 05 06 29  57.0000000000              143601                
    3867673.94047044    .00994   605818.9768973235    .01199 0      I     143602                
    .00074    .00000    .00000    .00000   2.082883455423273        0.    143603                
  0.462   0.769  0.0016  0.0004 -0.0033  0.0031    1153483.360            143604
    .01505    .00000    .00000    .00000    .00000    .00000              143605                
    12.900    18.266  1009.700   886.500    55.267    67.799 0 0          143606                
        3.1662556309    .00770         .0149504924    .00664  0           143608                
FORTLEZA  ZELENCHK  2309+454 2019 07 05 06 29  57.0000000000              143701                
     403588.49457390    .01710   866328.4112480609    .02064 0      I     143702                
    .00043    .00000    .00000    .00000   2.010956667544359        0.    143703                
  1.123   0.769  0.0075  0.0004 -0.0006  0.0031     984244.170            143704
    .01175    .00000    .00000    .00000    .00000    .00000              143705                
    25.500    18.266  1010.200   886.500    84.235    67.799 0 0          143706                
        3.3473176472    .01174        -.0170272010    .01013  0           143708                
KATH12M   YARRA12M  1144-379 2019 07 05 06 31  47.0000000000              143801                
     617613.75030179    .02059  -216636.5561573028    .02832 0      I     143802                
    .00038    .00000    .00000    .00000   4.315430172522384        0.    143803                
  0.238   0.433  0.0026  0.0005  0.0018 -0.0066      40091.072            143804
    .00000    .00000    .00000    .00000    .00000    .00000              143805                
    30.081    12.875   996.581   986.500    15.000    79.963 0 0          143806                
        3.8821505443    .01153         .0087677727    .01075  0           143808                
ISHIOKA   YARRA12M  1144-379 2019 07 05 06 31  47.0000000000              143901                
  -12194523.64935860    .02805  -426246.5956908313    .05720 0      I     143902                
    .00034    .00000    .00000    .00000   1.563908326951516        0.    143903                
  3.200   0.433  0.0113  0.0005 -0.0014 -0.0066      47357.889            143904
    .00000    .00000    .00000    .00000    .00000    .00000              143905                
    20.910    12.875   994.490   986.500    93.887    79.963 0 0          143906                
         .2938342116    .00981         .0035753231    .01380  0           143908                
ISHIOKA   KATH12M   1144-379 2019 07 05 06 31  47.0000000000              144001                
  -12812140.12937316    .02306  -209610.4941113860    .04546 0      I     144002                
    .00041    .00000    .00000    .00000  -1.534580931237290        0.    144003                
  3.200   0.238  0.0113  0.0026 -0.0014  0.0018       7266.816            144004
    .00000    .00000    .00000    .00000    .00000    .00000              144005                
    20.910    30.081   994.490   996.581    93.887    15.000 0 0          144006                
       -3.6222905214    .01159         .0277082437    .01552  0           144008                
HART15M   ZELENCHK  0003-066 2019 07 05 06 33  23.0000000000              144101                
    8368972.14649265    .00329   -42581.0287013036    .00671 0      I     144102                
    .00290    .00000    .00000    .00000   5.667236094460610        0.    144103                
  0.150   1.817 -0.0015 -0.0017  0.0047  0.0222     636152.176            144104
    .00000    .00000    .00000    .00000    .00000    .00000              144105                
     9.079    18.482   868.200   886.500    44.734    68.003 0 0          144106                
        3.3449734906    .00310        -.0281599631    .00451  0           144108                
WETTZELL  ZELENCHK  0003-066 2019 07 05 06 33  23.0000000000              144201                
    4377057.59414263    .00139   434690.4809643885    .00284 0      I     144202                
    .00684    .00000    .00000    .00000    .732963517590014        0.    144203                
  0.782   1.817  0.0004 -0.0017 -0.0002  0.0222     654400.582            144204
    .01203    .00000    .00000    .00000    .00000    .00000              144205                
    18.652    18.482   947.400   886.500    50.678    68.003 0 0          144206                
        2.3187831536    .00360        -.0073250260    .00523  0           144208                
HART15M   WETTZELL  0003-066 2019 07 05 06 33  23.0000000000              144301                
    3991912.83107398    .00412  -477271.2141435246    .00839 0      I     144302                
    .00232    .00000    .00000    .00000   3.149765628659138        0.    144303                
  0.150   0.782 -0.0015  0.0004  0.0047 -0.0002     -18248.406            144304
    .00000    .01203    .00000    .00000    .00000    .00000              144305                
     9.079    18.652   868.200   947.400    44.734    50.678 0 0          144306                
        1.0251618395    .00542        -.0286049074    .00742  0           144308                
KATH12M   YARRA12M  1057-797 2019 07 05 06 34  22.0000000000              144401                
   -4290044.02674538    .01252   -59084.6807538738    .01609 0      I     144402                
    .00061    .00000    .00000    .00000  -2.896399673083942        0.    144403                
  0.517   0.582  0.0242  0.0028  0.0008 -0.0018      40091.644            144404
    .00000    .00000    .00000    .00000    .00000    .00000              144405                
    30.024    13.239   996.500   986.500    15.000    79.486 0 0          144406                
        3.8431397649    .01340        -.0252642792    .01158  0           144408                
WETTZELL  ZELENCHK  2214+350 2019 07 05 06 36  11.0000000000              144501                
    6434067.28232281    .00958   192378.1994445557    .01955 0      I     144502                
    .00099    .00000    .00000    .00000    .602881946777312        0.    144503                
  0.528   1.210 -0.0000  0.0006 -0.0001  0.0091     654401.039            144504
    .01061    .00000    .00000    .00000    .00000    .00000              144505                
    18.870    18.415   947.400   886.500    52.226    65.538 0 0          144506                
        2.2653677128    .01340        -.0364036177    .01945  0           144508                
ISHIOKA   KATH12M   1546+027 2019 07 05 06 37   3.0000000000              144601                
    2764376.00747767    .02823  -280960.0724272571    .04770 0      I     144602                
    .00031    .00000    .00000    .00000    .150037552322291        0.    144603                
  3.299   1.984  0.0014 -0.0278 -0.0036  0.3623       7266.391            144604
    .00000    .00000    .00000    .00000    .00000    .00000              144605                
    21.047    30.038   994.400   996.500    94.770    15.104 0 0          144606                
       -3.2705628398    .02771         .0124398053    .03148  0           144608                
FORTLEZA  WETTZELL  2318+049 2019 07 05 06 39  29.0000000000              144701                
    9624892.28168317    .01450   881030.1528669819    .02680 0      I     144702                
    .00063    .00000    .00000    .00000   -.055841095157754        0.    144703                
  0.741   0.706  0.0006  0.0003 -0.0004 -0.0002     329842.803            144704
    .01600    .01025    .00000    .00000    .00000    .00000              144705                
    25.532    18.659  1010.263   947.400    83.991    53.655 0 0          144706                
        1.2170005311    .01202        -.0401417304    .01496  0           144708                
MATERA    WETTZELL  2318+049 2019 07 05 06 39  29.0000000000              144801                
     562219.40904606    .00874  -167833.5972363549    .01615 8      I     144802                
    .00104    .00000    .00000    .00000    .321745246434556        0.    144803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            144804
   -.09725    .01025    .00000    .00000    .00000    .00000              144805                
    26.614    18.659   961.493   947.400    45.664    53.655 0 0          144806                
         .0000000000    .00000         .0000000000    .00000  0           144808                
FORTLEZA  MATERA    2318+049 2019 07 05 06 39  29.0000000000              144901                
    9062674.36193614    .01487  1048863.7732696690    .01333 0      I     144902                
    .00043    .00000    .00000    .00000   2.919273031054415        0.    144903                
  0.741   0.542  0.0006 -0.0058 -0.0004 -0.0049     322127.323            144904
    .01600   -.09725    .00000    .00000    .00000    .00000              144905                
    25.532    26.614  1010.263   961.493    83.991    45.664 0 0          144906                
        1.7512323402    .01562        -.0291389059    .00777  0           144908                
HART15M   ZELENCHK  2318+049 2019 07 05 06 39  29.0000000000              145001                
    3271432.02488076    .03894  -131949.9457345072    .07942 0      I     145002                
    .00024    .00000    .00000    .00000    .125733460990444        0.    145003                
  0.269   1.875 -0.0054 -0.0003  0.0141  0.0256     636153.061            145004
    .00000    .00000    .00000    .00000    .00000    .00000              145005                
    10.021    18.521   868.200   886.500    42.676    64.440 0 0          145006                
        3.2679216824    .00725        -.0328906962    .01136  0           145008                
WETTZELL  ZELENCHK  2318+049 2019 07 05 06 39  29.0000000000              145101                
    5885196.52066459    .00431   354176.5324582703    .00879 0      I     145102                
    .00221    .00000    .00000    .00000    .642250391907517        0.    145103                
  0.706   1.875  0.0003 -0.0003 -0.0002  0.0256     654401.578            145104
    .01025    .00000    .00000    .00000    .00000    .00000              145105                
    18.659    18.521   947.400   886.500    53.655    64.440 0 0          145106                
        2.3039349242    .00668        -.0128946955    .00970  0           145108                
HART15M   WETTZELL  2318+049 2019 07 05 06 39  29.0000000000              145201                
   -2613763.55009593    .02148  -486126.3836827026    .03971 0      I     145202                
    .00042    .00000    .00000    .00000  -3.041055925594321        0.    145203                
  0.269   0.706 -0.0054  0.0003  0.0141 -0.0002     -18248.517            145204
    .00000    .01025    .00000    .00000    .00000    .00000              145205                
    10.021    18.659   868.200   947.400    42.676    53.655 0 0          145206                
         .9499206548    .00747        -.0162444789    .00952  0           145208                
HART15M   MATERA    2318+049 2019 07 05 06 39  29.0000000000              145301                
   -3175983.53540944    .05490  -318292.7178149678    .06126 0      I     145302                
    .00013    .00000    .00000    .00000  -5.735582928044186        0.    145303                
  0.269   0.542 -0.0054 -0.0058  0.0141 -0.0049     -25963.997            145304
    .00000   -.09725    .00000    .00000    .00000    .00000              145305                
    10.021    26.614   868.200   961.493    42.676    45.664 0 0          145306                
        1.5394641821    .01152        -.0263969291    .00811  0           145308                
MATERA    ZELENCHK  2318+049 2019 07 05 06 39  29.0000000000              145401                
    6447416.13298586    .00706   186342.8760053880    .01439 0      I     145402                
    .00135    .00000    .00000    .00000   4.954343557005005        0.    145403                
  0.542   1.875 -0.0058 -0.0003 -0.0049  0.0256     662117.058            145404
   -.09725    .00000    .00000    .00000    .00000    .00000              145405                
    26.614    18.521   961.493   886.500    45.664    64.440 0 0          145406                
        1.7251211772    .01060        -.0049337482    .01403  0           145408                
FORTLEZA  ZELENCHK  2318+049 2019 07 05 06 39  29.0000000000              145501                
   15510092.18311147    .01135  1235206.6717922020    .02314 0      I     145502                
    .00084    .00000    .00000    .00000    .636832057511697        0.    145503                
  0.741   1.875  0.0006 -0.0003 -0.0004  0.0256     984244.381            145504
    .01600    .00000    .00000    .00000    .00000    .00000              145505                
    25.532    18.521  1010.263   886.500    83.991    64.440 0 0          145506                
        3.4898801144    .01245        -.0212484042    .01809  0           145508                
FORTLEZA  HART15M   2318+049 2019 07 05 06 39  29.0000000000              145601                
   12238644.44079367    .10180  1367174.5186042580    .11360 2      I     145602                
    .00008    .00000    .00000    .00000    .904367295087631        0.    145603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            145604
    .01600    .00000    .00000    .00000    .00000    .00000              145605                
    25.532    10.021  1010.263   868.200    83.991    42.676 0 0          145606                
        1.5705017841    .01204       -1.3350880884    .01114  0           145608                
KATH12M   YARRA12M  1034-293 2019 07 05 06 39  46.0000000000              145701                
     313119.78418642    .02469  -326187.5137975856    .03042 0      I     145702                
    .00030    .00000    .00000    .00000   4.831290600941240        0.    145703                
  0.222   0.385  0.0012  0.0001  0.0003 -0.0029      40092.841            145704
    .00000    .00000    .00000    .00000    .00000    .00000              145705                
    29.800    13.541   996.500   986.500    15.398    76.932 0 0          145706                
        3.9147922634    .01745        -.0254284605    .01450  0           145708                
ISHIOKA   YARRA12M  1034-293 2019 07 05 06 39  46.0000000000              145801                
  -11421836.11209298    .02997  -496295.7668147230    .01927 0      I     145802                
    .00018    .00000    .00000    .00000  -1.806775968351564        0.    145803                
  1.893   0.385  0.0036  0.0001  0.0000 -0.0029      47359.013            145804
    .00000    .00000    .00000    .00000    .00000    .00000              145805                
    21.135    13.541   994.357   986.500    94.957    76.932 0 0          145806                
         .3931783717    .00902        -.0051721729    .00404  0           145808                
ISHIOKA   KATH12M   1034-293 2019 07 05 06 39  46.0000000000              145901                
  -11734959.72571339    .04039  -170108.0366570735    .04875 0      I     145902                
    .00018    .00000    .00000    .00000  -3.280342014802377        0.    145903                
  1.893   0.222  0.0036  0.0012  0.0000  0.0003       7266.172            145904
    .00000    .00000    .00000    .00000    .00000    .00000              145905                
    21.135    29.800   994.357   996.500    94.957    15.398 0 0          145906                
       -3.4901862754    .01403        -.0035884173    .01168  0           145908                
ISHIOKA   NYALES20  1639+230 2019 07 05 06 43  27.0000000000              146001                
     658199.79850262    .02759  1309532.0074455820    .03400 0      I     146002                
    .00027    .00000    .00000    .00000   1.961152891998787        0.    146003                
  2.814   1.626 -0.0025 -0.0394  0.0004 -0.0419    -507582.041            146004
    .00000   -.05790    .00000    .00000    .00000    .00000              146005                
    20.835    12.213   994.200  1009.613    94.832    56.047 0 0          146006                
       -3.1101002346    .01447        -.0315296984    .01210  0           146008                
KATH12M   YARRA12M  1124-186 2019 07 05 06 43  53.0000000000              146101                
    2307868.03618355    .02126  -303969.0083450101    .01676 0      I     146102                
    .00028    .00000    .00000    .00000   1.521122646668575        0.    146103                
  0.227   0.424  0.0004 -0.0002  0.0011 -0.0056      40093.752            146104
    .00000    .00000    .00000    .00000    .00000    .00000              146105                
    29.818    13.807   996.500   986.500    15.000    74.333 0 0          146106                
        3.9014217821    .01807         .0237378021    .00959  0           146108                
MATERA    WETTZELL  0529+483 2019 07 05 06 44  10.0000000000              146201                
    -148676.04337937    .00607    41311.3781080346    .01196 0      I     146202                
    .00156    .00000    .00000    .00000   -.694138423901213        0.    146203                
  0.307   0.430  0.0018 -0.0000  0.0012  0.0001       7715.691            146204
   -.09672    .01552    .00000    .00000    .00000    .00000              146205                
    26.817    18.373   961.400   947.400    47.732    54.984 0 0          146206                
        -.5908005187    .01702         .0086342812    .01854  0           146208                
HART15M   ZELENCHK  0529+483 2019 07 05 06 44  10.0000000000              146301                
  -16567733.64031884    .00562   259815.1389382351    .01146 0      I     146302                
    .00170    .00000    .00000    .00000  -3.241548279835410        0.    146303                
  0.565   0.538 -0.0783 -0.0000 -0.0274 -0.0005     636153.741            146304
    .00000    .00000    .00000    .00000    .00000    .00000              146305                
    10.216    18.700   868.200   886.508    41.569    63.061 0 0          146306                
        2.9258584637    .00711         .0184647944    .01033  0           146308                
WETTZELL  ZELENCHK  0529+483 2019 07 05 06 44  10.0000000000              146401                
   -2130156.97788526    .00246   260725.8034576679    .00502 0      I     146402                
    .00387    .00000    .00000    .00000  -4.922873515035756        0.    146403                
  0.430   0.538 -0.0000 -0.0000  0.0001 -0.0005     654402.343            146404
    .01552    .00000    .00000    .00000    .00000    .00000              146405                
    18.373    18.700   947.400   886.508    54.984    63.061 0 0          146406                
        2.1867777759    .00532         .0023570784    .00772  0           146408                
HART15M   WETTZELL  0529+483 2019 07 05 06 44  10.0000000000              146501                
  -14437572.89308526    .00769     -910.4252495232    .01568 0      I     146502                
    .00124    .00000    .00000    .00000  -5.154348020134392        0.    146503                
  0.565   0.430 -0.0783 -0.0000 -0.0274  0.0001     -18248.602            146504
    .00000    .01552    .00000    .00000    .00000    .00000              146505                
    10.216    18.373   868.200   947.400    41.569    54.984 0 0          146506                
         .7382664275    .00939        -.0011721560    .01286  0           146508                
HART15M   MATERA    0529+483 2019 07 05 06 44  10.0000000000              146601                
  -14288896.26911901    .01318   -42221.8882045330    .02687 0      I     146602                
    .00072    .00000    .00000    .00000  -5.466017762506365        0.    146603                
  0.565   0.307 -0.0783  0.0018 -0.0274  0.0012     -25964.293            146604
    .00000   -.09672    .00000    .00000    .00000    .00000              146605                
    10.216    26.817   868.200   961.400    41.569    47.732 0 0          146606                
        1.3199036392    .02097         .0215815245    .02366  0           146608                
MATERA    ZELENCHK  0529+483 2019 07 05 06 44  10.0000000000              146701                
   -2278833.04840003    .00445   302037.1634479302    .00907 0      I     146702                
    .00214    .00000    .00000    .00000  -1.393283324335665        0.    146703                
  0.307   0.538  0.0018 -0.0000  0.0012 -0.0005     662118.034            146704
   -.09672    .00000    .00000    .00000    .00000    .00000              146705                
    26.817    18.700   961.400   886.508    47.732    63.061 0 0          146706                
        1.5894128602    .01124         .0021068947    .01485  0           146708                
FORTLEZA  ISHIOKA   1751+288 2019 07 05 06 46  49.0000000000              146801                
     844239.21938062    .03520 -2391926.0287579690    .02002 0      I     146802                
    .00014    .00000    .00000    .00000    .317421304799190        0.    146803                
  4.641   6.429  0.0711 -0.0263  0.1180  0.0081     338343.109            146804
    .01925    .00000    .00000    .00000    .00000    .00000              146805                
    25.556    20.741  1010.312   994.200    83.804    95.229 0 0          146806                
        3.4415037302    .02251         .0355086166    .00865  0           146808                
KATH12M   YARRA12M  OJ287    2019 07 05 06 49  45.0000000000              146901                
    2115096.23134667    .00656  -414533.2406682782    .01337 0      I     146902                
    .00147    .00000    .00000    .00000   4.474298117873862        0.    146903                
  0.311   0.537 -0.0034 -0.0021 -0.0026  0.0020      40095.049            146904
    .00000    .00000    .00000    .00000    .00000    .00000              146905                
    29.900    14.300   996.500   986.500    15.000    70.567 0 0          146906                
        3.9403054372    .00868        -.0245476591    .01189  0           146908                
ISHIOKA   YARRA12M  OJ287    2019 07 05 06 49  45.0000000000              147001                
    4193645.80026140    .00557  -467282.8246211960    .01136 0      I     147002                
    .00173    .00000    .00000    .00000   2.597024147568210        0.    147003                
  0.931   0.537  0.0002 -0.0021 -0.0002  0.0020      47360.415            147004
    .00000    .00000    .00000    .00000    .00000    .00000              147005                
    20.826    14.300   994.213   986.500    95.687    70.567 0 0          147006                
         .7280532442    .00573        -.0292450961    .00786  0           147008                
ISHIOKA   KATH12M   OJ287    2019 07 05 06 49  45.0000000000              147101                
    2078550.42262643    .00538   -52749.6145139408    .01061 0      I     147102                
    .00176    .00000    .00000    .00000   4.824818586860129        0.    147103                
  0.931   0.311  0.0002 -0.0034 -0.0002 -0.0026       7265.366            147104
    .00000    .00000    .00000    .00000    .00000    .00000              147105                
    20.826    29.900   994.213   996.500    95.687    15.000 0 0          147106                
       -3.2005130988    .00589         .0063441424    .00781  0           147108                
NYALES20  WETTZELL  0446+112 2019 07 05 06 50  20.0000000000              147201                
   -6920615.79450401    .00991  -390401.0420380667    .01085 0      I     147202                
    .00071    .00000    .00000    .00000   -.283543731914997        0.    147203                
  1.160   0.539  0.0160  0.0002  0.0211  0.0001     499079.419            147204
   -.00492    .01242    .00000    .00000    .00000    .00000              147205                
    11.837    19.185  1009.500   947.400    56.453    54.176 0 0          147206                
         .9270567714    .00750        -.0004826793    .00553  0           147208                
MATERA    WETTZELL  0446+112 2019 07 05 06 50  20.0000000000              147301                
    1928725.43646320    .01052    23698.7380582215    .01152 0      I     147302                
    .00066    .00000    .00000    .00000   1.386185467398386        0.    147303                
  0.273   0.539 -0.0036  0.0002  0.0015  0.0001       7715.968            147304
   -.20693    .01242    .00000    .00000    .00000    .00000              147305                
    27.100    19.185   961.400   947.400    46.047    54.176 0 0          147306                
        -.5547185853    .01325        -.0161810499    .00805  0           147308                
MATERA    NYALES20  0446+112 2019 07 05 06 50  20.0000000000              147401                
    8849344.77433919    .01657   414099.6838693551    .01342 0      I     147402                
    .00036    .00000    .00000    .00000    .915017209707831        0.    147403                
  0.273   1.160 -0.0036  0.0160  0.0015  0.0211    -491363.451            147404
   -.20693   -.00492    .00000    .00000    .00000    .00000              147405                
    27.100    11.837   961.400  1009.500    46.047    56.453 0 0          147406                
       -1.4971930850    .01132        -.0140075062    .00513  0           147408                
HART15M   ZELENCHK  0446+112 2019 07 05 06 50  20.0000000000              147501                
   -1796113.48105032    .01052   348716.5119946849    .02145 0      I     147502                
    .00091    .00000    .00000    .00000  -2.905729259014708        0.    147503                
  0.136   0.667 -0.0026  0.0001 -0.0014 -0.0003     636154.636            147504
    .00000    .00000    .00000    .00000    .00000    .00000              147505                
    10.432    18.685   868.200   886.585    41.128    62.629 0 0          147506                
        3.1647785416    .00884         .0127804741    .01287  0           147508                
HART15M   NYALES20  0446+112 2019 07 05 06 50  20.0000000000              147601                
    8332320.67475239    .01645   283975.6040445474    .01333 0      I     147602                
    .00037    .00000    .00000    .00000    .129786068122623        0.    147603                
  0.136   1.160 -0.0026  0.0160 -0.0014  0.0211    -517328.134            147604
    .00000   -.00492    .00000    .00000    .00000    .00000              147605                
    10.432    11.837   868.200  1009.500    41.128    56.453 0 0          147606                
         .0785186864    .00965        -.0131921568    .00529  0           147608                
WETTZELL  ZELENCHK  0446+112 2019 07 05 06 50  20.0000000000              147701                
   -3207815.67974008    .00584   455141.7297016332    .01191 0      I     147702                
    .00163    .00000    .00000    .00000  -3.072220236670428        0.    147703                
  0.539   0.667  0.0002  0.0001  0.0001 -0.0003     654403.351            147704
    .01242    .00000    .00000    .00000    .00000    .00000              147705                
    19.185    18.685   947.400   886.585    54.176    62.629 0 0          147706                
        2.1540952193    .00777        -.0062175826    .01128  0           147708                
HART15M   WETTZELL  0446+112 2019 07 05 06 50  20.0000000000              147801                
    1411701.56912327    .01200  -106425.3115553465    .01314 0      I     147802                
    .00058    .00000    .00000    .00000   4.513199977181086        0.    147803                
  0.136   0.539 -0.0026  0.0002 -0.0014  0.0001     -18248.714            147804
    .00000    .01242    .00000    .00000    .00000    .00000              147805                
    10.432    19.185   868.200   947.400    41.128    54.176 0 0          147806                
         .9933918173    .00892        -.0356583679    .00659  0           147808                
HART15M   MATERA    0446+112 2019 07 05 06 50  20.0000000000              147901                
    -517023.85065881    .01513  -130124.0794090870    .00860 0      I     147902                
    .00033    .00000    .00000    .00000  -2.481494621583919        0.    147903                
  0.136   0.273 -0.0026 -0.0036 -0.0014  0.0015     -25964.683            147904
    .00000   -.20693    .00000    .00000    .00000    .00000              147905                
    10.432    27.100   868.200   961.400    41.128    46.047 0 0          147906                
        1.5589891770    .01060        -.0155908877    .00337  0           147908                
MATERA    ZELENCHK  0446+112 2019 07 05 06 50  20.0000000000              148001                
   -1279089.37501804    .01052   478840.5290949702    .02146 1      I     148002                
    .00091    .00000    .00000    .00000   -.419335652737047        0.    148003                
