DATA IN NGS FORMAT FROM DATABASE 19JUN20XE_V006                                                 
Observed delays and rates in card #2, modified errors in card #9                                
       -7.9949465634    .01154        -.0235101194    .01617  0           538708                
ISHIOKA   KATH12M   1741-038 2019 06 21 16 08  49.0000000000              538801                
   -5335964.14530032    .00983   -87761.4875811715    .02004 0      I     538802                
    .00097    .00000    .00000    .00000   -.489469101227416        0.    538803                
  1.050   0.210 -0.0013 -0.0003  0.0026  0.0003       2949.022            538804
    .00000    .00000    .00000    .00000    .00000    .00000              538805                
    20.460    11.900   995.900   999.600    98.900    50.023 0 0          538806                
       -4.3121513296    .00716        -.0028226851    .00984  0           538808                
ISHIOKA   YARRA12M  1741-038 2019 06 21 16 08  49.0000000000              538901                
   -4633596.88913062    .01123  -522597.2781377172    .02290 0      I     538902                
    .00086    .00000    .00000    .00000   1.165689710735548        0.    538903                
  1.050   0.537 -0.0013  0.0006  0.0026  0.0000      14861.117            538904
    .00000    .00000    .00000    .00000    .00000    .00000              538905                
    20.460    13.920   995.900   982.500    98.900    89.700 0 0          538906                
       -4.0029891115    .00847        -.0086939319    .01164  0           538908                
KATH12M   YARRA12M  1741-038 2019 06 21 16 08  49.0000000000              539001                
     702364.93678336    .00958  -434835.8433801077    .01954 0      I     539002                
    .00100    .00000    .00000    .00000   1.040853435426838        0.    539003                
  0.210   0.537 -0.0003  0.0006  0.0003  0.0000      11912.094            539004
    .00000    .00000    .00000    .00000    .00000    .00000              539005                
    11.900    13.920   999.600   982.500    50.023    89.700 0 0          539006                
         .3231821863    .00899        -.0213622517    .01234  0           539008                
WARK12M   YARRA12M  1741-038 2019 06 21 16 08  49.0000000000              539101                
  246379698.05629960    .01308 -1061396.3462457330    .02864 0      I     539102                
    .00076    .00000    .00000    .00000   3.954259189704672        0.    539103                
  0.496   0.537 -0.0004  0.0006 -0.0130  0.0000  256116120.018            539104
    .00000    .00000    .00000    .00000    .00000    .00000              539105                
     9.152    13.920  1003.500   982.500   100.000    89.700 0 0          539106                
       -3.3745206467    .01357         .0361822131    .01997  0           539108                
KATH12M   WARK12M   1741-038 2019 06 21 16 08  49.0000000000              539201                
 -245677321.82930490    .01213   626560.6414342574    .02657 0      I     539202                
    .00082    .00000    .00000    .00000   -.155042347735093        0.    539203                
  0.210   0.496 -0.0003 -0.0004  0.0003 -0.0130 -256104207.924            539204
    .00000    .00000    .00000    .00000    .00000    .00000              539205                
    11.900     9.152   999.600  1003.500    50.023   100.000 0 0          539206                
        3.7035863429    .01498        -.0102821494    .02204  0           539208                
ISHIOKA   WARK12M   1741-038 2019 06 21 16 08  49.0000000000              539301                
 -251013289.31089540    .01284   538799.4032952212    .02713 0      I     539302                
    .00076    .00000    .00000    .00000  -3.529965696413792        0.    539303                
  1.050   0.496 -0.0013 -0.0004  0.0026 -0.0130 -256101258.901            539304
    .00000    .00000    .00000    .00000    .00000    .00000              539305                
    20.460     9.152   995.900  1003.500    98.900   100.000 0 0          539306                
        -.6017380116    .01358         .0136482071    .01928  0           539308                
WARK12M   YARRA12M  0308-611 2019 06 21 16 11  58.0000000000              539401                
  266597650.02960720    .03361   171932.2050380948    .02395 1      I     539402                
    .00017    .00000    .00000    .00000   -.993016004872126        0.    539403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            539404
    .00000    .00000    .00000    .00000    .00000    .00000              539405                
     8.653    14.034  1003.400   982.500   100.000    89.734 0 0          539406                
       -3.3599001525    .01661        -.0278385887    .00805  0           539408                
MEDICINA  NYALES20  3C418    2019 06 21 16 12  35.0000000000              539501                
  -10534221.09209764    .00607   285811.3510748781    .01238 0      I     539502                
    .00160    .00000    .00000    .00000  -1.893765728514022        0.    539503                
  3.270   0.414 -0.0548  0.0013 -0.0171  0.0015    -164799.432            539504
    .00000    .02917    .00000    .00000    .00000    .00000              539505                
    30.787     5.900  1011.100  1008.800    39.613    76.913 0 0          539506                
       -3.5069221660    .00384        -.0210810194    .00440  0           539508                
BADARY    NYALES20  3C418    2019 06 21 16 12  35.0000000000              539601                
    3193465.02620895    .01215   384612.6145354125    .02478 0      I     539602                
    .00078    .00000    .00000    .00000   3.732505755217044        0.    539603                
  0.772   0.414 -0.0016  0.0013  0.0016  0.0015    -388587.905            539604
    .00000    .02917    .00000    .00000    .00000    .00000              539605                
    14.500     5.900   918.308  1008.800    92.000    76.913 0 0          539606                
       -3.9727335585    .00290        -.0014493852    .00421  0           539608                
ISHIOKA   MEDICINA  3C418    2019 06 21 16 12  35.0000000000              539701                
   16233876.80397296    .00763  -165189.2758545707    .01555 0      I     539702                
    .00128    .00000    .00000    .00000   1.835851295868614        0.    539703                
  0.761   3.270  0.0003 -0.0548 -0.0006 -0.0171      -8499.451            539704
    .00000    .00000    .00000    .00000    .00000    .00000              539705                
    20.181    30.787   995.900  1011.100    98.900    39.613 0 0          539706                
        -.1165323613    .00766         .0136416635    .00868  0           539708                
BADARY    ISHIOKA   3C418    2019 06 21 16 12  35.0000000000              539801                
   -2506195.01411850    .00508   263989.8600159807    .01036 0      I     539802                
    .00188    .00000    .00000    .00000  -1.719344656080372        0.    539803                
  0.772   0.761 -0.0016  0.0003  0.0016 -0.0006    -215289.022            539804
    .00000    .00000    .00000    .00000    .00000    .00000              539805                
    14.500    20.181   918.308   995.900    92.000    98.900 0 0          539806                
        -.3163608087    .00270         .0110265119    .00374  0           539808                
BADARY    MEDICINA  3C418    2019 06 21 16 12  35.0000000000              539901                
   13727682.13433688    .00669    98800.7691684690    .01364 0      I     539902                
    .00145    .00000    .00000    .00000    .964538623598827        0.    539903                
  0.772   3.270 -0.0016 -0.0548  0.0016 -0.0171    -223788.473            539904
    .00000    .00000    .00000    .00000    .00000    .00000              539905                
    14.500    30.787   918.308  1011.100    92.000    39.613 0 0          539906                
        -.4166370823    .00217         .0160539570    .00260  0           539908                
ISHIOKA   NYALES20  3C418    2019 06 21 16 12  35.0000000000              540001                
    5699660.37609477    .01407   120622.5821039582    .02869 0      I     540002                
    .00068    .00000    .00000    .00000    .601355089945342        0.    540003                
  0.761   0.414  0.0003  0.0013 -0.0006  0.0015    -173298.883            540004
    .00000    .02917    .00000    .00000    .00000    .00000              540005                
    20.181     5.900   995.900  1008.800    98.900    76.913 0 0          540006                
       -3.6541571537    .00823        -.0039577974    .01136  0           540008                
MEDICINA  ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              540101                
   -3298916.47767956    .00291  -239643.4140248319    .00594 8      I     540102                
    .00334    .00000    .00000    .00000  -5.621555424914698        0.    540103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            540104
    .00000    .00000    .00000    .00000    .00000    .00000              540105                
    30.787    20.162  1011.100   885.500    39.613    64.019 0 0          540106                
         .0000000000    .00000         .0000000000    .00000  0           540108                
ISHIOKA   KATH12M   3C418    2019 06 21 16 12  35.0000000000              540201                
   12468820.56111784    .04084  -168542.8783748014    .08329 0      I     540202                
    .00024    .00000    .00000    .00000   4.116072324905668        0.    540203                
  0.761   0.567  0.0003 -0.0114 -0.0006 -0.0019       2948.907            540204
    .00000    .00000    .00000    .00000    .00000    .00000              540205                
    20.181    11.917   995.900   999.600    98.900    50.132 0 0          540206                
       -4.2140314695    .01043        -.0020318676    .01503  0           540208                
BADARY    ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              540301                
   10428762.25645716    .00234  -140842.3798896640    .00476 8      I     540302                
    .00408    .00000    .00000    .00000   1.090041687865466        0.    540303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            540304
    .00000    .00000    .00000    .00000    .00000    .00000              540305                
    14.500    20.162   918.308   885.500    92.000    64.019 0 0          540306                
         .0000000000    .00000         .0000000000    .00000  0           540308                
NYALES20  ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              540401                
    7235299.17612283    .00734  -525454.7074435339    .01498 8      I     540402                
    .00130    .00000    .00000    .00000   4.262063353754395        0.    540403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            540404
    .02917    .00000    .00000    .00000    .00000    .00000              540405                
     5.900    20.162  1008.800   885.500    76.913    64.019 0 0          540406                
         .0000000000    .00000         .0000000000    .00000  0           540408                
ISHIOKA   ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              540501                
   12934956.35191674    .00856  -404832.2951913273    .01745 8      I     540502                
    .00111    .00000    .00000    .00000   3.919628241837609        0.    540503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            540504
    .00000    .00000    .00000    .00000    .00000    .00000              540505                
    20.181    20.162   995.900   885.500    98.900    64.019 0 0          540506                
         .0000000000    .00000         .0000000000    .00000  0           540508                
KOKEE     MEDICINA  3C418    2019 06 21 16 12  35.0000000000              540601                
   11388428.94579242    .00826 -1007055.3322418510    .01684 0      I     540602                
    .00118    .00000    .00000    .00000    .443855277024865        0.    540603                
  0.447   3.270  0.0010 -0.0548  0.0033 -0.0171     -12867.121            540604
   -.04524    .00000    .00000    .00000    .00000    .00000              540605                
    15.519    30.787   885.219  1011.100    85.844    39.613 0 0          540606                
        -.2812149800    .00800         .0396463835    .00907  0           540608                
KOKEE     ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              540701                
    8089509.70814271    .00568 -1246698.2476956580    .01159 8      I     540702                
    .00168    .00000    .00000    .00000  -1.105606998909624        0.    540703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            540704
   -.04524    .00000    .00000    .00000    .00000    .00000              540705                
    15.519    20.162   885.219   885.500    85.844    64.019 0 0          540706                
         .0000000000    .00000         .0000000000    .00000  0           540708                
KOKEE     NYALES20  3C418    2019 06 21 16 12  35.0000000000              540801                
     854211.05011600    .02178  -721243.8769466414    .04442 0      I     540802                
    .00044    .00000    .00000    .00000   3.541373080627038        0.    540803                
  0.447   0.414  0.0010  0.0013  0.0033  0.0015    -177666.553            540804
   -.04524    .02917    .00000    .00000    .00000    .00000              540805                
    15.519     5.900   885.219  1008.800    85.844    76.913 0 0          540806                
       -3.8291451317    .00758         .0412989998    .01066  0           540808                
ISHIOKA   KOKEE     3C418    2019 06 21 16 12  35.0000000000              540901                
    4845452.65138378    .01750   841867.2860375124    .03569 0      I     540902                
    .00054    .00000    .00000    .00000   2.364848432154557        0.    540903                
  0.761   0.447  0.0003  0.0010 -0.0006  0.0033       4367.671            540904
    .00000   -.04524    .00000    .00000    .00000    .00000              540905                
    20.181    15.519   995.900   885.219    98.900    85.844 0 0          540906                
         .1735174130    .00517        -.0574725912    .00735  0           540908                
BADARY    KOKEE     3C418    2019 06 21 16 12  35.0000000000              541001                
    2339255.75176414    .00836  1105857.3982996900    .01706 0      I     541002                
    .00114    .00000    .00000    .00000   2.068455380743606        0.    541003                
  0.772   0.447 -0.0016  0.0010  0.0016  0.0033    -210921.351            541004
    .00000   -.04524    .00000    .00000    .00000    .00000              541005                
    14.500    15.519   918.308   885.219    92.000    85.844 0 0          541006                
        -.1425126850    .00322        -.0374426868    .00451  0           541008                
BADARY    KATH12M   3C418    2019 06 21 16 12  35.0000000000              541101                
    9962625.95092808    .00778    95446.8730834039    .01586 0      I     541102                
    .00124    .00000    .00000    .00000   3.606702286379445        0.    541103                
  0.772   0.567 -0.0016 -0.0114  0.0016 -0.0019    -212340.115            541104
    .00000    .00000    .00000    .00000    .00000    .00000              541105                
    14.500    11.917   918.308   999.600    92.000    50.132 0 0          541106                
       -4.5486286278    .00555         .0134789730    .00764  0           541108                
KATH12M   MEDICINA  3C418    2019 06 21 16 12  35.0000000000              541201                
    3765056.05306370    .01589     3354.9088389667    .03241 0      I     541202                
    .00061    .00000    .00000    .00000   3.187567868752268        0.    541203                
  0.567   3.270 -0.0114 -0.0548 -0.0019 -0.0171     -11448.357            541204
    .00000    .00000    .00000    .00000    .00000    .00000              541205                
    11.917    30.787   999.600  1011.100    50.132    39.613 0 0          541206                
        4.1105964086    .01711         .0259920479    .01938  0           541208                
KATH12M   NYALES20  3C418    2019 06 21 16 12  35.0000000000              541301                
   -6769163.97338285    .03851   289166.4900218030    .07853 0      I     541302                
    .00025    .00000    .00000    .00000    .444390139640294        0.    541303                
  0.567   0.414 -0.0114  0.0013 -0.0019  0.0015    -176247.790            541304
    .00000    .02917    .00000    .00000    .00000    .00000              541305                
    11.917     5.900   999.600  1008.800    50.132    76.913 0 0          541306                
         .6398318599    .02300        -.0131761683    .03174  0           541308                
KATH12M   KOKEE     3C418    2019 06 21 16 12  35.0000000000              541401                
   -7623380.47595398    .01515  1010410.5962658050    .03090 0      I     541402                
    .00063    .00000    .00000    .00000  -4.128846976022560        0.    541403                
  0.567   0.447 -0.0114  0.0010 -0.0019  0.0033       1418.764            541404
    .00000   -.04524    .00000    .00000    .00000    .00000              541405                
    11.917    15.519   999.600   885.219    50.132    85.844 0 0          541406                
        4.4136802108    .01101        -.0583877289    .01515  0           541408                
KATH12M   ZELENCHK  3C418    2019 06 21 16 12  35.0000000000              541501                
     466138.68975699    .00748  -236288.4048625728    .01526 8      I     541502                
    .00129    .00000    .00000    .00000   1.895292385608909        0.    541503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            541504
    .00000    .00000    .00000    .00000    .00000    .00000              541505                
    11.917    20.162   999.600   885.500    50.132    64.019 0 0          541506                
        -.0735574608    .03730         .0345082275    .05407  0           541508                
MEDICINA  NYALES20  1800+440 2019 06 21 16 16   8.0000000000              541601                
   -6426510.01797690    .01102   560520.0091863056    .00333 0      I     541602                
    .00033    .00000    .00000    .00000  -4.932090715568521        0.    541603                
  1.693   0.441 -0.0104  0.0007 -0.0094  0.0030    -164799.194            541604
    .00000    .04744    .00000    .00000    .00000    .00000              541605                
    30.650     6.023  1011.150  1008.900    39.700    76.007 0 0          541606                
       -3.4293049586    .00868        -.0006667348    .00146  0           541608                
ISHIOKA   MEDICINA  1800+440 2019 06 21 16 16   8.0000000000              541701                
   12580812.77591849    .00965 -1123830.1327848200    .00386 0      I     541702                
    .00044    .00000    .00000    .00000   -.905479364579821        0.    541703                
  0.758   1.693  0.0001 -0.0104  0.0009 -0.0094      -8499.481            541704
    .00000    .00000    .00000    .00000    .00000    .00000              541705                
    20.127    30.650   995.873  1011.150    98.900    39.700 0 0          541706                
        -.1812348859    .00871         .0098629253    .00194  0           541708                
ISHIOKA   NYALES20  1800+440 2019 06 21 16 16   8.0000000000              541801                
    6154309.77018419    .02968  -563310.6270445271    .01186 0      I     541802                
    .00014    .00000    .00000    .00000    .179428614231326        0.    541803                
  0.758   0.441  0.0001  0.0007  0.0009  0.0030    -173298.674            541804
    .00000    .04744    .00000    .00000    .00000    .00000              541805                
    20.127     6.023   995.873  1008.900    98.900    76.007 0 0          541806                
       -3.6584352134    .01262        -.0109759180    .00345  0           541808                
MEDICINA  YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              541901                
    3702302.12416627    .00311    33122.2660400333    .00094 0      I     541902                
    .00118    .00000    .00000    .00000   1.485485157067516        0.    541903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            541904
    .00000   9.72559    .00000    .00000    .00000    .00000              541905                
    30.650    25.416  1011.150   910.187    39.700    19.746 0 0          541906                
        -.9342751098    .00542         .0064926017    .00098  0           541908                
MEDICINA  ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              542001                
   -5314069.11475777    .00415   -12058.5342056439    .00270 0      I     542002                
    .00130    .00000    .00000    .00000  -4.323944564843476        0.    542003                
  1.693   0.843 -0.0104  0.0045 -0.0094  0.0071     222325.609            542004
    .00000    .00000    .00000    .00000    .00000    .00000              542005                
    30.650    19.962  1011.150   885.500    39.700    64.516 0 0          542006                
        3.4989620576    .00640        -.0014168260    .00270  0           542008                
YEBES40M  ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              542101                
   -9016371.08496327    .00378   -45180.7889086053    .00245 0      I     542102                
    .00143    .00000    .00000    .00000  -3.415078258568319        0.    542103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            542104
   9.72559    .00000    .00000    .00000    .00000    .00000              542105                
    25.416    19.962   910.187   885.500    19.746    64.516 0 0          542106                
        4.4385299434    .00600        -.0123956511    .00317  0           542108                
ISHIOKA   KATH12M   1800+440 2019 06 21 16 16   8.0000000000              542201                
    9398908.49066621    .02997   -72437.8909256158    .01190 0      I     542202                
    .00014    .00000    .00000    .00000   4.802086909059648        0.    542203                
  0.758   0.411  0.0001 -0.0057  0.0009  0.0007       2948.798            542204
    .00000    .00000    .00000    .00000    .00000    .00000              542205                
    20.127    11.959   995.873   999.600    98.900    50.088 0 0          542206                
       -4.2421454088    .01824        -.0100627705    .00490  0           542208                
ISHIOKA   YARRA12M  1800+440 2019 06 21 16 16   8.0000000000              542301                
   13825477.95749736    .03559  -382955.2345773142    .01422 0      I     542302                
    .00012    .00000    .00000    .00000    .802764636865855        0.    542303                
  0.758   1.652  0.0001  0.0118  0.0009 -0.0006      14861.450            542304
    .00000    .00000    .00000    .00000    .00000    .00000              542305                
    20.127    14.100   995.873   982.480    98.900    89.820 0 0          542306                
       -3.9367271916    .01761        -.0073818751    .00478  0           542308                
KATH12M   YARRA12M  1800+440 2019 06 21 16 16   8.0000000000              542401                
    4426572.38777191    .02658  -310517.2742913428    .00790 0      I     542402                
    .00014    .00000    .00000    .00000   1.563265040390207        0.    542403                
  0.411   1.652 -0.0057  0.0118  0.0007 -0.0006      11912.653            542404
    .00000    .00000    .00000    .00000    .00000    .00000              542405                
    11.959    14.100   999.600   982.480    50.088    89.820 0 0          542406                
         .3265968573    .01694        -.0066584021    .00340  0           542408                
NYALES20  YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              542501                
   10128808.85511103    .00868  -527397.6212322218    .00258 0      I     542502                
    .00042    .00000    .00000    .00000   5.549980840089948        0.    542503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            542504
    .04744   9.72559    .00000    .00000    .00000    .00000              542505                
     6.023    25.416  1008.900   910.187    76.007    19.746 0 0          542506                
        2.5532441548    .00786         .0100547210    .00172  0           542508                
NYALES20  ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              542601                
    1112437.32616301    .01472  -572578.0445494055    .00957 1      I     542602                
    .00037    .00000    .00000    .00000   4.398248090837232        0.    542603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            542604
    .04744    .00000    .00000    .00000    .00000    .00000              542605                
     6.023    19.962  1008.900   885.500    76.007    64.516 0 0          542606                
        3.6962982496    .01202         .0432181100    .00558  0           542608                
ISHIOKA   ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              542701                
    7266743.49425852    .00816 -1135888.2139550960    .00530 0      I     542702                
    .00066    .00000    .00000    .00000   -.384283892128237        0.    542703                
  0.758   0.843  0.0001  0.0045  0.0009  0.0071     213826.129            542704
    .00000    .00000    .00000    .00000    .00000    .00000              542705                
    20.127    19.962   995.873   885.500    98.900    64.516 0 0          542706                
        3.3340558921    .00807         .0082230532    .00374  0           542708                
KOKEE     MEDICINA  1800+440 2019 06 21 16 16   8.0000000000              542801                
    -291156.43964539    .00895 -1794211.3261822740    .00270 0      I     542802                
    .00041    .00000    .00000    .00000    .326337068786071        0.    542803                
  0.949   1.693  0.0052 -0.0104  0.0250 -0.0094     -12867.081            542804
   -.04267    .00000    .00000    .00000    .00000    .00000              542805                
    15.650    30.650   885.325  1011.150    85.411    39.700 0 0          542806                
        -.4403419509    .00610         .0557111786    .00103  0           542808                
KOKEE     ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              542901                
   -5605225.54882250    .01035 -1806269.8383994560    .00673 0      I     542902                
    .00052    .00000    .00000    .00000   2.687715701645878        0.    542903                
  0.949   0.843  0.0052  0.0045  0.0250  0.0071     209458.528            542904
   -.04267    .00000    .00000    .00000    .00000    .00000              542905                
    15.650    19.962   885.325   885.500    85.411    64.516 0 0          542906                
        3.1184210369    .00838         .0476319044    .00389  0           542908                
KOKEE     NYALES20  1800+440 2019 06 21 16 16   8.0000000000              543001                
   -6717666.59815495    .02145 -1233692.3211412480    .00638 0      I     543002                
    .00017    .00000    .00000    .00000   -.370127160274135        0.    543003                
  0.949   0.441  0.0052  0.0007  0.0250  0.0030    -177666.275            543004
   -.04267    .04744    .00000    .00000    .00000    .00000              543005                
    15.650     6.023   885.325  1008.900    85.411    76.007 0 0          543006                
       -3.9254748561    .00757         .0573609806    .00155  0           543008                
ISHIOKA   KOKEE     1800+440 2019 06 21 16 16   8.0000000000              543101                
   12871992.28566589    .02343   670382.7243425963    .00930 0      I     543102                
    .00018    .00000    .00000    .00000   2.518610298748026        0.    543103                
  0.758   0.949  0.0001  0.0052  0.0009  0.0250       4367.601            543104
    .00000   -.04267    .00000    .00000    .00000    .00000              543105                
    20.127    15.650   995.873   885.325    98.900    85.411 0 0          543106                
         .2411178196    .00877        -.0447302656    .00239  0           543108                
ISHIOKA   YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              543201                
   16283115.32191243    .00828 -1090708.1619171020    .00329 0      I     543202                
    .00051    .00000    .00000    .00000   3.262924941273258        0.    543203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            543204
    .00000   9.72559    .00000    .00000    .00000    .00000              543205                
    20.127    25.416   995.873   910.187    98.900    19.746 0 0          543206                
       -1.0895092531    .00864         .0153553996    .00252  0           543208                
KATH12M   MEDICINA  1800+440 2019 06 21 16 16   8.0000000000              543301                
    3181914.17931198    .01585 -1051391.4524083380    .00478 0      I     543302                
    .00023    .00000    .00000    .00000   1.288269023599442        0.    543303                
  0.411   1.693 -0.0057 -0.0104  0.0007 -0.0094     -11448.278            543304
    .00000    .00000    .00000    .00000    .00000    .00000              543305                
    11.959    30.650   999.600  1011.150    50.088    39.700 0 0          543306                
        4.0582282478    .01403         .0102274579    .00236  0           543308                
MEDICINA  YARRA12M  1800+440 2019 06 21 16 16   8.0000000000              543401                
    1244655.82204996    .02201   740874.6762976920    .00664 0      I     543402                
    .00017    .00000    .00000    .00000  -2.075466418629349        0.    543403                
  1.693   1.652 -0.0104  0.0118 -0.0094 -0.0006      23360.931            543404
    .00000    .00000    .00000    .00000    .00000    .00000              543405                
    30.650    14.100  1011.150   982.480    39.700    89.820 0 0          543406                
       -3.6973957790    .01671        -.0185042591    .00281  0           543408                
KATH12M   NYALES20  1800+440 2019 06 21 16 16   8.0000000000              543501                
   -3244594.02875641    .04519  -490871.9920806878    .01343 0      I     543502                
    .00008    .00000    .00000    .00000    .339894589394906        0.    543503                
  0.411   0.441 -0.0057  0.0007  0.0007  0.0030    -176247.472            543504
    .00000    .04744    .00000    .00000    .00000    .00000              543505                
    11.959     6.023   999.600  1008.900    50.088    76.007 0 0          543506                
         .5595579068    .02643         .0198471960    .00532  0           543508                
NYALES20  YARRA12M  1800+440 2019 06 21 16 16   8.0000000000              543601                
    7671167.01502286    .06152   180355.0295840059    .01828 0      I     543602                
    .00006    .00000    .00000    .00000   4.793197277340965        0.    543603                
  0.441   1.652  0.0007  0.0118  0.0030 -0.0006     188160.125            543604
    .04744    .00000    .00000    .00000    .00000    .00000              543605                
     6.023    14.100  1008.900   982.480    76.007    89.820 0 0          543606                
        -.2292131809    .03082        -.0249231830    .00623  0           543608                
KATH12M   KOKEE     1800+440 2019 06 21 16 16   8.0000000000              543701                
    3473076.86030364    .03572   742821.3008617102    .01056 0      I     543702                
    .00010    .00000    .00000    .00000   1.731432611110187        0.    543703                
  0.411   0.949 -0.0057  0.0052  0.0007  0.0250       1418.803            543704
    .00000   -.04267    .00000    .00000    .00000    .00000              543705                
    11.959    15.650   999.600   885.325    50.088    85.411 0 0          543706                
        4.4998653450    .01373        -.0456691839    .00279  0           543708                
KOKEE     YARRA12M  1800+440 2019 06 21 16 16   8.0000000000              543801                
     953499.12886970    .05542 -1053337.9835243900    .01647 0      I     543802                
    .00007    .00000    .00000    .00000    .449093082388292        0.    543803                
  0.949   1.652  0.0052  0.0118  0.0250 -0.0006      10493.849            543804
   -.04267    .00000    .00000    .00000    .00000    .00000              543805                
    15.650    14.100   885.325   982.480    85.411    89.820 0 0          543806                
       -4.1541554271    .01805         .0390634178    .00372  0           543808                
KATH12M   ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              543901                
   -2132155.00146251    .01362 -1063449.8138727100    .00885 0      I     543902                
    .00040    .00000    .00000    .00000  -4.754438696100388        0.    543903                
  0.411   0.843 -0.0057  0.0045  0.0007  0.0071     210877.331            543904
    .00000    .00000    .00000    .00000    .00000    .00000              543905                
    11.959    19.962   999.600   885.500    50.088    64.516 0 0          543906                
        7.6015817682    .01566         .0006068010    .00725  0           543908                
KATH12M   YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              544001                
    6884216.39787881    .01399 -1018269.2694038020    .00414 0      I     544002                
    .00026    .00000    .00000    .00000   1.779248070585906        0.    544003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            544004
    .00000   9.72559    .00000    .00000    .00000    .00000              544005                
    11.959    25.416   999.600   910.187    50.088    19.746 0 0          544006                
        3.1245167294    .01486         .0121583172    .00323  0           544008                
YARRA12M  YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              544101                
    2457647.13506031    .01637  -707751.7600512212    .00486 0      I     544102                
    .00022    .00000    .00000    .00000   4.105003162150863        0.    544103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            544104
    .00000   9.72559    .00000    .00000    .00000    .00000              544105                
    14.100    25.416   982.480   910.187    89.820    19.746 0 0          544106                
        2.7880019998    .01503         .0253360125    .00329  0           544108                
YARRA12M  ZELENCHK  1800+440 2019 06 21 16 16   8.0000000000              544201                
   -6558724.06034203    .01782  -752932.4273387604    .01158 0      I     544202                
    .00030    .00000    .00000    .00000  -4.820176164447902        0.    544203                
  1.652   0.843  0.0118  0.0045 -0.0006  0.0071     198964.678            544204
    .00000    .00000    .00000    .00000    .00000    .00000              544205                
    14.100    19.962   982.480   885.500    89.820    64.516 0 0          544206                
        7.2237947615    .01682        -.0067835916    .00779  0           544208                
KOKEE     YEBES40M  1800+440 2019 06 21 16 16   8.0000000000              544301                
    3411145.67722129    .00796 -1761089.1204885380    .00235 0      I     544302                
    .00046    .00000    .00000    .00000   1.300304381197728        0.    544303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            544304
   -.04267   9.72559    .00000    .00000    .00000    .00000              544305                
    15.650    25.416   885.325   910.187    85.411    19.746 0 0          544306                
       -1.3608133994    .00595         .0632393384    .00130  0           544308                
BADARY    HART15M   1706-174 2019 06 21 16 20  43.0000000000              544401                
     -65598.99383330    .02288 -1277197.7923258830    .00896 8      I     544402                
    .00018    .00000    .00000    .00000  -3.028596326434385        0.    544403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            544404
    .00000    .00000    .00000    .00000    .00000    .00000              544405                
    14.530    11.000   918.400   871.140    92.000    59.981 0 0          544406                
        3.5494044944    .03797        -.0229796807    .00997  0           544408                
ISHIOKA   WARK12M   2215+150 2019 06 21 16 21  20.0000000000              544501                
 -253302141.02801880    .04383   661538.3038468373    .04051 0      I     544502                
    .00015    .00000    .00000    .00000  -2.775739567259613        0.    544503                
  0.952   0.373 -0.0002 -0.0005 -0.0029  0.0007 -256101259.959            544504
    .00000    .00000    .00000    .00000    .00000    .00000              544505                
    20.200     7.698   995.800  1003.400    98.900   100.000 0 0          544506                
        -.7063139817    .03310        -.0448010818    .02062  0           544508                
KATH12M   YARRA12M  2113+293 2019 06 21 16 25  12.0000000000              544601                
    6988952.69967460    .01707  -200875.7700820422    .00507 0      I     544602                
    .00021    .00000    .00000    .00000    .902510006543410        0.    544603                
  0.346   1.783 -0.0036  0.0087 -0.0012 -0.0198      11913.345            544604
    .00000    .00000    .00000    .00000    .00000    .00000              544605                
    11.711    14.141   999.600   982.400    51.554    89.941 0 0          544606                
