DATA IN NGS FORMAT FROM DATABASE 19JUN20XE_V006                                                 
Observed delays and rates in card #2, modified errors in card #9                                
        -.9918879434    .01202        -.0155228046    .01152  0            47008                
MEDICINA  ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47101                
    3037742.58641013    .00452    38872.7717446998    .00921 0      I      47102                
    .00212    .00000    .00000    .00000   3.648302460503137        0.     47103                
  0.631   0.623 -0.0001 -0.0029  0.0006  0.0018     222319.999             47104
    .00000    .00000    .00000    .00000    .00000    .00000               47105                
    27.321    14.583  1010.179   883.400    29.458    72.084 0 0           47106                
        3.5047310280    .00987         .0085209071    .01305  0            47108                
YEBES40M  ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47201                
    3351041.98511407    .00334    71599.8044469314    .00681 0      I      47202                
    .00286    .00000    .00000    .00000   2.936401950553586        0.     47203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             47204
  11.26663    .00000    .00000    .00000    .00000    .00000               47205                
    21.000    14.583   908.800   883.400    34.000    72.084 0 0           47206                
        4.4899784683    .00961         .0010426861    .01594  0            47208                
BADARY    ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47301                
   -1776919.85295185    .00454   244908.2204212766    .00927 0      I      47302                
    .00210    .00000    .00000    .00000   1.692116097621238        0.     47303                
  0.936   0.623  0.0061 -0.0029  0.0013  0.0018      -1461.954             47304
    .00000    .00000    .00000    .00000    .00000    .00000               47305                
    12.100    14.583   917.800   883.400    79.319    72.084 0 0           47306                
        3.0014455150    .00576         .0080537318    .00836  0            47308                
NYALES20  YEBES40M  1053+704 2019 06 20 20 36  19.0000000000               47401                
    3855899.92332861    .01156   216620.2444082743    .01753 0      I      47402                
    .00071    .00000    .00000    .00000   3.720525258737213        0.     47403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             47404
   -.00461  11.26663    .00000    .00000    .00000    .00000               47405                
    10.260    21.000  1009.300   908.800    63.420    34.000 0 0           47406                
        2.5083778683    .01528        -.0141712956    .01701  0            47408                
NYALES20  ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47501                
    7206942.16991099    .01274   288219.9527198435    .02598 0      I      47502                
    .00075    .00000    .00000    .00000   1.447586244226817        0.     47503                
  0.255   0.623 -0.0000 -0.0029  0.0009  0.0018     387197.649             47504
   -.00461    .00000    .00000    .00000    .00000    .00000               47505                
    10.260    14.583  1009.300   883.400    63.420    72.084 0 0           47506                
        6.9890119225    .01390         .0172905340    .02019  0            47508                
BADARY    YEBES40M  1053+704 2019 06 20 20 36  19.0000000000               47601                
   -5127961.47710076    .00513   173308.2963614193    .01047 0      I      47602                
    .00186    .00000    .00000    .00000  -1.954854649178804        0.     47603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             47604
    .00000  11.26663    .00000    .00000    .00000    .00000               47605                
    12.100    21.000   917.800   908.800    79.319    34.000 0 0           47606                
       -1.5148454678    .00788        -.0114868562    .01179  0            47608                
ISHIOKA   ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47701                
   -7052884.49781676    .01283   480284.5513688062    .02616 0      I      47702                
    .00074    .00000    .00000    .00000  -3.820372760642573        0.     47703                
  2.598   0.623  0.1030 -0.0029 -0.0020  0.0018     213830.540             47704
    .00000    .00000    .00000    .00000    .00000    .00000               47705                
    19.817    14.583   996.900   883.400    98.817    72.084 0 0           47706                
        3.1376604853    .01466         .0296267435    .02130  0            47708                
KOKEE     MEDICINA  1053+704 2019 06 20 20 36  19.0000000000               47801                
  -10561138.10399132    .01655   811392.8871430944    .03059 0      I      47802                
    .00055    .00000    .00000    .00000   2.501449154999665        0.     47803                
  1.268   0.631 -0.0226 -0.0001 -0.0119  0.0006     -12880.703             47804
    .04956    .00000    .00000    .00000    .00000    .00000               47805                
    21.916    27.321   887.400  1010.179    64.200    29.458 0 0           47806                
        -.6187789766    .01190         .0015976134    .01230  0            47808                
KOKEE     ZELENCHK  1053+704 2019 06 20 20 36  19.0000000000               47901                
   -7523395.91362399    .01283   850265.8647699433    .02616 0      I      47902                
    .00074    .00000    .00000    .00000  -2.580826535502240        0.     47903                
  1.268   0.623 -0.0226 -0.0029 -0.0119  0.0018     209439.296             47904
    .04956    .00000    .00000    .00000    .00000    .00000               47905                
    21.916    14.583   887.400   883.400    64.200    72.084 0 0           47906                
        2.9013724132    .01080         .0263252952    .01573  0            47908                
KOKEE     NYALES20  1053+704 2019 06 20 20 36  19.0000000000               48001                
  -14730333.86734780    .04714   562045.7576795663    .08712 0      I      48002                
    .00019    .00000    .00000    .00000  -1.295198835071937        0.     48003                
  1.268   0.255 -0.0226 -0.0000 -0.0119  0.0009    -177758.353             48004
    .04956   -.00461    .00000    .00000    .00000    .00000               48005                
    21.916    10.260   887.400  1009.300    64.200    63.420 0 0           48006                
       -4.1109541969    .01642         .0133233568    .02094  0            48008                
ISHIOKA   KOKEE     1053+704 2019 06 20 20 36  19.0000000000               48101                
     470510.99028164    .03670  -369980.8285964556    .06577 0      I      48102                
    .00025    .00000    .00000    .00000   3.374876776649137        0.     48103                
  2.598   1.268  0.1030 -0.0226 -0.0020 -0.0119       4391.243             48104
    .00000    .04956    .00000    .00000    .00000    .00000               48105                
    19.817    21.916   996.900   887.400    98.817    64.200 0 0           48106                
         .2797438918    .01664         .0287160317    .02033  0            48108                
BADARY    KOKEE     1053+704 2019 06 20 20 36  19.0000000000               48201                
    5746471.01233237    .01704  -605357.1816939362    .03476 0      I      48202                
    .00056    .00000    .00000    .00000    .396866096566858        0.     48203                
  0.936   1.268  0.0061 -0.0226  0.0013 -0.0119    -210901.251             48204
    .00000    .04956    .00000    .00000    .00000    .00000               48205                
    12.100    21.916   917.800   887.400    79.319    64.200 0 0           48206                
         .0971537628    .00739        -.0156547050    .01030  0            48208                
ISHIOKA   YEBES40M  1053+704 2019 06 20 20 36  19.0000000000               48301                
  -10403925.74950575    .01254   408684.6316760310    .01854 0      I      48302                
    .00065    .00000    .00000    .00000    .356391041424697        0.     48303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             48304
    .00000  11.26663    .00000    .00000    .00000    .00000               48305                
    19.817    21.000   996.900   908.800    98.817    34.000 0 0           48306                
       -1.3824178080    .01799         .0564809356    .01952  0            48308                
KOKEE     YEBES40M  1053+704 2019 06 20 20 36  19.0000000000               48401                
  -10874437.13257557    .01207   778665.7840291192    .02163 0      I      48402                
    .00075    .00000    .00000    .00000  -2.986477901162564        0.     48403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             48404
    .04956  11.26663    .00000    .00000    .00000    .00000               48405                
    21.916    21.000   887.400   908.800    64.200    34.000 0 0           48406                
       -1.6134494248    .01332        -.0105798070    .01753  0            48408                
KATH12M   YARRA12M  0308-611 2019 06 20 20 38  33.0000000000               48501                
   -1440267.72153805    .01395   -20751.9227938072    .00927 0      I      48502                
    .00039    .00000    .00000    .00000  -4.098616901856853        0.     48503                
  0.385   0.443  0.0008  0.0016  0.0017 -0.0033      11823.364             48504
    .00000    .00000    .00000    .00000    .00000    .00000               48505                
    12.800    13.202  1000.300   981.333    38.096    60.651 0 0           48506                
         .3280154073    .01053        -.0339766568    .00472  0            48508                
WARK12M   YARRA12M  0308-611 2019 06 20 20 38  33.0000000000               48601                
  263847255.52234430    .02668  -481682.5323157397    .01901 0      I      48602                
    .00021    .00000    .00000    .00000   2.276626427355720        0.     48603                
  0.586   0.443  0.0015  0.0016 -0.0003 -0.0033  256115969.230             48604
    .00000    .00000    .00000    .00000    .00000    .00000               48605                
    14.900    13.202  1006.800   981.333   100.000    60.651 0 0           48606                
       -3.2941271490    .01492        -.0185196532    .00720  0            48608                
KATH12M   WARK12M   0308-611 2019 06 20 20 38  33.0000000000               48701                
 -265287527.56544340    .02112   460930.5991876022    .01505 0      I      48702                
    .00027    .00000    .00000    .00000  -3.986102606858749        0.     48703                
  0.385   0.586  0.0008  0.0015  0.0017 -0.0003 -256104145.866             48704
    .00000    .00000    .00000    .00000    .00000    .00000               48705                
    12.800    14.900  1000.300  1006.800    38.096   100.000 0 0           48706                
        3.5792587690    .01754        -.0048908334    .00842  0            48708                
MEDICINA  NYALES20  1803+784 2019 06 20 20 39  17.0000000000               48801                
   -4305098.83644342    .00750   103517.8082232320    .01530 0      I      48802                
    .00130    .00000    .00000    .00000  -4.054695250210939        0.     48803                
  0.599   0.250 -0.0000 -0.0000 -0.0002 -0.0003    -164877.456             48804
    .00000   -.15098    .00000    .00000    .00000    .00000               48805                
    27.410     9.947  1010.100  1009.200    28.490    63.953 0 0           48806                
       -3.4336233212    .00596        -.0248676101    .00678  0            48808                
BADARY    NYALES20  1803+784 2019 06 20 20 39  17.0000000000               48901                
   -3442727.58128322    .00798  -187205.6893493409    .01628 0      I      48902                
    .00119    .00000    .00000    .00000   -.255502692941550        0.     48903                
  0.611   0.250  0.0016 -0.0000  0.0006 -0.0003    -388659.425             48904
    .00000   -.15098    .00000    .00000    .00000    .00000               48905                
    12.100     9.947   917.800  1009.200    78.930    63.953 0 0           48906                
       -4.0056156066    .00357        -.0094500061    .00497  0            48908                
ISHIOKA   MEDICINA  1803+784 2019 06 20 20 39  17.0000000000               49001                
   -4573023.49338500    .00743  -391992.9712427352    .01515 0      I      49002                
    .00131    .00000    .00000    .00000   -.350113737708785        0.     49003                
  1.281   0.599  0.0209 -0.0000  0.0012 -0.0002      -8489.484             49004
    .00000    .00000    .00000    .00000    .00000    .00000               49005                
    19.885    27.410   996.900  1010.100    98.885    28.490 0 0           49006                
        -.3321911129    .00927         .0201730581    .01047  0            49008                
BADARY    ISHIOKA   1803+784 2019 06 20 20 39  17.0000000000               49101                
    5435396.83377018    .00627   101269.4913537625    .01279 0      I      49102                
    .00152    .00000    .00000    .00000   6.248831061749782        0.     49103                
  0.611   1.281  0.0016  0.0209  0.0006  0.0012    -215292.485             49104
    .00000    .00000    .00000    .00000    .00000    .00000               49105                
    12.100    19.885   917.800   996.900    78.930    98.885 0 0           49106                
        -.2171482322    .00316        -.0186225775    .00438  0            49108                
BADARY    MEDICINA  1803+784 2019 06 20 20 39  17.0000000000               49201                
     862371.12479597    .00290  -290723.4463090998    .00591 0      I      49202                
    .00336    .00000    .00000    .00000   4.459317836742166        0.     49203                
  0.611   0.599  0.0016 -0.0000  0.0006 -0.0002    -223781.969             49204
    .00000    .00000    .00000    .00000    .00000    .00000               49205                
    12.100    27.410   917.800  1010.100    78.930    28.490 0 0           49206                
        -.5360192873    .00328         .0134694376    .00372  0            49208                
ISHIOKA   NYALES20  1803+784 2019 06 20 20 39  17.0000000000               49301                
   -8878122.79902673    .01993  -288475.1390359398    .04064 0      I      49302                
    .00048    .00000    .00000    .00000  -3.965300655584140        0.     49303                
  1.281   0.250  0.0209 -0.0000  0.0012 -0.0003    -173366.940             49304
    .00000   -.15098    .00000    .00000    .00000    .00000               49305                
    19.885     9.947   996.900  1009.200    98.885    63.953 0 0           49306                
       -3.7915008261    .01021         .0110760838    .01415  0            49308                
MEDICINA  YEBES40M  1803+784 2019 06 20 20 39  17.0000000000               49401                
    1521693.24493315    .00161   -50574.9530501495    .00353 0      I      49402                
    .00618    .00000    .00000    .00000    .050058290521999        0.     49403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49404
    .00000  11.26663    .00000    .00000    .00000    .00000               49405                
    27.410    21.000  1010.100   908.816    28.490    34.000 0 0           49406                
        -.9708190707    .00409         .0003241231    .00538  0            49408                
MEDICINA  ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               49501                
    -283397.24527537    .00208   103367.1754185564    .00425 0      I      49502                
    .00467    .00000    .00000    .00000  -3.664721114939584        0.     49503                
  0.599   0.479 -0.0000 -0.0014 -0.0002 -0.0001     222320.011             49504
    .00000    .00000    .00000    .00000    .00000    .00000               49505                
    27.410    14.500  1010.100   883.400    28.490    72.500 0 0           49506                
        3.5033216811    .00318        -.0087171670    .00420  0            49508                
YEBES40M  ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               49601                
   -1805090.72855063    .00168   153942.1246564135    .00368 0      I      49602                
    .00589    .00000    .00000    .00000  -3.625873850434707        0.     49603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49604
  11.26663    .00000    .00000    .00000    .00000    .00000               49605                
    21.000    14.500   908.816   883.400    34.000    72.500 0 0           49606                
        4.4857151638    .00332        -.0103834385    .00591  0            49608                
BADARY    ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               49701                
     578973.99723437    .00189  -187356.3002795997    .00386 0      I      49702                
    .00504    .00000    .00000    .00000    .045549771017145        0.     49703                
  0.611   0.479  0.0016 -0.0014  0.0006 -0.0001      -1461.958             49704
    .00000    .00000    .00000    .00000    .00000    .00000               49705                
    12.100    14.500   917.800   883.400    78.930    72.500 0 0           49706                
        2.9949618920    .00199         .0070029139    .00289  0            49708                
NYALES20  YEBES40M  1803+784 2019 06 20 20 39  17.0000000000               49801                
    5826791.44690354    .00609  -154092.7360558301    .01334 0      I      49802                
    .00162    .00000    .00000    .00000   2.913402891379662        0.     49803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49804
   -.15098  11.26663    .00000    .00000    .00000    .00000               49805                
     9.947    21.000  1009.200   908.816    63.953    34.000 0 0           49806                
        2.5188623613    .00681         .0431222481    .01096  0            49808                
NYALES20  ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               49901                
    4021701.59693249    .00440     -150.5831494784    .00897 1      I      49902                
    .00217    .00000    .00000    .00000    .401117966405224        0.     49903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             49904
   -.15098    .00000    .00000    .00000    .00000    .00000               49905                
     9.947    14.500  1009.200   883.400    63.953    72.500 0 0           49906                
        7.5876147095    .00332        5.3306467312    .00484  0            49908                
BADARY    YEBES40M  1803+784 2019 06 20 20 39  17.0000000000               50001                
    2384064.31887568    .00223  -341298.3776583407    .00489 0      I      50002                
    .00444    .00000    .00000    .00000   1.937158343209391        0.     50003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50004
    .00000  11.26663    .00000    .00000    .00000    .00000               50005                
    12.100    21.000   917.800   908.816    78.930    34.000 0 0           50006                
       -1.4948627278    .00377         .0215328566    .00606  0            50008                
ISHIOKA   ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               50101                
   -4856421.21294493    .00533  -288625.8365751308    .01087 0      I      50102                
    .00179    .00000    .00000    .00000  -3.582024104138225        0.     50103                
  1.281   0.479  0.0209 -0.0014  0.0012 -0.0001     213830.528             50104
    .00000    .00000    .00000    .00000    .00000    .00000               50105                
    19.885    14.500   996.900   883.400    98.885    72.500 0 0           50106                
        3.1953556430    .00620         .0260933186    .00900  0            50108                
KOKEE     MEDICINA  1803+784 2019 06 20 20 39  17.0000000000               50201                
  -12466347.79115192    .00772  -289666.1541772718    .01574 0      I      50202                
    .00126    .00000    .00000    .00000  -2.361522676585266        0.     50203                
  1.597   0.599 -0.0371 -0.0000  0.0060 -0.0002     -12880.666             50204
    .05251    .00000    .00000    .00000    .00000    .00000               50205                
    22.000    27.410   887.413  1010.100    64.227    28.490 0 0           50206                
        -.7059939587    .00545        -.0061277055    .00621  0            50208                
KOKEE     ZELENCHK  1803+784 2019 06 20 20 39  17.0000000000               50301                
  -12749746.31718067    .00515  -186299.0748285663    .01050 0      I      50302                
    .00185    .00000    .00000    .00000  -3.512376050046037        0.     50303                
  1.597   0.479 -0.0371 -0.0014  0.0060 -0.0001     209439.346             50304
    .05251    .00000    .00000    .00000    .00000    .00000               50305                
    22.000    14.500   887.413   883.400    64.227    72.500 0 0           50306                
        2.8259698538    .00386         .0015217364    .00563  0            50308                
KOKEE     NYALES20  1803+784 2019 06 20 20 39  17.0000000000               50401                
  -16771447.92572643    .01935  -186148.3071543374    .03947 0      I      50402                
    .00049    .00000    .00000    .00000  -3.969170761280244        0.     50403                
  1.597   0.250 -0.0371 -0.0000  0.0060 -0.0003    -177758.122             50404
    .05251   -.15098    .00000    .00000    .00000    .00000               50405                
    22.000     9.947   887.413  1009.200    64.227    63.953 0 0           50406                
       -4.1854377983    .00666        -.0210786523    .00938  0            50408                
ISHIOKA   KOKEE     1803+784 2019 06 20 20 39  17.0000000000               50501                
    7893326.58477054    .01768  -102327.1025251292    .03486 0      I      50502                
    .00053    .00000    .00000    .00000    .182273036723098        0.     50503                
  1.281   1.597  0.0209 -0.0371  0.0012  0.0060       4391.182             50504
    .00000    .05251    .00000    .00000    .00000    .00000               50505                
    19.885    22.000   996.900   887.413    98.885    64.227 0 0           50506                
         .3890063665    .00531         .0311370418    .00729  0            50508                
BADARY    KOKEE     1803+784 2019 06 20 20 39  17.0000000000               50601                
   13328722.82637607    .00601    -1057.6544817534    .01225 0      I      50602                
    .00159    .00000    .00000    .00000   1.709551280645769        0.     50603                
  0.611   1.597  0.0016 -0.0371  0.0006  0.0060    -210901.303             50604
    .00000    .05251    .00000    .00000    .00000    .00000               50605                
    12.100    22.000   917.800   887.413    78.930    64.227 0 0           50606                
         .1691460515    .00215         .0099851208    .00301  0            50608                
ISHIOKA   YEBES40M  1803+784 2019 06 20 20 39  17.0000000000               50701                
   -3051330.04730143    .00559  -442567.9025851282    .01181 0      I      50702                
    .00174    .00000    .00000    .00000   -.625784532940748        0.     50703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50704
    .00000  11.26663    .00000    .00000    .00000    .00000               50705                
    19.885    21.000   996.900   908.816    98.885    34.000 0 0           50706                
       -1.2821045188    .01145         .0052124261    .01773  0            50708                
KOKEE     YEBES40M  1803+784 2019 06 20 20 39  17.0000000000               50801                
  -10944653.91333861    .00653  -340241.0687969196    .01379 0      I      50802                
    .00150    .00000    .00000    .00000   -.902295355759550        0.     50803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             50804
    .05251  11.26663    .00000    .00000    .00000    .00000               50805                
    22.000    21.000   887.413   908.816    64.227    34.000 0 0           50806                
       -1.6639784702    .00657        -.0023939220    .01020  0            50808                
KATH12M   YARRA12M  0202+319 2019 06 20 20 42  22.0000000000               50901                
    7429851.86823593    .01790  -143211.9169941316    .01795 0      I      50902                
    .00038    .00000    .00000    .00000   4.068859538784635        0.     50903                
  0.379   1.614 -0.0006 -0.0180  0.0020 -0.0710      11823.654             50904
    .00000    .00000    .00000    .00000    .00000    .00000               50905                
    12.800    12.742  1000.300   981.368    38.363    62.547 0 0           50906                
         .3926200711    .01858         .0098183568    .01252  0            50908                
MEDICINA  NYALES20  1418+546 2019 06 20 20 42  30.0000000000               51001                
    1218927.98431483    .05332  -128916.1886328374    .10874 0      I      51002                
    .00018    .00000    .00000    .00000   5.207023748599505        0.     51003                
  0.496   0.274  0.0000  0.0001  0.0002  0.0005    -164877.246             51004
    .00000   -.00831    .00000    .00000    .00000    .00000               51005                
    27.500     9.900  1010.115  1009.200    28.415    64.796 0 0           51006                
       -3.4020438067    .01275        -.0019128162    .01596  0            51008                
BADARY    NYALES20  1418+546 2019 06 20 20 42  30.0000000000               51101                
   -8261133.56698423    .03493  -489717.6568957890    .07123 0      I      51102                
    .00028    .00000    .00000    .00000   2.387697289043001        0.     51103                
  0.978   0.274  0.0052  0.0001  0.0055  0.0005    -388659.232             51104
    .00000   -.00831    .00000    .00000    .00000    .00000               51105                
    12.111     9.900   917.800  1009.200    79.044    64.796 0 0           51106                
       -4.0066185466    .00615        -.0041761337    .00935  0            51108                
ISHIOKA   MEDICINA  1418+546 2019 06 20 20 42  30.0000000000               51201                
  -18601040.64440213    .04029  -247215.3101089530    .08217 1      I      51202                
    .00024    .00000    .00000    .00000  -4.496337906423140        0.     51203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51204
    .00000    .00000    .00000    .00000    .00000    .00000               51205                
    19.789    27.500   996.900  1010.115    98.800    28.415 0 0           51206                
        -.5019428594    .01558         .0709090186    .01832  0            51208                
BADARY    ISHIOKA   1418+546 2019 06 20 20 42  30.0000000000               51301                
    9120980.22410702    .03539  -113587.6948758247    .07217 1      I      51302                
    .00027    .00000    .00000    .00000   2.250472054922270        0.     51303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51304
    .00000    .00000    .00000    .00000    .00000    .00000               51305                
    12.111    19.789   917.800   996.900    79.044    98.800 0 0           51306                
        -.0945352764    .00673        -.0192196143    .01009  0            51308                
BADARY    MEDICINA  1418+546 2019 06 20 20 42  30.0000000000               51401                
   -9480062.79236075    .00726  -360801.8851216427    .01480 0      I      51402                
    .00134    .00000    .00000    .00000  -2.233307582222546        0.     51403                
  0.978   0.496  0.0052  0.0000  0.0055  0.0002    -223781.986             51404
    .00000    .00000    .00000    .00000    .00000    .00000               51405                
    12.111    27.500   917.800  1010.115    79.044    28.415 0 0           51406                
        -.5543616902    .00387         .0068127031    .00446  0            51408                
ISHIOKA   NYALES20  1418+546 2019 06 20 20 42  30.0000000000               51501                
  -17382110.24813156    .08093  -376130.4500526150    .16504 1      I      51502                
    .00012    .00000    .00000    .00000  -1.027041083591197        0.     51503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51504
    .00000   -.00831    .00000    .00000    .00000    .00000               51505                
    19.789     9.900   996.900  1009.200    98.800    64.796 0 0           51506                
       -3.8757056000    .01501         .0290407951    .02259  0            51508                
MEDICINA  YEBES40M  1418+546 2019 06 20 20 42  30.0000000000               51601                
     -38238.71343608    .00401  -163051.1336942251    .00878 0      I      51602                
    .00248    .00000    .00000    .00000   -.631289486651024        0.     51603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51604
    .00000  11.86501    .00000    .00000    .00000    .00000               51605                
    27.500    20.984  1010.115   908.916    28.415    34.000 0 0           51606                
        -.9733150186    .00644        -.0061259410    .00848  0            51608                
MEDICINA  ZELENCHK  1418+546 2019 06 20 20 42  30.0000000000               51701                
    2650346.23431329    .00509   292276.1884486167    .01039 0      I      51702                
    .00191    .00000    .00000    .00000   4.331878654363040        0.     51703                
  0.496   0.455  0.0000 -0.0007  0.0002  0.0012     222320.024             51704
    .00000    .00000    .00000    .00000    .00000    .00000               51705                
    27.500    14.500  1010.115   883.400    28.415    72.489 0 0           51706                
        3.5113888067    .00468         .0084825261    .00621  0            51708                
YEBES40M  ZELENCHK  1418+546 2019 06 20 20 42  30.0000000000               51801                
    2688584.96519935    .00476   455327.3955981546    .01044 0      I      51802                
    .00208    .00000    .00000    .00000   -.066518244761289        0.     51803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             51804
  11.86501    .00000    .00000    .00000    .00000    .00000               51805                
    20.984    14.500   908.916   883.400    34.000    72.489 0 0           51806                
        4.5139501107    .00514         .0085702873    .00917  0            51808                
BADARY    ZELENCHK  1418+546 2019 06 20 20 42  30.0000000000               51901                
   -6829719.26814389    .00657   -68525.7172855357    .01340 0      I      51902                
    .00145    .00000    .00000    .00000    .850775772102667        0.     51903                
  0.978   0.455  0.0052 -0.0007  0.0055  0.0012      -1461.962             51904
    .00000    .00000    .00000    .00000    .00000    .00000               51905                
    12.111    14.500   917.800   883.400    79.044    72.489 0 0           51906                
        3.0045243674    .00327         .0153281823    .00480  0            51908                
NYALES20  YEBES40M  1418+546 2019 06 20 20 42  30.0000000000               52001                
   -1257166.67073568    .02874   -34134.9482736289    .06295 0      I      52002                
    .00035    .00000    .00000    .00000  -4.216355519965365        0.     52003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52004
   -.00831  11.86501    .00000    .00000    .00000    .00000               52005                
     9.900    20.984  1009.200   908.916    64.796    34.000 0 0           52006                
        2.4792934093    .01166        -.0203423336    .01901  0            52008                
NYALES20  ZELENCHK  1418+546 2019 06 20 20 42  30.0000000000               52101                
    1431417.60503858    .02860   421192.4222331785    .05832 0      I      52102                
    .00034    .00000    .00000    .00000   1.199645946740440        0.     52103                
  0.274   0.455  0.0001 -0.0007  0.0005  0.0012     387197.270             52104
   -.00831    .00000    .00000    .00000    .00000    .00000               52105                
     9.900    14.500  1009.200   883.400    64.796    72.489 0 0           52106                
        6.9738751820    .01426         .0171919197    .02092  0            52108                
BADARY    YEBES40M  1418+546 2019 06 20 20 42  30.0000000000               52201                
   -9518299.99025096    .00574  -523853.0046496356    .01258 0      I      52202                
    .00172    .00000    .00000    .00000   -.616769998966939        0.     52203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52204
    .00000  11.86501    .00000    .00000    .00000    .00000               52205                
    12.111    20.984   917.800   908.916    79.044    34.000 0 0           52206                
       -1.5257278175    .00381         .0056236599    .00616  0            52208                
ISHIOKA   ZELENCHK  1418+546 2019 06 20 20 42  30.0000000000               52301                
  -15950699.91656308    .03392    45061.2128272453    .06917 1      I      52302                
    .00028    .00000    .00000    .00000  -3.360152691614307        0.     52303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52304
    .00000    .00000    .00000    .00000    .00000    .00000               52305                
    19.789    14.500   996.900   883.400    98.800    72.489 0 0           52306                
        3.0769538565    .01545         .0104911243    .02270  0            52308                
ISHIOKA   YEBES40M  1418+546 2019 06 20 20 42  30.0000000000               52401                
  -18639276.35660833    .02526  -410266.4258217608    .05336 1      I      52402                
    .00039    .00000    .00000    .00000  -6.108980483426451        0.     52403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52404
    .00000  11.86501    .00000    .00000    .00000    .00000               52405                
    19.789    20.984   996.900   908.916    98.800    34.000 0 0           52406                
       -1.4414670451    .01480         .0078670941    .02308  0            52408                
KOKEE     WARK12M   0727-115 2019 06 20 20 42  52.0000000000               52501                
 -252132161.06865580    .01339   -75392.3200141558    .02933 8      I      52502                
    .00074    .00000    .00000    .00000    .801526666433132        0.     52503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52504
    .05121    .00000    .00000    .00000    .00000    .00000               52505                
    22.026    14.900   887.500  1006.800    64.086   100.000 0 0           52506                
         .0000000000    .00000         .0000000000    .00000  0            52508                
KATH12M   YARRA12M  1759-396 2019 06 20 20 45  17.0000000000               52601                
   -6959629.16744421    .02856  -201128.8792220264    .02963 0      I      52602                
    .00024    .00000    .00000    .00000   1.155473159003731        0.     52603                
  0.700   0.394  0.0014  0.0005 -0.0085  0.0042      11823.876             52604
    .00000    .00000    .00000    .00000    .00000    .00000               52605                
    12.779    12.050  1000.300   981.321    38.666    64.684 0 0           52606                
         .2720642563    .01237        -.0010554229    .00876  0            52608                
HART15M   YEBES40M  1424-418 2019 06 20 20 45  34.0000000000               52701                
   15651241.06587978    .00410  -529430.1341763333    .00899 0      I      52702                
    .00244    .00000    .00000    .00000   1.950230069945882        0.     52703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52704
    .00000   8.91466    .00000    .00000    .00000    .00000               52705                
     4.200    20.884   874.200   908.992    53.085    34.080 0 0           52706                
       -4.9309131268    .00223         .0469623950    .00362  0            52708                
KOKEE     NYALES20  0723+219 2019 06 20 20 45  37.0000000000               52801                
    8393608.98929648    .07511  1281922.7983306280    .05352 0      I      52802                
    .00008    .00000    .00000    .00000   3.631425209726977        0.     52803                
  0.483   0.908 -0.0005 -0.0014 -0.0041  0.0265    -177757.628             52804
    .05121   -.01483    .00000    .00000    .00000    .00000               52805                
    22.137     9.800   887.463  1009.300    63.675    64.320 0 0           52806                
       -3.8513366359    .01563         .1355416514    .00807  0            52808                
ISHIOKA   MEDICINA  2309+454 2019 06 20 20 46  47.0000000000               52901                
   14652189.75647474    .06477  -882680.3313135309    .07818 1      I      52902                
    .00011    .00000    .00000    .00000   3.561430412060861        0.     52903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             52904
    .00000    .00000    .00000    .00000    .00000    .00000               52905                
