58534.310928             0.0137          1996.9699     772       2       3  2355-106             0.0003    25.9494
58534.329169             0.0504          1996.7364     800       2       3  2355-106             0.0003    25.9324
58534.334296            -0.0862          1997.9725     809       2       3  1057-797             0.0003    88.6668
58534.363903             0.1404          1996.2947     852       2       3  2355-106             0.0003    25.9001
58534.380500             0.1987          1996.1160     873       2       3  2355-106             0.0003    25.8846
58534.400361            -0.0122          1996.1013     904       2       3  1057-797             0.0003    88.6927
58534.423937             0.1135          1994.5337     936       2       3  0202+319             0.0004    70.2625
58534.429296             0.0477          1995.3919     943       2       3  1057-797             0.0002    88.7041
58534.431460             0.2382          1995.7987     945       2       3  2355-106             0.0002    25.8368
58534.436472             0.2271          1995.0298     951       2       3  0131-522             0.0003    57.3753
58534.439400             0.2251          1994.8261     955       2       3  0308-611             0.0003    72.7316
58534.441449             0.1147          1994.5641     957       2       3  0202+319             0.0003    70.2458
58534.448428             0.2507          1996.2367     964       2       3  2355-106             0.0002    25.8208
58534.456055             0.0831          1994.7530     973       2       3  1057-797             0.0003    88.7146
58534.457329             0.2377          1994.7131     975       2       3  0131-522             0.0003    57.3704
58534.463405             0.1506          1994.5338     981       2       3  0202+319             0.0003    70.2248
58534.473116             0.2347          1994.4835     994       2       3  0131-522             0.0003    57.3668
58534.476576             0.0631          1994.2373     998       2       3  1057-797             0.0002    88.7227
58534.478185             0.2104          1994.1278    1000       2       3  0308-611             0.0003    72.7258
58534.480801             0.1527          1994.5712    1003       2       3  0202+319             0.0003    70.2081
58534.497502             0.2036          1994.1659    1024       2       3  0131-522             0.0003    57.3611
58534.500153             0.0821          1994.9494    1026       2       3  0202+319             0.0003    70.1896
58534.511773            -0.0273          1993.3333    1038       2       3  1057-797             0.0003    88.7365
58534.524377             0.1422          1993.2946    1055       2       3  0308-611             0.0003    72.7189
58534.525893            -0.0200          1993.0254    1058       2       3  1057-797             0.0003    88.7420
58534.530685             0.0461          1992.6272    1064       2       3  NRAO190              0.0008    97.1191
58534.532502             0.0976          1993.9771    1067       2       3  0131-522             0.0004    57.3529
58534.544134             0.1044          1992.9642    1083       2       3  0308-611             0.0003    72.7159
58534.545766            -0.0220          1992.5889    1085       2       3  1057-797             0.0002    88.7498
58534.547653            -0.0118          1992.3228    1087       2       3  NRAO190              0.0008    97.1032
58534.549875            -0.0004          1994.2791    1089       2       3  0131-522             0.0003    57.3488
58534.565430            -0.0266          1992.0551    1107       2       3  NRAO190              0.0005    97.0864
58534.567954             0.0362          1992.5964    1109       2       3  0308-611             0.0003    72.7122
58534.570129            -0.1038          1991.9870    1112       2       3  1057-797             0.0002    88.7594
58534.583393            -0.0397          1991.8116    1131       2       3  NRAO190              0.0006    97.0694
58534.604007            -0.0344          1992.3088    1164       2       3  0308-611             0.0003    72.7067
58534.620812            -0.1074          1990.6468    1186       2       3  0700-197             0.0003   123.7865
58534.623347            -0.1605          1991.5131    1187       2       3  NRAO190              0.0008    97.0316
58534.628706            -0.0638          1990.8574    1195       2       3  0537-286             0.0004   102.9960
58534.635604            -0.2100          1989.8704    1202       2       3  0748+126             0.0005   145.0036
58534.642421            -0.2461          1991.2625    1210       2       3  0552+398             0.0003   116.4524
58534.646530            -0.0450          1990.4799    1215       2       3  1057-797             0.0002    88.7892
58534.653648            -0.1345          1989.8219    1223       2       3  0748+126             0.0005   144.9857
58534.664794            -0.1412          1989.9127    1240       2       3  0700-197             0.0003   123.7599
58534.666680            -0.1525          1990.3901    1242       2       3  0537-286             0.0003   102.9730
58534.708509            -0.1861          1989.1208    1299       2       3  0748+126             0.0006   144.9314
