DATA IN NGS FORMAT FROM DATABASE 19JUL18XE_V005                                                 
NYALES20  WETTZELL  0642+449 2019 07 19 08 03   7.0000000000              176001                
   -2433922.53891907    .00541  -262822.5841268926    .01103 0      I     176002                
    .00178    .00000    .00000    .00000  -2.573389391842084        0.    176003                
  0.400   0.619  0.0009  0.0000  0.0002  0.0005     170365.426            176004
    .00980    .00233    .00000    .00000    .00000    .00000              176005                
     6.480    21.969  1006.900   946.100    88.660    58.898 0 0          176006                
       -2.8777616447    .00365         .0039683599    .00502  0           176008                
BADARY    WETTZELL  0642+449 2019 07 19 08 03   7.0000000000              176101                
   -3234961.77148349    .01004  -954511.5992798732    .02047 0      I     176102                
    .00095    .00000    .00000    .00000  -5.011341595919317        0.    176103                
  0.788   0.619  0.0012  0.0000  0.0042  0.0005    -215946.386            176104
    .00000    .00233    .00000    .00000    .00000    .00000              176105                
    25.600    21.969   907.100   946.100    57.077    58.898 0 0          176106                
       -3.0471128015    .00232         .0085765125    .00338  0           176108                
NYALES20  WETTZELL  0556+238 2019 07 19 08 05  40.0000000000              176201                
   -6420682.17379455    .01896  -209694.8849855975    .01304 0      I     176202                
    .00029    .00000    .00000    .00000  -5.747993791356172        0.    176203                
  0.573   0.658  0.0032 -0.0020  0.0004  0.0005     170365.257            176204
    .02867    .00273    .00000    .00000    .00000    .00000              176205                
     6.400    22.168  1006.970   946.100    89.560    57.427 0 0          176206                
       -2.9051293379    .01793         .0043210608    .00829  0           176208                
KATH12M   YARRA12M  1144-379 2019 07 19 08 06  26.0000000000              176301                
   -1959728.22460656    .02023  -336918.7254490511    .02849 0      I     176302                
    .00039    .00000    .00000    .00000  -3.796995266277749        0.    176303                
  0.396   0.249 -0.0004 -0.0002 -0.0002 -0.0001      14860.343            176304
    .00000    .00000    .00000    .00000    .00000    .00000              176305                
    31.280    19.080   995.700   979.600    19.500    50.476 0 0          176306                
       -3.8785482369    .01513         .0283416085    .01436  0           176308                
ISHIOKA   YARRA12M  1144-379 2019 07 19 08 06  26.0000000000              176401                
  -16148241.88665350    .02427  -422653.6381014701    .04949 0      I     176402                
    .00039    .00000    .00000    .00000  -1.361494368825880        0.    176403                
  5.238   0.249  0.0685 -0.0002  0.0409 -0.0001      16737.901            176404
    .00000    .00000    .00000    .00000    .00000    .00000              176405                
    28.553    19.080   997.400   979.600    89.665    50.476 0 0          176406                
       -4.4115085933    .01327         .0107500122    .01835  0           176408                
ISHIOKA   KATH12M   1144-379 2019 07 19 08 06  26.0000000000              176501                
  -14188518.42180752    .02377   -85735.1361873052    .04686 0      I     176502                
    .00040    .00000    .00000    .00000  -5.588764987676989        0.    176503                
  5.238   0.396  0.0685 -0.0004  0.0409 -0.0002       1877.558            176504
    .00000    .00000    .00000    .00000    .00000    .00000              176505                
    28.553    31.280   997.400   995.700    89.665    19.500 0 0          176506                
        -.5268228482    .01543        -.0011011614    .02056  0           176508                
HART15M   YARRA12M  1144-379 2019 07 19 08 06  26.0000000000              176601                
  -15438445.71712684    .02379  1036340.9990671090    .04396 0      I     176602                
    .00038    .00000    .00000    .00000  -5.354047817635073        0.    176603                
  0.305   0.249  0.0121 -0.0002  0.0117 -0.0001      13520.622            176604
    .00000    .00000    .00000    .00000    .00000    .00000              176605                
    18.582    19.080   868.176   979.600    23.824    50.476 0 0          176606                
       -8.1866842414    .00893        -.0178145972    .01134  0           176608                
HART15M   KATH12M   1144-379 2019 07 19 08 06  26.0000000000              176701                
  -13478722.02131911    .02869  1373260.0435528080    .05302 0      I     176702                
    .00032    .00000    .00000    .00000  -3.266166008319885        0.    176703                
  0.305   0.396  0.0121 -0.0004  0.0117 -0.0002      -1339.721            176704
    .00000    .00000    .00000    .00000    .00000    .00000              176705                
    18.582    31.280   868.176   995.700    23.824    19.500 0 0          176706                
       -4.3096029451    .01201        -.0632848013    .01518  0           176708                
HART15M   ISHIOKA   1144-379 2019 07 19 08 06  26.0000000000              176801                
     709796.45692190    .02439  1458995.2061075720    .04974 0      I     176802                
    .00039    .00000    .00000    .00000   -.871839645270486        0.    176803                
  0.305   5.238  0.0121  0.0685  0.0117  0.0409      -3217.279            176804
    .00000    .00000    .00000    .00000    .00000    .00000              176805                
    18.582    28.553   868.176   997.400    23.824    89.665 0 0          176806                
       -3.7531681134    .00906        -.0446312343    .01271  0           176808                
KATH12M   YARRA12M  1424-418 2019 07 19 08 08  39.0000000000              176901                
     258084.76389966    .01334  -194517.1553193851    .02721 0      I     176902                
    .00071    .00000    .00000    .00000   2.495726554449302        0.    176903                
  0.440   0.306 -0.0005 -0.0005  0.0004 -0.0011      14860.503            176904
    .00000    .00000    .00000    .00000    .00000    .00000              176905                
    31.200    19.000   995.700   979.575    19.474    51.402 0 0          176906                
       -3.8596539216    .00942         .0048137203    .01297  0           176908                
BADARY    ZELENCHK  1357+769 2019 07 19 08 09  13.0000000000              177001                
    5114093.51536087    .00995   -79893.5981707426    .00321 0      I     177002                
    .00038    .00000    .00000    .00000   4.213521383933302        0.    177003                
  0.737   0.816  0.0037 -0.0126 -0.0009  0.0039      -1005.158            177004
    .00000    .00000    .00000    .00000    .00000    .00000              177005                
    25.446    17.431   907.162   885.300    56.207    84.255 0 0          177006                
        3.0283260841    .01505         .0052708261    .00346  0           177008                
ISHIOKA   NYALES20  0808+019 2019 07 19 08 09  32.0000000000              177101                
    1116942.15787996    .01407 -1452713.4746746950    .00816 0      I     177102                
    .00036    .00000    .00000    .00000    .641578809259627        0.    177103                
  5.616   2.157  0.0098  0.0377  0.1576  0.0127    -171154.464            177104
    .00000    .00180    .00000    .00000    .00000    .00000              177105                
    28.182     6.500   997.465  1007.100    91.225    87.803 0 0          177106                
         .1376904605    .00870         .0319703517    .00341  0           177108                
ISHIOKA   WETTZELL  0808+019 2019 07 19 08 09  32.0000000000              177201                
   -4817582.70252632    .00893 -2007278.1411015140    .00562 0      I     177202                
    .00060    .00000    .00000    .00000  -2.556416533582791        0.    177203                
  5.616   1.309  0.0098 -0.0099  0.1576  0.0062       -789.464            177204
    .00000    .00178    .00000    .00000    .00000    .00000              177205                
    28.182    22.581   997.465   946.139    91.225    55.574 0 0          177206                
       -2.8613841796    .00937         .0276482647    .00396  0           177208                
NYALES20  WETTZELL  0808+019 2019 07 19 08 09  32.0000000000              177301                
   -5934524.16258732    .00640  -554565.5130010928    .00407 0      I     177302                
    .00083    .00000    .00000    .00000  -3.943774058176921        0.    177303                
  2.157   1.309  0.0377 -0.0099  0.0127  0.0062     170365.000            177304
    .00180    .00178    .00000    .00000    .00000    .00000              177305                
     6.500    22.581  1007.100   946.139    87.803    55.574 0 0          177306                
       -2.9783946202    .00703        -.0102673123    .00300  0           177308                
HART15M   WETTZELL  0808+019 2019 07 19 08 09  32.0000000000              177401                
    5917241.25312636    .00851    34668.4570477184    .00541 0      I     177402                
    .00063    .00000    .00000    .00000   4.819170554820289        0.    177403                
  0.114   1.309 -0.0011 -0.0099  0.0012  0.0062      -4006.746            177404
    .00000    .00178    .00000    .00000    .00000    .00000              177405                
    18.353    22.581   868.100   946.139    23.690    55.574 0 0          177406                
       -6.7127859274    .00690        -.0042445941    .00296  0           177408                
HART15M   NYALES20  0808+019 2019 07 19 08 09  32.0000000000              177501                
   11851772.06957455    .01786   589233.8822381458    .01036 0      I     177502                
    .00028    .00000    .00000    .00000    .943146049773466        0.    177503                
  0.114   2.157 -0.0011  0.0377  0.0012  0.0127    -174371.747            177504
    .00000    .00180    .00000    .00000    .00000    .00000              177505                
    18.353     6.500   868.100  1007.100    23.690    87.803 0 0          177506                
       -3.7061381969    .00659         .0054448025    .00263  0           177508                
HART15M   ISHIOKA   0808+019 2019 07 19 08 09  32.0000000000              177601                
   10734845.51263044    .01670  2041950.3975946680    .00646 0      I     177602                
    .00025    .00000    .00000    .00000   1.186189792700596        0.    177603                
  0.114   5.616 -0.0011  0.0098  0.0012  0.1576      -3217.282            177604
    .00000    .00000    .00000    .00000    .00000    .00000              177605                
    18.353    28.182   868.100   997.465    23.690    91.225 0 0          177606                
       -3.8382106158    .00627        -.0317696059    .00166  0           177608                
KATH12M   YARRA12M  1255-316 2019 07 19 08 10  51.0000000000              177701                
     -38717.34829901    .01611  -323056.3672110268    .01588 0      I     177702                
    .00041    .00000    .00000    .00000  -2.944364802212923        0.    177703                
  0.373   0.261 -0.0002 -0.0001  0.0000 -0.0004      14860.662            177704
    .00000    .00000    .00000    .00000    .00000    .00000              177705                
    31.171    18.972   995.729   979.528    19.343    52.335 0 0          177706                
       -3.8705771730    .01666        -.0058405573    .01104  0           177708                
FORTLEZA  NYALES20  0017+200 2019 07 19 08 13  25.0000000000              177801                
    9603595.80485223    .03018  -156874.3742789248    .04824 0      I     177802                
    .00028    .00000    .00000    .00000  -1.712200726456234        0.    177803                
  0.585   0.790  0.0004  0.0025  0.0005 -0.0016    -171438.782            177804
    .02680    .04252    .00000    .00000    .00000    .00000              177805                
    25.748     6.500  1012.119  1007.100    71.690    89.080 0 0          177806                
         .1848639963    .01338        -.0057827647    .01459  0           177808                
ISHIOKA   NYALES20  2000+472 2019 07 19 08 15  31.0000000000              177901                
   -6414526.39867585    .02360   985133.1915688899    .04813 0      I     177902                
    .00040    .00000    .00000    .00000  -3.553904585136406        0.    177903                
  3.442   0.507 -0.0215 -0.0021 -0.0402 -0.0004    -171154.096            177904
    .00000   -.00843    .00000    .00000    .00000    .00000              177905                
    27.370     6.600   997.700  1007.000    95.199    88.700 0 0          177906                
        -.0226568876    .02763         .0827096193    .03784  0           177908                
KATH12M   YARRA12M  0530-727 2019 07 19 08 15  46.0000000000              178001                
   -6566906.49626498    .02683   -15468.4436677079    .01011 0      I     178002                
    .00015    .00000    .00000    .00000  -4.365366839806351        0.    178003                
  2.530   0.575 -0.0294 -0.0046 -0.0098  0.0020      14861.019            178004
    .00000    .00000    .00000    .00000    .00000    .00000              178005                
    31.064    18.649   995.800   979.600    19.200    54.601 0 0          178006                
       -3.8987954726    .02453        -.0112763497    .00622  0           178008                
BADARY    ZELENCHK  0958+346 2019 07 19 08 17  22.0000000000              178101                
    3213206.74966687    .02407  -863333.4308642030    .01758 0      I     178102                
    .00024    .00000    .00000    .00000   4.230493975876486        0.    178103                
  0.674   0.631 -0.0019 -0.0002  0.0007  0.0065      -1004.862            178104
    .00000    .00000    .00000    .00000    .00000    .00000              178105                
    25.000    17.500   907.333   885.300    56.515    84.536 0 0          178106                
        2.9961643326    .00826         .0061192396    .00440  0           178108                
WETTZELL  ZELENCHK  0958+346 2019 07 19 08 17  22.0000000000              178201                
   -4859791.05829972    .01273   129929.4593116249    .00929 0      I     178202                
    .00045    .00000    .00000    .00000  -1.448241648171085        0.    178203                
  1.064   0.631  0.0033 -0.0002  0.0057  0.0065     214941.531            178204
    .00498    .00000    .00000    .00000    .00000    .00000              178205                
    22.467    17.500   946.300   885.300    51.716    84.536 0 0          178206                
        5.9769083459    .01378         .0139670535    .00717  0           178208                
BADARY    WETTZELL  0958+346 2019 07 19 08 17  22.0000000000              178301                
    8072996.75676824    .03153  -993263.0368020434    .01019 0      I     178302                
    .00012    .00000    .00000    .00000    .440195394607310        0.    178303                
  0.674   1.064 -0.0019  0.0033  0.0007  0.0057    -215946.393            178304
    .00000    .00498    .00000    .00000    .00000    .00000              178305                
    25.000    22.467   907.333   946.300    56.515    51.716 0 0          178306                
       -2.9828541679    .00820        -.0019092241    .00187  0           178308                
HART15M   WETTZELL  0958+346 2019 07 19 08 17  22.0000000000              178401                
   -9429941.69720361    .04181   199208.8025482123    .01243 0      I     178402                
    .00009    .00000    .00000    .00000  -1.835164999255700        0.    178403                
  0.677   1.064 -0.0928  0.0033  0.0629  0.0057      -4006.794            178404
    .00000    .00498    .00000    .00000    .00000    .00000              178405                
    19.065    22.467   868.100   946.300    22.377    51.716 0 0          178406                
       -7.1275801449    .01560         .0037002101    .00319  0           178408                
HART15M   ZELENCHK  0958+346 2019 07 19 08 17  22.0000000000              178501                
  -14289733.84719455    .04222   329137.9317287179    .03083 0      I     178502                
    .00014    .00000    .00000    .00000  -4.231019950191778        0.    178503                
  0.677   0.631 -0.0928 -0.0002  0.0629  0.0065     210934.736            178504
    .00000    .00000    .00000    .00000    .00000    .00000              178505                
    19.065    17.500   868.100   885.300    22.377    84.536 0 0          178506                
       -1.1540794689    .01691         .0267539361    .00894  0           178508                
BADARY    HART15M   0958+346 2019 07 19 08 17  22.0000000000              178601                
   17502933.41438203    .09719 -1192492.7224114100    .03158 2      I     178602                
    .00005    .00000    .00000    .00000   3.022020715386870        0.    178603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            178604
    .00000    .00000    .00000    .00000    .00000    .00000              178605                
    25.000    19.065   907.333   868.100    56.515    22.377 0 0          178606                
        4.2852100107    .01172        1.6861842438    .00314  0           178608                
ISHIOKA   NYALES20  1806+456 2019 07 19 08 17  25.0000000000              178701                
     526763.32996110    .02924   895073.9212399905    .03759 0      I     178702                
    .00026    .00000    .00000    .00000   1.703547450284294        0.    178703                
  1.961   0.545 -0.0046 -0.0035 -0.0126 -0.0002    -171153.980            178704
    .00000   -.00850    .00000    .00000    .00000    .00000              178705                
    27.321     6.480   997.721  1007.080    96.179    89.680 0 0          178706                
         .0748438806    .01257        -.0101198662    .01104  0           178708                
ISHIOKA   ZELENCHK  1144+402 2019 07 19 08 20  42.0000000000              178801                
    7393609.91385761    .00467 -1235462.2591251990    .00953 0      I     178802                
    .00204    .00000    .00000    .00000   5.309592202190599        0.    178803                
  1.278   0.839 -0.0005 -0.0057  0.0026  0.0132     214152.135            178804
    .00000    .00000    .00000    .00000    .00000    .00000              178805                
    27.351    17.513   997.825   885.300    97.225    84.273 0 0          178806                
        3.2892194380    .00626         .0160586060    .00909  0           178808                
KATH12M   YARRA12M  1144+402 2019 07 19 08 20  42.0000000000              178901                
    4062699.77066472    .01201  -333970.2486532196    .00748 0      I     178902                
    .00044    .00000    .00000    .00000   2.646865473685153        0.    178903                
  0.639   0.734  0.0012  0.0082 -0.0004  0.0000      14861.377            178904
    .00000    .00000    .00000    .00000    .00000    .00000              178905                
    30.993    18.217   995.814   979.600    19.220    57.077 0 0          178906                
       -3.7920812286    .01027         .0200839813    .00430  0           178908                
ISHIOKA   NYALES20  1144+402 2019 07 19 08 20  42.0000000000              179001                
    7145890.96195756    .00790  -633639.8412930819    .01263 0      I     179002                
    .00107    .00000    .00000    .00000  -2.594381492818525        0.    179003                
  1.278   0.515 -0.0005 -0.0013  0.0026  0.0008    -171153.779            179004
    .00000   -.03895    .00000    .00000    .00000    .00000              179005                
    27.351     6.434   997.825  1007.066    97.225    90.634 0 0          179006                
         .1472366568    .00642        -.0041660746    .00691  0           179008                
YARRA12M  ZELENCHK  1144+402 2019 07 19 08 20  42.0000000000              179101                
   -4863990.11638823    .00666  -832005.9491636367    .01407 0      I     179102                
    .00147    .00000    .00000    .00000   1.361083043595517        0.    179103                
  0.734   0.839  0.0082 -0.0057  0.0000  0.0132     197413.582            179104
    .00000    .00000    .00000    .00000    .00000    .00000              179105                
    18.217    17.513   979.600   885.300    57.077    84.273 0 0          179106                
        7.1376825125    .01254        -.0519860987    .01885  0           179108                
NYALES20  YARRA12M  1144+402 2019 07 19 08 20  42.0000000000              179201                
    5111717.54318383    .01245   230183.3961276375    .02045 0      I     179202                
    .00069    .00000    .00000    .00000   5.477433136202881        0.    179203                
  0.515   0.734 -0.0013  0.0082  0.0008  0.0000     187892.331            179204
   -.03895    .00000    .00000    .00000    .00000    .00000              179205                
     6.434    18.217  1007.066   979.600    90.634    57.077 0 0          179206                
       -3.9660593838    .01727         .0116708696    .01904  0           179208                
ISHIOKA   YARRA12M  1144+402 2019 07 19 08 20  42.0000000000              179301                
   12257610.21938527    .01454  -403456.0178682347    .02264 0      I     179302                
    .00058    .00000    .00000    .00000   1.817104372849164        0.    179303                
  1.278   0.734 -0.0005  0.0082  0.0026  0.0000      16738.552            179304
    .00000    .00000    .00000    .00000    .00000    .00000              179305                
    27.351    18.217   997.825   979.600    97.225    57.077 0 0          179306                
       -3.8393705502    .01218         .0588330584    .01276  0           179308                
KATH12M   NYALES20  1144+402 2019 07 19 08 20  42.0000000000              179401                
   -1049017.60785423    .01131  -564153.6896021705    .01807 0      I     179402                
    .00075    .00000    .00000    .00000  -4.938308131449420        0.    179403                
  0.639   0.515  0.0012 -0.0013 -0.0004  0.0008    -173030.954            179404
    .00000   -.03895    .00000    .00000    .00000    .00000              179405                
    30.993     6.434   995.814  1007.066    19.220    90.634 0 0          179406                
         .1505969274    .02023         .0308413136    .02168  0           179408                
KATH12M   ZELENCHK  1144+402 2019 07 19 08 20  42.0000000000              179501                
    -801293.69701247    .00611 -1165976.3147156410    .01246 0      I     179502                
    .00156    .00000    .00000    .00000   -.194819504868841        0.    179503                
  0.639   0.839  0.0012 -0.0057 -0.0004  0.0132     212274.959            179504
    .00000    .00000    .00000    .00000    .00000    .00000              179505                
    30.993    17.513   995.814   885.300    19.220    84.273 0 0          179506                
        3.3193963656    .01400         .0070600045    .02030  0           179508                
ISHIOKA   KATH12M   1144+402 2019 07 19 08 20  42.0000000000              179601                
    8194913.15750623    .01356   -69485.5337824814    .02005 0      I     179602                
    .00060    .00000    .00000    .00000   2.286711818403851        0.    179603                
  1.278   0.639 -0.0005  0.0012  0.0026 -0.0004       1877.176            179604
    .00000    .00000    .00000    .00000    .00000    .00000              179605                
    27.351    30.993   997.825   995.814    97.225    19.220 0 0          179606                
        -.0358663314    .01255         .0262351260    .01248  0           179608                
NYALES20  ZELENCHK  1144+402 2019 07 19 08 20  42.0000000000              179701                
     247723.35902449    .00308  -601822.9646938097    .00628 0      I     179702                
    .00310    .00000    .00000    .00000   2.746282608758356        0.    179703                
  0.515   0.839 -0.0013 -0.0057  0.0008  0.0132     385305.913            179704
   -.03895    .00000    .00000    .00000    .00000    .00000              179705                
     6.434    17.513  1007.066   885.300    90.634    84.273 0 0          179706                
        3.1492417573    .00477        -.0238603098    .00692  0           179708                
BADARY    ISHIOKA   0723+219 2019 07 19 08 24  38.0000000000              179801                
    9011921.27782521    .04536   445997.9915529478    .09250 0      I     179802                
    .00021    .00000    .00000    .00000   6.057550049087060        0.    179803                
  1.026   5.908 -0.0030 -0.0290  0.0060  0.1566    -215156.859            179804
    .00000    .00000    .00000    .00000    .00000    .00000              179805                
    24.482    27.017   907.536   998.000    59.386    97.425 0 0          179806                
        -.1670753477    .02953       -2.6648029177    .04068  0           179808                
BADARY    ZELENCHK  0723+219 2019 07 19 08 24  38.0000000000              179901                
   -6125408.98143227    .01738  -848726.3702544867    .03544 0      I     179902                
    .00055    .00000    .00000    .00000  -4.576431943575055        0.    179903                
  1.026   0.546 -0.0030  0.0029  0.0060  0.0009      -1004.599            179904
    .00000    .00000    .00000    .00000    .00000    .00000              179905                
    24.482    17.600   907.536   885.318    59.386    83.130 0 0          179906                
        2.9850673010    .02174       -3.5972668838    .03157  0           179908                
ISHIOKA   ZELENCHK  0723+219 2019 07 19 08 24  38.0000000000              180001                
  -15137318.25800690    .04083 -1294721.2227315450    .07317 8      I     180002                
    .00022    .00000    .00000    .00000  -1.279006549328147        0.    180003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            180004
    .00000    .00000    .00000    .00000    .00000    .00000              180005                
    27.017    17.600   998.000   885.318    97.425    83.130 0 0          180006                
        3.1254502480    .04532       -1.3153689385    .05787  0           180008                
ISHIOKA   NYALES20  0723+219 2019 07 19 08 24  38.0000000000              180101                
   -6687763.79724623    .06521 -1329736.9386255090    .02716 8      I     180102                
    .00007    .00000    .00000    .00000   -.050703041821908        0.    180103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            180104
    .00000    .06332    .00000    .00000    .00000    .00000              180105                
    27.017     6.577   998.000  1007.000    97.425    89.423 0 0          180106                
        -.0770631004    .04136        -.4224876142    .01164  0           180108                
BADARY    NYALES20  0723+219 2019 07 19 08 24  38.0000000000              180201                
    2324145.05061842    .04187  -883739.5218186582    .08538 0      I     180202                
    .00023    .00000    .00000    .00000   1.017205164158180        0.    180203                
  1.026   0.597 -0.0030  0.0039  0.0060  0.0009    -386310.396            180204
    .00000    .06332    .00000    .00000    .00000    .00000              180205                
    24.482     6.577   907.536  1007.000    59.386    89.423 0 0          180206                
        -.1753304116    .02606        1.9594484323    .03593  0           180208                
NYALES20  ZELENCHK  0723+219 2019 07 19 08 24  38.0000000000              180301                
   -8449554.17425483    .02214    35013.2869194293    .03968 8      I     180302                
    .00041    .00000    .00000    .00000  -4.095118839765034        0.    180303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            180304
    .06332    .00000    .00000    .00000    .00000    .00000              180305                
     6.577    17.600  1007.000   885.318    89.423    83.130 0 0          180306                
       -4.5483250817    .03768        1.3415922197    .04805  0           180308                
FORTLEZA  HART15M   0048-097 2019 07 19 08 25  44.0000000000              180401                
   15306890.90069936    .03464  1032463.4589042420    .02276 0      I     180402                
    .00016    .00000    .00000    .00000   6.012069116622903        0.    180403                
  0.528   0.310 -0.0001  0.0013  0.0004 -0.0177       2932.588            180404
    .03305    .00000    .00000    .00000    .00000    .00000              180405                
    25.762    19.400  1012.167   868.100    70.794    20.141 0 0          180406                
        4.2040287314    .01388        -.0224427862    .00625  0           180408                
FORTLEZA  WETTZELL  0048-097 2019 07 19 08 25  44.0000000000              180501                
   17137346.34947686    .01980   579980.9703419113    .00922 0      I     180502                
    .00023    .00000    .00000    .00000   -.954118007148484        0.    180503                
  0.528   3.171 -0.0001 -0.0754  0.0004 -0.0822      -1074.257            180504
    .03305    .00562    .00000    .00000    .00000    .00000              180505                
    25.762    22.419  1012.167   946.330    70.794    51.296 0 0          180506                
       -2.5420723762    .01826        -.0176660106    .00572  0           180508                
HART15M   WETTZELL  0048-097 2019 07 19 08 25  44.0000000000              180601                
    1830462.43778475    .01827  -452482.3174544178    .01201 0      I     180602                
    .00030    .00000    .00000    .00000   4.658935608881274        0.    180603                
  0.310   3.171  0.0013 -0.0754 -0.0177 -0.0822      -4006.846            180604
    .00000    .00562    .00000    .00000    .00000    .00000              180605                
    19.400    22.419   868.100   946.330    20.141    51.296 0 0          180606                
       -6.7320676574    .01156         .0012634838    .00513  0           180608                
BADARY    ZELENCHK  OJ287    2019 07 19 08 27  20.0000000000              180701                
   -1477095.92981881    .00071  -984856.2917133626    .00146 0      I     180702                
    .01335    .00000    .00000    .00000  -1.683239249075786        0.    180703                
  0.844   0.616 -0.0043  0.0032  0.0026  0.0041      -1004.499            180704
    .00000    .00000    .00000    .00000    .00000    .00000              180705                
    24.370    17.600   907.685   885.400    60.909    81.777 0 0          180706                
        2.9960673069    .00151         .0514796628    .00219  0           180708                
KATH12M   YARRA12M  OJ287    2019 07 19 08 27  20.0000000000              180801                
   -1485636.15930332    .00754  -342715.9375988351    .01539 0      I     180802                
    .00126    .00000    .00000    .00000  -2.574316970849758        0.    180803                
  1.052   0.622  0.0011  0.0040 -0.0034  0.0049      14861.857            180804
    .00000    .00000    .00000    .00000    .00000    .00000              180805                
    30.882    18.431   996.000   979.617    19.482    56.958 0 0          180806                
       -3.9087836761    .01032        -.0131894518    .01413  0           180808                
BADARY    YARRA12M  OJ287    2019 07 19 08 27  20.0000000000              180901                
    7184086.71971732    .00404   424354.6646912376    .00825 0      I     180902                
    .00236    .00000    .00000    .00000    .223620410280314        0.    180903                
  0.844   0.622 -0.0043  0.0040  0.0026  0.0049    -198417.991            180904
    .00000    .00000    .00000    .00000    .00000    .00000              180905                
    24.370    18.431   907.685   979.617    60.909    56.958 0 0          180906                
       -4.1708826961    .00258         .2949678097    .00355  0           180908                
BADARY    KATH12M   OJ287    2019 07 19 08 27  20.0000000000              181001                
    8669725.93529876    .00422   767070.6949099592    .00861 0      I     181002                
    .00226    .00000    .00000    .00000   2.789260436113945        0.    181003                
  0.844   1.052 -0.0043  0.0011  0.0026 -0.0034    -213279.848            181004
    .00000    .00000    .00000    .00000    .00000    .00000              181005                
    24.370    30.882   907.685   996.000    60.909    19.482 0 0          181006                
        -.2515351749    .00272         .3147967045    .00375  0           181008                
YARRA12M  ZELENCHK  OJ287    2019 07 19 08 27  20.0000000000              181101                
   -8661172.21923758    .00614 -1409210.3677916650    .01253 0      I     181102                
    .00155    .00000    .00000    .00000    .949303145055675        0.    181103                
  0.622   0.616  0.0040  0.0032  0.0049  0.0041     197413.492            181104
    .00000    .00000    .00000    .00000    .00000    .00000              181105                
    18.431    17.600   979.617   885.400    56.958    81.777 0 0          181106                
        7.1527416400    .00486        -.2328620009    .00708  0           181108                
KATH12M   ZELENCHK  OJ287    2019 07 19 08 27  20.0000000000              181201                
  -10146806.27912926    .00692 -1751925.8149471630    .01411 0      I     181202                
    .00138    .00000    .00000    .00000    .731397112815857        0.    181203                
  1.052   0.616  0.0011  0.0032 -0.0034  0.0041     212275.349            181204
    .00000    .00000    .00000    .00000    .00000    .00000              181205                
    30.882    17.600   996.000   885.400    19.482    81.777 0 0          181206                
        3.2408156020    .00704        -.2735946963    .01023  0           181208                
KATH12M   YARRA12M  0834-201 2019 07 19 08 30    .0000000000              181301                
   -5362559.60776306    .01573  -319060.6666112025    .00567 0      I     181302                
    .00026    .00000    .00000    .00000  -4.341056706427780        0.    181303                
  0.837   0.367 -0.0003 -0.0000 -0.0019  0.0019      14862.050            181304
    .00000    .00000    .00000    .00000    .00000    .00000              181305                
    30.777    18.079   996.000   979.695    19.461    58.287 0 0          181306                
       -3.9081034824    .00937         .0007175339    .00229  0           181308                
KATH12M   WETTZELL  0834-201 2019 07 19 08 30    .0000000000              181401                
    6881591.63071083    .04735 -2051378.7264164880    .04375 8      I     181402                
    .00014    .00000    .00000    .00000    .049022025413525        0.    181403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            181404
    .00000    .00561    .00000    .00000    .00000    .00000              181405                
    30.777    22.741   996.000   946.400    19.461    50.079 0 0          181406                
       -1.9992841376    .04602       -6.1325065074    .02860  0           181408                
WETTZELL  YARRA12M  0834-201 2019 07 19 08 30    .0000000000              181501                
  -12244163.23392606    .03598  1732321.7011755030    .03325 8      I     181502                
    .00018    .00000    .00000    .00000  -3.959436907496004        0.    181503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            181504
    .00561    .00000    .00000    .00000    .00000    .00000              181505                
    22.741    18.079   946.400   979.695    50.079    58.287 0 0          181506                
       -3.2871797690    .04614         .7691575213    .02862  0           181508                
HART15M   YARRA12M  0834-201 2019 07 19 08 30    .0000000000              181601                
    2790147.26477685    .03561  1773894.7258494900    .05400 8      I     181602                
    .00023    .00000    .00000    .00000   4.010088633532657        0.    181603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            181604
    .00000    .00000    .00000    .00000    .00000    .00000              181605                
    19.440    18.079   868.100   979.695    19.960    58.287 0 0          181606                
       -5.2321821475    .04583       -7.3089255531    .04666  0           181608                
HART15M   WETTZELL  0834-201 2019 07 19 08 30    .0000000000              181701                
   15034284.39343472    .01671    41572.7426498951    .02535 8      I     181702                
    .00049    .00000    .00000    .00000   2.201334069649218        0.    181703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            181704
    .00000    .00561    .00000    .00000    .00000    .00000              181705                
    19.440    22.741   868.100   946.400    19.960    50.079 0 0          181706                
       -6.3208672968    .04402       -4.6044031512    .04473  0           181708                
HART15M   KATH12M   0834-201 2019 07 19 08 30    .0000000000              181801                
    8152709.38072521    .04381  2092955.7126507810    .06644 8      I     181802                
    .00019    .00000    .00000    .00000   4.588294728334703        0.    181803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            181804
    .00000    .00000    .00000    .00000    .00000    .00000              181805                
    19.440    30.777   868.100   996.000    19.960    19.461 0 0          181806                
