58682.771981    BADARY    ZELENCHK  1741-038          1.8257          0.8439         -0.0053          0.0059         -0.0162         -0.0024      6478354.896      6447396.791
58682.771981    BADARY    KATH12M   1741-038          1.8257          1.7274         -0.0053          0.0000         -0.0162          0.0317      6478354.896        80545.082
58682.771981    KATH12M   ZELENCHK  1741-038          1.7274          0.8439          0.0000          0.0059          0.0317         -0.0024        80545.082      6447396.791
58682.771981    HART15M   ZELENCHK  1741-038          0.1168          0.8439          0.0012          0.0059          0.0001         -0.0024       120040.183      6447396.791
58682.771981    BADARY    HART15M   1741-038          1.8257          0.1168         -0.0053          0.0012         -0.0162          0.0001      6478354.896       120040.183
58682.771981    HART15M   KATH12M   1741-038          0.1168          1.7274          0.0012          0.0000          0.0001          0.0317       120040.183        80545.082
58682.774169    FORTLEZA  NYALES20  0642+449          4.5299          0.4046         -0.0216         -0.0011          0.0922         -0.0017        31770.859     -5112578.920
58682.774516    BADARY    ZELENCHK  1514+197          2.1826          0.6672          0.0025          0.0017         -0.0292          0.0034      6478355.061      6447400.498
58682.774516    HART15M   ZELENCHK  1514+197          0.1468          0.6672          0.0038          0.0017         -0.0000          0.0034       120040.897      6447400.498
58682.774516    BADARY    HART15M   1514+197          2.1826          0.1468          0.0025          0.0038         -0.0292         -0.0000      6478355.061       120040.897
58682.778162    HART15M   KATH12M   2236-572          0.3307          0.4489         -0.0198          0.0001          0.0004          0.0002       120041.927        80539.224
58682.780951    BADARY    ZELENCHK  0059+581          0.7582          1.3125          0.0005         -0.0159          0.0015         -0.0148      6478355.492      6447409.891
58682.780951    BADARY    NYALES20  0059+581          0.7582          0.3259          0.0005         -0.0008          0.0015          0.0005      6478355.492     -5112559.405
58682.780951    BADARY    KATH12M   0059+581          0.7582          1.3531          0.0005         -0.0008          0.0015         -0.0047      6478355.492        80536.581
58682.780951    KATH12M   NYALES20  0059+581          1.3531          0.3259         -0.0008         -0.0008         -0.0047          0.0005        80536.581     -5112559.405
58682.780951    KATH12M   ZELENCHK  0059+581          1.3531          1.3125         -0.0008         -0.0159         -0.0047         -0.0148        80536.581      6447409.891
58682.780951    NYALES20  ZELENCHK  0059+581          0.3259          1.3125         -0.0008         -0.0159          0.0005         -0.0148     -5112559.405      6447409.891
58682.783104    KATH12M   NYALES20  0017+200          0.4144          1.1460         -0.0001         -0.0117         -0.0005          0.0152        80534.541     -5112553.201
58682.785523    KATH12M   NYALES20  2209+236          0.4394          0.6958         -0.0001         -0.0016          0.0006          0.0073        80532.250     -5112546.231
58682.787062    BADARY    ZELENCHK  2059+034          0.9431          1.2375         -0.0021          0.0056         -0.0005         -0.0207      6478355.832      6447418.854
58682.787062    HART15M   ZELENCHK  2059+034          0.3617          1.2375          0.0061          0.0056          0.0003         -0.0207       120044.438      6447418.854
58682.787062    BADARY    HART15M   2059+034          0.9431          0.3617         -0.0021          0.0061         -0.0005          0.0003      6478355.832       120044.438
58682.791055    BADARY    KATH12M   0048-097          2.3409          0.3521         -0.0110         -0.0000          0.0226         -0.0005      6478356.062        80527.022
58682.791437    NYALES20  ZELENCHK  1351-018          1.7251          1.4415          0.0367          0.0090         -0.0197          0.0268     -5112529.204      6447425.264
58682.793301    FORTLEZA  HART15M   1144-379          0.8143          0.2302          0.0008         -0.0048          0.0003          0.0000        31786.493       120046.199
58682.793405    BADARY    NYALES20  0322+222          1.9324          1.2004          0.0026         -0.0195          0.0183          0.0007      6478356.196     -5112523.540
58682.797097    NYALES20  ZELENCHK  1212+171          0.5908          1.8666          0.0025         -0.0032         -0.0039          0.0503     -5112512.910      6447433.562
58682.797097    HART15M   ZELENCHK  1212+171          0.5385          1.8666          0.0228         -0.0032          0.0006          0.0503       120047.274      6447433.562
58682.797097    HART15M   NYALES20  1212+171          0.5385          0.5908          0.0228          0.0025          0.0006         -0.0039       120047.274     -5112512.910
58682.799875    BADARY    KATH12M   2355-106          1.6820          0.3371         -0.0071         -0.0000          0.0076         -0.0001      6478356.559        80518.684
58682.800465    FORTLEZA  ZELENCHK  1639-062          1.5590          0.9652          0.0005          0.0060         -0.0119          0.0035        31792.328      6447438.502
58682.802375    BADARY    FORTLEZA  1741-038          2.4905          3.6144         -0.0086          0.0018         -0.0256         -0.0709      6478356.701        31793.879
58682.802791    NYALES20  ZELENCHK  1514+197          0.4757          0.7781          0.0023          0.0014         -0.0003          0.0050     -5112496.505      6447441.920
58682.802791    HART15M   ZELENCHK  1514+197          0.1651          0.7781          0.0041          0.0014         -0.0001          0.0050       120048.876      6447441.920
58682.802791    HART15M   NYALES20  1514+197          0.1651          0.4757          0.0041          0.0023         -0.0001         -0.0003       120048.876     -5112496.505
